date,window_start,window_end,n_days,p_uu,p_du,p_ud,p_dd,mu_u,sig_u,mu_d,sig_d,last_up,p_u,ai_loss,ai_adam
2008-08-01,2007-02-02,2008-08-01,378,0.40742997639694123,0.5925700236030588,0.5864167730007313,0.4135832269992687,0.0050915758737853515,0.0035556843072916773,0.007975527078168222,0.009093775441571372,0.0,0.5291005291005291,0.26448779487624924,1.0
2008-08-31,2007-03-01,2008-08-29,380,0.4736619600485265,0.5263380399514734,0.5599199656598652,0.44008003434013476,0.009547445038379239,0.004363641055329385,0.010405620235407032,0.005434175149588044,0.0,0.5368421052631579,0.1740812521391183,1.0
2008-09-30,2007-04-02,2008-09-30,379,0.5203494547958813,0.47965054520411865,0.6346445663495055,0.3653554336504945,0.014099291735304307,0.009774578174734965,0.009533102890637383,0.006630743466254991,1.0,0.5356200527704486,0.46692358640836623,1.0
2008-10-31,2007-05-01,2008-10-31,382,0.3670668889346223,0.6329331110653778,0.5984861702923794,0.40151382970762056,0.005151458512935324,0.009117437210323284,0.00814205682486377,0.017057671792193793,1.0,0.5157068062827225,0.2731361415104874,1.0
2008-11-30,2007-05-31,2008-11-28,380,0.3566018993739326,0.6433981006260674,0.5884378659169403,0.41156213408305975,0.005930214671607737,0.012383438049758621,0.007096517976886933,0.021980133843608973,1.0,0.5078947368421053,0.190336053760602,1.0
2008-12-31,2007-07-02,2008-12-31,380,0.3582155135306306,0.6417844864693694,0.6035500360817756,0.39644996391822435,0.007003395676241033,0.009905050488598846,0.008541844427987916,0.021334193474448024,1.0,0.5078947368421053,0.26945364315317344,1.0
2009-01-31,2007-08-01,2009-01-30,379,0.3116468244976922,0.6883531755023078,0.6095143710197745,0.39048562898022554,0.0070324773809267715,0.008539970722078611,0.010048068052592216,0.020979037356341667,0.0,0.5065963060686016,0.3443267792703704,1.0
2009-02-28,2007-08-29,2009-02-27,378,0.3404441718212739,0.6595558281787262,0.5709247142387314,0.42907528576126863,0.007032362146831,0.011859191642227205,0.008115162889747429,0.024228802809531116,0.0,0.4973544973544973,0.2175254056468376,1.0
2009-03-31,2007-10-01,2009-03-31,378,0.3485482335407211,0.6514517664592789,0.5727018463866345,0.4272981536133655,0.007900180441312557,0.012149645333276027,0.008425927774057537,0.024355432940804785,1.0,0.4973544973544973,0.21100021661854376,1.0
2009-04-30,2007-10-31,2009-04-30,377,0.3755001337498064,0.6244998662501936,0.5669913218033291,0.4330086781966708,0.00829217178555783,0.009374430189519764,0.011505490858959976,0.021174011965802413,0.0,0.506631299734748,0.3068358756004255,1.0
2009-05-31,2007-12-03,2009-05-29,375,0.37449554738700647,0.6255044526129936,0.5593335709192648,0.4406664290807352,0.008784086051895477,0.01029815664400398,0.011604540428170785,0.021725757362041815,1.0,0.504,0.26985529740239567,1.0
2009-06-30,2007-12-31,2009-06-30,378,0.3782537426681459,0.6217462573318542,0.5369049809482975,0.4630950190517024,0.008118704788000702,0.015372294592679858,0.007964363595302872,0.030184746013055295,0.0,0.5,0.22063061153749858,1.0
2009-07-31,2008-02-01,2009-07-31,378,0.36836286467765644,0.6316371353223436,0.5703633693442653,0.4296366306557347,0.008145283835563004,0.010409864323014785,0.010216979560984225,0.022834730123660125,1.0,0.5132275132275133,0.2855280417798513,1.0
