date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0,lam,mu_j,sigma_j,kappa_j
2008-08-01,2007-02-02,2008-08-01,378,0.44773256290249497,4.418300619815912,0.16874859470104545,1.4346687618085605,-0.989999912223436,0.1225727110150013,4.0,0.10642237000325605,0.13040043722097946,0.12178874719635568
2008-08-31,2007-03-01,2008-08-29,380,0.4807601344366089,7.6747130604005,0.2539066531191786,1.875969724529476,-0.9899999999999999,0.07663435334513881,3.9789473684210526,0.10642237000325605,0.13040043722097946,0.12178874719635568
2008-09-30,2007-04-02,2008-09-30,379,0.4013054980506417,17.973404845054162,0.3826497853569705,2.4850654803806838,-0.9899999999999994,0.3068428373571791,3.9894459102902373,0.07800588664077719,0.15990698971677925,0.09504012816270224
2008-10-31,2007-05-01,2008-10-31,382,-0.045528988396099,13.544621593541258,0.5920943496343991,3.99999511098802,-0.9899999266470282,1.0597019512044197,5.277486910994765,0.013322843260847941,0.14710929970879608,0.024437228343605177
2008-11-30,2007-05-31,2008-11-28,380,-0.32646886427451316,8.969927710049499,1.4547762347088022,3.999999999057833,-0.9278897786787293,0.9383701576925567,4.6421052631578945,0.030459881322012303,0.15144266049199198,0.042818685009046176
2008-12-31,2007-07-02,2008-12-31,380,-0.19113417484327366,3.1832538576985203,1.638840589517739,2.597372165687986,-0.799718740136561,0.3132016164929422,3.9789473684210526,0.0163123892062364,0.16075006196476999,0.029664149287896624
2009-01-31,2007-08-01,2009-01-30,379,-0.19224216685501763,17.998859271325934,0.26591897240714985,3.999988532306354,-0.7858906722385074,1.021333134522273,3.9894459102902373,0.006936379302479534,0.1476939090205098,0.01800326427825194
2009-02-28,2007-08-29,2009-02-27,378,-0.10831508332256545,9.092898768636708,0.3311361933006412,1.8110108115620909,-0.987331321138695,0.3905502170416233,4.0,0.006936379302479534,0.1476939090205098,0.01800326427825194
2009-03-31,2007-10-01,2009-03-31,378,-0.15849490049024162,0.8883203751876955,2.999999999790274,3.6013673125181227,-0.9899999999999999,0.26835494601717397,3.3333333333333335,0.031786186903922056,0.1504510432615306,0.04404641273308263
2009-04-30,2007-10-31,2009-04-30,377,-0.061198416689022185,8.651315955918761,0.26472378974421146,2.3142256629722313,-0.8906169471505286,0.23042368149540904,2.673740053050398,0.07166740808171221,0.13991882125158078,0.08486553273821462
2009-05-31,2007-12-03,2009-05-29,375,-0.10041830474757724,14.020754016630097,0.16380504355251885,1.8760427280778378,-0.9899999999999972,0.13144292795208062,3.36,0.03387139472442315,0.14773506873402037,0.04580217235835993
2009-06-30,2007-12-31,2009-06-30,378,-0.08087308528897763,19.99999998542042,0.3356582938191023,3.1081303903296402,-0.9899999999999999,0.0028522667712348373,3.3333333333333335,0.03387139472442315,0.14773506873402037,0.04580217235835993
2009-07-31,2008-02-01,2009-07-31,378,0.06579829329926017,3.008256187378519,0.11777062238811602,0.7942372462870948,-0.9899999999999999,0.09638781951777625,3.3333333333333335,0.03387139472442315,0.14773506873402037,0.04580217235835993
