date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0
2008-08-01,2007-02-02,2008-08-01,378,0.44773256290249497,9.739153969431555,0.2646524375694857,2.376387375088131,-0.5077494961465345,0.2443812864769288
2008-08-31,2007-03-01,2008-08-29,380,0.4807601344366089,4.057480003623802,0.5069451647087102,1.4257925530639657,-0.198890980785448,0.14545714666875412
2008-09-30,2007-04-02,2008-09-30,379,0.4013054980506417,19.99999982466905,0.5146923940596979,3.621147473870206,-0.4503631291436883,0.3965297836835804
2008-10-31,2007-05-01,2008-10-31,382,-0.045528988396099,17.672705716948865,0.7100899922287994,3.9999999973661047,-0.989999999999999,1.2025265847571915
2008-11-30,2007-05-31,2008-11-28,380,-0.32646886427451316,9.446108171345175,1.5388897234424894,3.9999999995522755,-0.8412827488010789,1.0359863959791167
2008-12-31,2007-07-02,2008-12-31,380,-0.19113417484327366,3.163593181374186,1.9427194495562867,3.375001833586211,-0.5242914137052753,0.3953801498276518
2009-01-31,2007-08-01,2009-01-30,379,-0.19224216685501763,19.999954115092113,0.3675046955422606,3.9999998358803963,-0.72847166005673,1.1127176168649837
2009-02-28,2007-08-29,2009-02-27,378,-0.10831508332256545,10.3092835368666,0.42601487389860654,2.035911632943858,-0.7710031791854538,0.4635742097230821
2009-03-31,2007-10-01,2009-03-31,378,-0.15849490049024162,0.9927709328712957,2.9999878592386184,3.4223898146887395,-0.9899999999999999,0.3199615849942556
2009-04-30,2007-10-31,2009-04-30,377,-0.061198416689022185,4.05888722894616,0.43930574929345845,2.5013871916526553,-0.50157330675619,0.27000850458743847
2009-05-31,2007-12-03,2009-05-29,375,-0.10041830474757724,10.1062528029297,0.2604246214055372,2.1106961256201315,-0.45851145851451985,0.17673765193141275
2009-06-30,2007-12-31,2009-06-30,378,-0.08087308528897763,4.680634631098334,0.7289625968187123,2.1554159331641185,-0.44229896912202654,0.11357774509582746
2009-07-31,2008-02-01,2009-07-31,378,0.06579829329926017,0.40740846605007525,0.9049537197046919,1.2936812706508687,-0.21168072289300927,0.14902892810956442
