date,window_start,window_end,n_days,mu,sigma,lam,mu_j,sigma_j,kappa
2008-08-01,2007-02-02,2008-08-01,378,0.022398616484462192,0.37582846456572994,4.0,0.10642237000325605,0.13040043722097946,0.12178874719635568
2008-08-31,2007-03-01,2008-08-29,380,0.05823055518980809,0.3848486965796865,3.9789473684210526,0.10642237000325605,0.13040043722097946,0.12178874719635568
2008-09-30,2007-04-02,2008-09-30,379,0.0915546465424614,0.41723485719388187,3.9894459102902373,0.07800588664077719,0.15990698971677925,0.09504012816270224
2008-10-31,2007-05-01,2008-10-31,382,-0.11831798283737772,0.4387266112542392,5.277486910994765,0.013322843260847941,0.14710929970879608,0.024437228343605177
2008-11-30,2007-05-31,2008-11-28,380,-0.4766471825103075,0.49522353261838853,4.6421052631578945,0.030459881322012303,0.15144266049199198,0.042818685009046176
2008-12-31,2007-07-02,2008-12-31,380,-0.2601479115515332,0.5221856560473277,3.9789473684210526,0.0163123892062364,0.16075006196476999,0.029664149287896624
2009-01-31,2007-08-01,2009-01-30,379,-0.22345197518338,0.5367504593547041,3.9894459102902373,0.006936379302479534,0.1476939090205098,0.01800326427825194
2009-02-28,2007-08-29,2009-02-27,378,-0.13825512634752363,0.5438187761590321,4.0,0.006936379302479534,0.1476939090205098,0.01800326427825194
2009-03-31,2007-10-01,2009-03-31,378,-0.2679937476789628,0.5663955422968266,3.3333333333333335,0.031786186903922056,0.1504510432615306,0.04404641273308263
2009-04-30,2007-10-31,2009-04-30,377,-0.2555296258394833,0.5658108633121418,2.673740053050398,0.07166740808171221,0.13991882125158078,0.08486553273821462
2009-05-31,2007-12-03,2009-05-29,375,-0.21712113954895848,0.5536975335767392,3.36,0.03387139472442315,0.14773506873402037,0.04580217235835993
2009-06-30,2007-12-31,2009-06-30,378,-0.1963752911313853,0.553433625248569,3.3333333333333335,0.03387139472442315,0.14773506873402037,0.04580217235835993
2009-07-31,2008-02-01,2009-07-31,378,-0.0477378082725277,0.5524999357755376,3.3333333333333335,0.03387139472442315,0.14773506873402037,0.04580217235835993
