date,window_start,window_end,n_days,mu,omega,alpha,beta,sigma0
2008-08-01,2007-02-02,2008-08-01,378,0.5325620679396204,0.0009000654018563166,0.11011257265898153,3.06118217986754e-14,0.03124594660938311
2008-08-31,2007-03-01,2008-08-29,380,0.5555525679474729,0.0009202900120407543,0.11834365564979979,5.4750851911377635e-15,0.030979983139398055
2008-09-30,2007-04-02,2008-09-30,379,0.43982529510457674,0.0009818820798801551,0.19491792261003787,1.541204418592267e-14,0.05835962766004993
2008-10-31,2007-05-01,2008-10-31,382,0.15954042234342208,0.0008560577265054026,0.34278157415891986,2.5878798974129943e-07,0.029343027115634645
2008-11-30,2007-05-31,2008-11-28,380,0.039407672689722804,0.0008826473975490906,0.4506015288548684,9.236081697327014e-08,0.04047113339033468
2008-12-31,2007-07-02,2008-12-31,380,0.0834875554468837,0.0009922751149279707,0.38914059626276853,4.959320499354976e-13,0.035669780066362594
2009-01-31,2007-08-01,2009-01-30,379,0.1846952635966534,4.167771881975022e-05,0.08219194744678639,0.8946818142106753,0.03691182529369747
2009-02-28,2007-08-29,2009-02-27,378,0.21578168919948765,5.7419761864283466e-05,0.07972883546262667,0.8842176205847082,0.03811698106862096
2009-03-31,2007-10-01,2009-03-31,378,0.03685549030008832,2.8891217023636145e-05,0.045872407049853584,0.9357281518718703,0.03853544580843747
2009-04-30,2007-10-31,2009-04-30,377,0.20155273174757127,2.8857101895453008e-05,0.056447912901450084,0.92431076194169,0.03062892761594185
2009-05-31,2007-12-03,2009-05-29,375,0.1345451865045249,2.554949623859496e-05,0.0593660606111266,0.9235873854570769,0.027493235630668963
2009-06-30,2007-12-31,2009-06-30,378,0.23942208734145043,1.8861652040240504e-05,0.05622361385715037,0.9302553539813132,0.026166745728773377
2009-07-31,2008-02-01,2009-07-31,378,0.3633609012134809,2.339984260688263e-05,0.05630786897772777,0.9273131498813025,0.03184385875008707
