date,window_start,window_end,n_days,mu,sigma,lam,mu_j,sigma_j,kappa,mu_j_q,kappa_q,n_quotes,q_success,jump_premium_identified
2008-08-01,2007-02-02,2008-08-01,378,0.4746291140234494,0.3680376412570666,2.0,-0.03060109782853922,0.11445910655796028,-0.023763742050551873,-0.05874041514631219,-0.05085146156050813,12,True,True
2008-08-31,2007-03-01,2008-08-29,380,0.5259115198551815,0.367763201700348,1.9894736842105263,-0.03060109782853922,0.11445910655796028,-0.023763742050551873,-0.04433118810251019,-0.037075955922719284,14,True,True
2008-09-30,2007-04-02,2008-09-30,379,0.3370291968261745,0.3911285422418664,2.6596306068601585,-0.07498779164118968,0.12559531893188122,-0.06489896767862913,-0.34178485879295356,-0.2838730095068551,12,True,True
2008-10-31,2007-05-01,2008-10-31,382,0.10322202111952257,0.4349739591593502,2.6387434554973823,-0.019918303003737592,0.16027442403174225,-0.007049393140966864,0.27287886923485566,0.330723547166595,8,True,True
2008-11-30,2007-05-31,2008-11-28,380,-0.1250578965974944,0.46195352229453746,2.6526315789473687,-0.01538745533656119,0.16498773389462654,-0.0017754012760019533,0.3017338904467716,0.3707312637747868,8,True,True
2008-12-31,2007-07-02,2008-12-31,380,-0.19840876812912542,0.4728135641099665,2.6526315789473687,-0.01538745533656119,0.16498773389462654,-0.0017754012760019533,0.09425766537259601,0.11390085845123776,8,True,True
2009-01-31,2007-08-01,2009-01-30,379,-0.21381626603615334,0.47486064153020824,2.6596306068601585,-0.01538745533656119,0.16498773389462654,-0.0017754012760019533,-0.04777778104244748,-0.03359019396001495,6,True,True
2009-02-28,2007-08-29,2009-02-27,378,-0.19479834853442318,0.4732251315880935,2.6666666666666665,-0.01538745533656119,0.16498773389462654,-0.0017754012760019533,-0.1167233400807877,-0.09797483835313536,8,True,True
2009-03-31,2007-10-01,2009-03-31,378,-0.21349453802547474,0.47767078201920615,2.6666666666666665,-0.01538745533656119,0.16498773389462654,-0.0017754012760019533,-0.05027888544793234,-0.03600426560235548,8,True,True
2009-04-30,2007-10-31,2009-04-30,377,-0.2260749974590532,0.4767690850808397,2.673740053050398,-0.01538745533656119,0.16498773389462654,-0.0017754012760019533,-0.0695959210858269,-0.054447101609775395,10,True,True
2009-05-31,2007-12-03,2009-05-29,375,-0.15786175772609,0.46694524116634184,2.6879999999999997,-0.01538745533656119,0.16498773389462654,-0.0017754012760019533,-0.0555116649695868,-0.0410354676743363,10,True,True
2009-06-30,2007-12-31,2009-06-30,378,-0.1866868224763294,0.4635852056384776,2.6666666666666665,-0.01538745533656119,0.16498773389462654,-0.0017754012760019533,-0.045724997774713866,-0.031604326500012436,10,True,True
2009-07-31,2008-02-01,2009-07-31,378,0.09218725706407738,0.4454708758177363,2.0,0.017006100509334227,0.1858369547250473,0.03486790171658538,-0.07457225392696294,-0.05569357906216843,12,True,True
