date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0,eta_v,kappa_q,theta_q,v0_q,n_quotes,q_success,q_explosive
2018-10-01,2017-04-03,2018-10-01,378,0.32112713357878214,20.0,0.04325200634813462,3.0,0.15568748788527975,0.04654308931922359,17.833516115395536,2.166483884604464,0.39928297325905254,0.013170687640504115,24,True,False
2018-10-31,2017-05-01,2018-10-31,381,0.2937341490088637,20.0,0.048731818850733764,3.0,0.10312012622104841,0.11218766208370293,-2.97934941441898,22.97934941441898,0.04241357574741062,0.26427368075405927,24,True,False
2018-11-30,2017-05-31,2018-11-30,381,0.11418621079817849,20.0,0.058392444929448444,3.0,-0.014516703052451752,0.21448395150228255,12.125133713210932,7.874866286789068,0.1483007909033529,0.10601109008113832,24,True,False
2018-12-31,2017-07-03,2018-12-31,377,0.07580395241847175,20.0,0.06589811826787799,3.0,0.0419785132232876,0.17921733111715363,13.931633992061052,6.068366007938948,0.21718570759135716,0.2357408571011174,24,True,False
2019-01-31,2017-08-01,2019-01-31,378,0.08994102876989363,20.0,0.0786561711059434,3.0,-0.14676798048733267,0.2477315863064549,-26.038209102437666,46.03820910243766,0.03416995258478839,0.2928860783478534,24,True,False
2019-02-28,2017-08-29,2019-02-28,377,0.06190275038059058,20.0,0.07678857138254336,3.0,-0.15925598804579882,0.07642177450368642,-16.648687445163056,36.648687445163056,0.041905223207483806,0.046299888087543276,24,True,False
2019-03-31,2017-10-02,2019-03-29,375,0.15576893669898945,20.0,0.0785022140712066,3.0,-0.14356559899812624,0.05128580759892521,-14.82308228538856,34.82308228538856,0.045086309952606006,0.1660168588152824,24,True,False
2019-04-30,2017-10-31,2019-04-30,375,0.13985378454532554,20.0,0.07764359997921016,3.0,-0.1458236100718641,0.021542232069974132,-34.086827667319376,54.086827667319376,0.02871072434005013,0.23588054714717935,24,True,False
2019-05-31,2017-12-01,2019-05-31,375,0.027947594279138555,20.0,0.08256459003269474,3.0,-0.16417920092309327,0.09637399265767854,0.9042937617334529,19.095706238266548,0.08647450793649171,0.09295488530506836,23,True,False
2019-06-30,2018-01-02,2019-06-28,375,0.1207106709044247,20.0,0.08432727090589029,3.0,-0.1556939215848628,0.05616821301917107,0.22125120144042681,19.778748798559572,0.08527058183987007,0.057959590714152395,24,True,False
2019-07-31,2018-02-01,2019-07-31,376,0.17689548687403686,20.0,0.08456640160434285,3.0,-0.15384574410320662,0.0291310693795416,-40.0,60.0,0.028188800534780952,0.20750462475092446,24,True,False
2019-08-31,2018-03-01,2019-08-30,379,0.12060112010483834,20.0,0.08521016184499014,3.0,-0.1851115798976779,0.13281679703097612,7.944629025085671,12.055370974914329,0.14136464489114683,0.06382661755973026,24,True,False
2019-09-30,2018-04-02,2019-09-30,378,0.20773796769561148,20.0,0.08411265915295381,3.0,-0.19531473537966604,0.04417293986767099,6.207738712728311,13.792261287271689,0.12197080290318735,0.030882338899290013,24,True,False
