date,window_start,window_end,n_days,lambda,omega,alpha,beta,sigma0,mu_p,rf_mean,persist_p,persist_q,uncond_var_p,uncond_var_q,q_stationary
2018-10-01,2017-04-03,2018-10-01,378,0.11992228479426588,4.362631581871774e-05,0.12333739773527802,0.6206432291940344,0.012442221180007106,0.38232273922321897,0.014554232804232802,0.7439806269293123,0.745754385755718,0.00017040240078500783,0.00017159122271741956,True
2018-10-31,2017-05-01,2018-10-31,381,0.10615914404991718,4.183660550652725e-05,0.12086222177582566,0.6621201897993246,0.01515195871191796,0.35671505438901707,0.01536062992125984,0.7829824115751503,0.7843445002748128,0.0001927797917679594,0.00019399739658779966,True
2018-11-30,2017-05-31,2018-11-30,381,0.0746291167748832,2.5336285675735447e-05,0.1371022694558449,0.7570693464953694,0.02089174565656364,0.26544823740820744,0.016172965879265092,0.8941716159512143,0.8949352077361392,0.00023940917083318313,0.00024114915310645304,True
2018-12-31,2017-07-03,2018-12-31,377,0.08675266381328711,2.246021243912673e-05,0.1728008942543455,0.7532951030755473,0.028026155940361844,0.32602894239703956,0.01695119363395225,0.9260959973298928,0.9273965011245526,0.00030391063579309304,0.000309354408355135,True
2019-01-31,2017-08-01,2019-01-31,378,0.0871486778794615,1.0829952973603024e-05,0.11457266976829324,0.8568378218255759,0.028794513245944856,0.34835929670706933,0.01767804232804233,0.9714104915938692,0.9722806586533429,0.00037880864615638546,0.0003907002276195533,True
2019-02-28,2017-08-29,2019-02-28,377,0.08509410072261807,1.611422521611927e-05,0.16616305815214003,0.7939867239441751,0.010844024845113287,0.3408585693516774,0.0184053050397878,0.9601497820963152,0.9613529697936829,0.0004043698143650362,0.0004169589520874828,True
2019-03-31,2017-10-02,2019-03-29,375,0.11046603042262687,1.764222672613635e-05,0.15016072948633172,0.8043460499835073,0.015635004943901246,0.45658487727492286,0.0192376,0.9545067794698391,0.9563391523921942,0.00038779902852645873,0.00040407430667888013,True
2019-04-30,2017-10-31,2019-04-30,375,0.11363322314828403,1.6214533168518583e-05,0.15741985563162064,0.8006215837987619,0.011200419184746702,0.4657597905349252,0.01998986666666667,0.9580414394303826,0.9600741247964555,0.00038644159733781876,0.00040611591069340163,True
2019-05-31,2017-12-01,2019-05-31,375,0.09600760185314139,2.0934559501729997e-05,0.1823437107881173,0.7753726837875826,0.015886775499975553,0.408528077941383,0.020668799999999998,0.9577163945756999,0.9593971403656818,0.0004950987336973646,0.0005155932289073493,True
2019-06-30,2018-01-02,2019-06-28,375,0.12729774163650218,2.1742396249375576e-05,0.19021721579941062,0.7677783184558873,0.014601608009621611,0.5573403279224475,0.02113706666666667,0.9579955342552979,0.9610779500303196,0.0005176210639488469,0.0005586138516936421,True
2019-07-31,2018-02-01,2019-07-31,376,0.13695831717491236,1.8760951410589543e-05,0.16484478820116993,0.7901079002859072,0.012180328225039649,0.5928991999838006,0.021535904255319146,0.9549526884870772,0.9580447778954021,0.00041647216627361855,0.0004471660610881027,True
2019-08-31,2018-03-01,2019-08-30,379,0.11431570823437966,1.9013715124302134e-05,0.16238828243173267,0.7995827328829197,0.020099701932240293,0.501144445749568,0.02172480211081794,0.9619710153146523,0.9640931185671378,0.0004999795624737783,0.0005295284459568979,True
2019-09-30,2018-04-02,2019-09-30,378,0.12929172356895488,1.7321536779588584e-05,0.14137221760344876,0.8179781667054712,0.013390831013335033,0.5630908273648337,0.02184656084656085,0.95935038430892,0.9617136117480385,0.00042611809447904656,0.00045242023524381817,True
