date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0
2008-08-01,2007-02-02,2008-08-01,378,0.40966002063602613,17.042805726505435,0.1807512258651912,2.5669627919230007,-0.4118732296429679,0.17792701908333755
2008-08-31,2007-03-01,2008-08-29,380,0.4608795079658626,15.262154340803509,0.19481730093509433,1.486515575830357,-0.41202290925033436,0.07259269655034448
2008-09-30,2007-04-02,2008-09-30,379,0.13403233465830136,19.999996761224082,0.3746087334767895,3.788922812596707,-0.4905069794316638,0.4402079821560058
2008-10-31,2007-05-01,2008-10-31,382,0.04958187056390587,19.9999999979447,0.5435987911180202,3.9999999999668323,-0.7573304755081164,0.6809431282166043
2008-11-30,2007-05-31,2008-11-28,380,-0.16455874763134623,5.935463025987233,0.917333384901729,3.5665189407016666,-0.5852744600599601,0.6159041826330864
2008-12-31,2007-07-02,2008-12-31,380,-0.2371375047258022,1.494285522171053,1.5008389998561018,1.678498055496608,-0.6119447563898639,0.3064906879596949
2009-01-31,2007-08-01,2009-01-30,379,-0.25248457715781314,0.734164668602778,1.576781926404227,1.7009919322756235,-0.44548041299208785,0.19490170115161026
2009-02-28,2007-08-29,2009-02-27,378,-0.2337702045797036,1.9780651476410676,0.5698656868978937,2.6956933307749447,-0.3895767707144353,0.34237020096599713
2009-03-31,2007-10-01,2009-03-31,378,-0.2522685507957175,2.1605974318204453,1.1511475566717937,2.1393164897009758,-0.41593229344162563,0.20273981551197756
2009-04-30,2007-10-31,2009-04-30,377,-0.26481837939384756,3.449112580248436,0.41783718838525846,1.8976925351609115,-0.3709407230958407,0.1499732156785564
2009-05-31,2007-12-03,2009-05-29,375,-0.1975393789216882,6.5476129627910895,0.22730880307063728,1.936733281171982,-0.3252077883834744,0.15074808424940928
2009-06-30,2007-12-31,2009-06-30,378,-0.22574451477619278,4.5417985680277715,0.40381490205845544,2.0331855727326307,-0.3227949507337475,0.10532963544624818
2009-07-31,2008-02-01,2009-07-31,378,0.1254678131854119,11.85858966713947,0.15339007476379624,1.7562391148571548,-0.39779081063387234,0.062283934701932775
