date,window_start,window_end,n_days,mu,omega,alpha,beta,sigma0
2008-08-01,2007-02-02,2008-08-01,378,0.7020948225618069,5.337494540521439e-05,0.10338530372541284,0.816550220389518,0.026038598964240742
2008-08-31,2007-03-01,2008-08-29,380,0.7692527396316724,5.226018147262494e-05,0.11705155600971899,0.8048235886311007,0.019479026523007002
2008-09-30,2007-04-02,2008-09-30,379,0.6603178705421157,4.385781468468281e-05,0.15262764258363212,0.8152235973848508,0.08644494975421482
2008-10-31,2007-05-01,2008-10-31,382,0.5932014420534433,5.558055644126406e-05,0.14543284160856026,0.8090831400909395,0.05113271984109032
2008-11-30,2007-05-31,2008-11-28,380,0.38381929656753755,5.765336605765292e-05,0.13587700883985246,0.8200145580079459,0.0527719679707895
2008-12-31,2007-07-02,2008-12-31,380,0.2746966074055096,6.1995293876561e-05,0.13225079663153094,0.8174685515260417,0.027576592197285997
2009-01-31,2007-08-01,2009-01-30,379,0.29522829219817187,5.553555947082943e-05,0.12474152201816763,0.8311401834616905,0.03217159869595778
2009-02-28,2007-08-29,2009-02-27,378,0.3047222025065747,5.495388269565022e-05,0.12557622162929874,0.8299427642171804,0.030996999223123274
2009-03-31,2007-10-01,2009-03-31,378,0.2062946972164161,5.711923472534351e-05,0.11794570585697112,0.8372366799489707,0.030238090585526164
2009-04-30,2007-10-31,2009-04-30,377,0.21617166326495968,4.737726495832917e-05,0.11848554518412546,0.8428166492498975,0.022513369674627474
2009-05-31,2007-12-03,2009-05-29,375,0.25606121778410385,3.98365972801666e-05,0.09850381968635982,0.8685545095593596,0.02941015609137024
2009-06-30,2007-12-31,2009-06-30,378,0.32582886272448425,2.203294515511672e-05,0.1031853836829853,0.8776292306813692,0.0207219689296804
2009-07-31,2008-02-01,2009-07-31,378,0.6441791169617948,1.4230669073831831e-05,0.1098496363683744,0.8787170103322206,0.01739415327530363
