trading_date,S_t,K,dte,r,market,model_price,error,early_ex_frac,mean_ex_day
2018-03-14,275.214962,257.0,15,0.0176,18.23,18.421645856773036,0.19164585677303592,0.6695,10.499
2019-09-05,297.810846,277.0,8,0.0197,20.62,20.996222242037394,0.3762222420373931,0.302,6.687
2019-01-15,260.405414,247.0,31,0.0245,14.99,14.26060376457555,-0.729396235424451,0.096,30.7715
2019-01-15,260.405414,247.5,24,0.0245,13.96,13.520092694309827,-0.43990730569017344,0.278,21.7545
2019-06-03,274.665808,261.0,46,0.0235,16.23,14.704313210743834,-1.5256867892561665,0.2605,42.388
2018-02-28,271.394485,260.0,51,0.0165,14.6,12.404842675878657,-2.195157324121343,0.7395,48.387
2018-04-05,265.675501,269.0,11,0.0172,1.6,0.34341422534875543,-1.2565857746512448,0.022,10.904
2019-02-06,272.708317,269.0,7,0.0242,4.29,3.9680400379780516,-0.32195996202194843,0.6595,6.007
2019-07-09,297.272645,303.0,31,0.0226,1.52,0.8867746972645172,-0.6332253027354828,0.085,30.479
2019-07-30,300.761943,307.0,27,0.0208,0.99,0.6257522134851761,-0.3642477865148239,0.0975,26.6595
2019-02-21,277.396709,277.5,43,0.0245,4.45,3.405833460812376,-1.044166539187624,0.3015,39.9285
2019-09-05,297.810846,293.0,50,0.0197,8.84,7.159618277514353,-1.680381722485647,0.438,47.174
2019-07-23,299.948654,309.0,15,0.0206,0.11,0.05915571478118033,-0.050844285218819674,0.011,14.9825
2018-11-29,273.930031,291.0,8,0.0237,0.08,0.0,-0.08,0.0,8.0
2018-11-21,265.054563,286.0,21,0.0241,0.08,0.0,-0.08,0.0,21.0
2018-05-10,272.058549,287.5,29,0.019,0.11,0.004629005883120547,-0.10537099411687946,0.0015,28.9965
2019-05-03,294.102535,320.0,49,0.0243,0.1,0.0009808954583688002,-0.09901910454163121,0.0,49.0
2019-08-13,292.381097,308.0,48,0.02,0.51,0.10562091377125904,-0.40437908622874097,0.025,47.817
2018-10-02,291.540791,293.0,20,0.0223,1.67,1.6081626760856307,-0.06183732391436925,0.034,19.833
2018-11-07,280.964928,261.0,54,0.0237,22.37,21.383468735436438,-0.9865312645635633,0.366,52.9205
2019-11-29,314.18715,311.0,42,0.0159,6.65,5.6590270004502035,-0.9909729995497969,0.312,40.8995
2019-03-07,275.078384,279.5,8,0.0245,0.41,0.08628506762441418,-0.3237149323755858,0.0115,7.987
2019-07-09,297.272645,290.0,45,0.0226,10.75,9.348984622066677,-1.401015377933323,0.45,42.5545
2019-06-24,293.592924,307.5,25,0.0213,0.27,0.02345411544423578,-0.24654588455576423,0.006,24.9855
