date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0,eta_v,kappa_q,theta_q,v0_q,n_quotes,q_success,q_explosive
2014-01-02,2012-07-03,2014-01-02,379,0.19452939687884388,20.0,0.013262035672089204,3.0,0.016485696828818817,0.009373042790721951,-40.0,60.0,0.004420678557363068,0.0344317606355793,22,True,False
2014-01-31,2012-08-01,2014-01-31,379,0.1694915333382101,20.0,0.01306130709378184,3.0,-0.03720416316015279,0.0156541930199869,-40.0,60.0,0.004353769031260613,0.05960220893277817,24,True,False
2014-02-28,2012-08-29,2014-02-28,378,0.18383243438077793,20.0,0.01351863522555894,3.0,-0.08017462102018547,0.017270270614944107,-40.0,60.0,0.00450621174185298,0.03247638641855073,24,True,False
2014-03-31,2012-10-01,2014-03-31,377,0.174618095888515,20.0,0.013392547788902835,3.0,-0.10533503206165441,0.01084316445501122,-40.0,60.0,0.004464182596300945,0.03683487778174468,18,True,False
2014-04-30,2012-10-31,2014-04-30,377,0.19213841057281048,20.0,0.013688421266798149,3.0,-0.09815278880287698,0.015881795221881823,-40.0,60.0,0.004562807088932716,0.035405407010665385,20,True,False
2014-05-31,2012-12-03,2014-05-30,376,0.2041088125056091,20.0,0.01285163016970739,3.0,-0.12061310353046005,0.006661732457839171,-40.0,60.0,0.004283876723235797,0.02758912989168718,16,True,False
2014-06-30,2012-12-31,2014-06-30,378,0.22331802953510996,20.0,0.012357742339022803,3.0,-0.12566882503938911,0.003398788403745809,12.985141890206092,7.014858109793908,0.035233050036377334,0.012022687428601459,15,True,False
2014-07-31,2013-02-01,2014-07-31,378,0.1692583089438866,20.0,0.012204922205677548,3.0,-0.20825119494598365,0.010815876284745049,-40.0,60.0,0.004068307401892516,0.06340834871583517,20,True,False
2014-08-31,2013-03-01,2014-08-29,380,0.1853580794195883,20.0,0.011672552485461176,3.0,-0.18535409523407442,0.006535637266634138,10.15685274203657,9.84314725796343,0.023717114413822665,0.015940046956489786,18,True,False
2014-09-30,2013-04-01,2014-09-30,381,0.15111990481947266,20.0,0.01179217149133616,3.0,-0.20401986372522224,0.009011459901455536,-40.0,60.0,0.003930723830445387,0.043642317715540224,23,True,False
2014-10-31,2013-05-01,2014-10-31,382,0.15407457311951092,20.0,0.01258314298398232,3.0,-0.11542276621581599,0.0331336387671108,-40.0,60.0,0.004194380994660773,0.038336274235900296,21,True,False
2014-11-30,2013-05-31,2014-11-28,380,0.14763087411286527,20.0,0.012217258744352833,3.0,-0.11258169728606297,0.004016145371643515,-40.0,60.0,0.0040724195814509445,0.02355315635306194,23,True,False
2014-12-31,2013-07-01,2014-12-31,381,0.1637851575965882,20.0,0.011858633418971566,3.0,-0.06290265738371742,0.022888365869705746,-40.0,60.0,0.003952877806323855,0.039711177076750946,21,True,False
