trading_date,S_t,K,dte,r,market,model_price,error,early_ex_frac,mean_ex_day
2008-01-28,135.314898,129.0,19,0.0233999999999999,7.87,7.456454580709153,-0.4135454192908474,0.51,15.9475
2008-08-01,126.087165,117.0,15,0.0166,9.35,9.476538758440144,0.1265387584401445,0.793,12.0175
2008-05-21,139.27315,126.0,31,0.0186,13.91,14.201562621889542,0.2915626218895415,0.6335,30.3575
2008-05-14,141.022296,129.0,38,0.0182,12.61,13.137834908785223,0.5278349087852234,0.423,37.577
2008-07-25,125.788355,117.0,57,0.0175,10.57,10.80825714010332,0.23825714010332,0.4525,45.8765
2008-02-04,138.033006,128.0,47,0.0227,11.96,11.647992788203021,-0.31200721179697943,0.6005,33.8005
2008-07-03,126.19091,126.0,16,0.0184,2.59,2.869251733725869,0.2792517337258693,0.1885,14.8165
2008-09-08,127.212239,125.0,12,0.0171,2.88,3.7671021916820373,0.8871021916820374,0.1535,11.8465
2009-10-16,108.865636,111.0,36,0.0007,1.52,2.669072760632055,1.149072760632055,0.1765,34.494
2009-10-23,108.080704,111.0,29,0.0007,1.1,1.7193741834064427,0.6193741834064426,0.2195,26.84
2008-08-08,129.766737,129.0,43,0.017,3.83,5.111897941894436,1.281897941894436,0.2725,38.572
2009-10-23,108.080704,111.0,57,0.0007,2.08,2.923795819729089,0.8437958197290891,0.1515,55.6525
2009-12-07,110.758949,117.0,12,0.0004,0.07,0.14964537561887922,0.07964537561887922,0.0075,11.979
2009-10-02,102.550109,110.0,15,0.001,0.14,0.295712181495569,0.15571218149556898,0.0125,14.925
2009-09-25,104.431949,110.0,22,0.001,0.41,0.9002018754487052,0.49020187544870525,0.1115,21.398
2009-08-26,103.160049,111.0,24,0.0015,0.15,1.3891447612047436,1.2391447612047437,0.115,23.3905
2009-11-06,107.13891,113.0,43,0.0006,0.76,1.5400355671527926,0.7800355671527925,0.158,41.948
2009-11-20,109.483111,118.0,57,0.0002,0.43,1.1356819847234623,0.7056819847234623,0.0985,56.027
2009-11-20,109.483111,111.0,29,0.0002,1.46,1.9782810024607824,0.5182810024607825,0.259,26.572
2009-10-30,103.767298,113.0,22,0.0005,0.12,0.2884928827644907,0.1684928827644907,0.0205,21.912
2008-03-04,132.945719,122.0,18,0.0166,11.41,11.011436331346959,-0.3985636686530416,0.786,12.849
2008-09-22,120.551797,116.0,26,0.0128,7.58,6.4321305356368095,-1.1478694643631906,0.222,23.354
2008-03-04,132.945719,125.0,18,0.0166,8.71,8.744994611993418,0.034994611993417024,0.443,16.7685
2009-10-02,102.550109,111.0,15,0.001,0.08,0.1805378110843045,0.1005378110843045,0.0255,14.931
