date,ticker,mu,theta,kappa,xi,rho,lam,v0,mu_j,sigma_j,kappa_j
2019-01-02,AAPL,-0.33007477477319713,0.08938262156442166,229.81629607943566,6.403205509328072,-0.11080283682667828,4.0,0.1236592054355827,-0.0002901071753456108,0.0966510620223204,0.004390215603081504
2019-01-02,MSFT,-0.21072160070967927,0.07476724976280626,252.0,1e-06,-0.20967599734642361,4.0,0.11291358314264223,0.061438865907203155,0.006560322916625689,0.06338836937864767
2019-01-02,SPY,-0.2655897204594454,0.02716642589484962,205.4122992925819,3.3374130553251447,-0.340175805947401,2.0,0.05675717255218808,0.04838696385542551,0.0,0.04957672500833232
2019-03-25,AAPL,-0.10426060055350977,0.12043678383889792,252.0,1e-06,0.07377040537669838,2.048780487804878,0.05042504639349469,-0.10492448438305502,0.0,-0.09960748628479688
2019-03-25,MSFT,-0.061645341113480356,0.09408150241933502,213.09082883354932,6.325793162235091,-0.14879914959367035,2.048780487804878,0.02900730651747223,0.06607771472832269,0.0,0.0683097373410082
2019-03-25,SPY,-0.1846387023999124,0.03421013870370925,212.18564122608845,3.8064129244593605,-0.27332627107896934,2.048780487804878,0.011456218121266104,0.04838696385542551,0.0,0.04957672500833232
2019-06-13,AAPL,0.2210816647226641,0.06629562100812099,243.05822110324456,5.671240504765452,0.01402240756967607,6.096774193548387,0.06673050939167358,0.009742964810111499,0.09930971836813023,0.014782369168453435
2019-06-13,MSFT,0.2696894454434071,0.057496223094307596,176.4788073895467,4.500351385878535,-0.06524739191083588,2.032258064516129,0.05940291574481897,0.06607771472832269,0.0,0.0683097373410082
2019-06-13,SPY,0.009889781815555316,0.019132041606079758,188.69692321488648,2.684377276491536,-0.29437665102908117,4.064516129032258,0.017157010360128795,0.04105282350113182,0.010372040757389959,0.041963186565967314
2019-09-03,AAPL,0.5661693712087805,0.057354179122759745,237.59155501825637,5.215290690696265,0.17200772087489585,3.9375,0.10070787457735365,-0.0568223060785944,0.0043197546992256195,-0.055229252292896214
2019-09-03,MSFT,0.3873489328589806,0.043811783663088834,230.90523739931928,4.493583799901416,-0.2583743874340462,0.0,0.07888970259592315,0.0,0.0,0.0
2019-09-03,SPY,0.24563136928811355,0.013837356783563378,252.0,1e-06,0.00141384120174215,5.90625,0.024542647612546264,-0.028574533373960282,0.002085219627474278,-0.028168029482635304
