date,window_start,window_end,n_days,mu,omega,alpha,beta,sigma0,lam,mu_j,sigma_j,kappa
2014-01-02,2012-07-03,2014-01-02,379,0.2948290543889811,0.00013399894091201069,0.17343064748692355,0.24815894510315983,0.01340104810400836,2.6596306068601585,-0.009845115996580445,0.09079154505269556,-0.005707215284722511
2014-01-31,2012-08-01,2014-01-31,379,0.3050078072485565,0.0001339991291046315,0.17343065526166992,0.24815870860414707,0.01367945117923972,2.6596306068601585,-0.009845115996580445,0.09079154505269556,-0.005707215284722511
2014-02-28,2012-08-29,2014-02-28,378,0.3062536144139582,0.00013739083440831359,0.20442199974333528,0.22658258857804606,0.013987310917475786,2.6666666666666665,-0.009845115996580445,0.09079154505269556,-0.005707215284722511
2014-03-31,2012-10-01,2014-03-31,377,0.36094520608297115,0.00014018150701500438,0.20463833673335183,0.22739149487836002,0.017076298500839898,2.673740053050398,-0.009845115996580445,0.09079154505269556,-0.005707215284722511
2014-04-30,2012-10-31,2014-04-30,377,0.3799052599399265,0.00014188244994660967,0.2042692705015509,0.22800088892122597,0.015127228292774273,2.673740053050398,-0.009845115996580445,0.09079154505269556,-0.005707215284722511
2014-05-31,2012-12-03,2014-05-30,376,0.4241535339850031,0.00013491646028548072,0.20422237585312267,0.22634274446448063,0.013598648887118474,2.6808510638297873,-0.009845115996580445,0.09079154505269556,-0.005707215284722511
2014-06-30,2012-12-31,2014-06-30,378,0.6676167121069622,5.913497658786556e-05,0.5305778400774849,0.3850920597807045,0.013166904516881765,2.6666666666666665,-0.009845115996580445,0.09079154505269556,-0.005707215284722511
2014-07-31,2013-02-01,2014-07-31,378,0.605723192311683,6.320228742397214e-05,0.49679477065240624,0.3888542332925927,0.013005592960879952,3.3333333333333335,-0.0003402596698480309,0.08144961607491384,0.002981195260000513
2014-08-31,2013-03-01,2014-08-29,380,0.6259138163810926,6.201826052755899e-05,0.49970065961368487,0.3859195017049556,0.010626045961978659,3.3157894736842106,-0.0003402596698480309,0.08144961607491384,0.002981195260000513
2014-09-30,2013-04-01,2014-09-30,381,0.5554350326032449,9.534008170035612e-05,0.36260878682937775,0.31057794176505754,0.01287156217262966,2.645669291338583,-0.009845115996580445,0.09079154505269556,-0.005707215284722511
2014-10-31,2013-05-01,2014-10-31,382,0.5014809357048723,9.191598755482487e-05,0.36341051650200124,0.3080537166987063,0.014606550250642121,2.6387434554973823,-0.009845115996580445,0.09079154505269556,-0.005707215284722511
2014-11-30,2013-05-31,2014-11-28,380,0.48970538592905755,8.932216171165818e-05,0.3658100617039994,0.30555014465666824,0.011973592988725117,3.3157894736842106,-0.0003402596698480309,0.08144961607491384,0.002981195260000513
2014-12-31,2013-07-01,2014-12-31,381,0.532623445459245,7.301845980316004e-05,0.5487942644475853,0.30349705157934637,0.014107077999591185,3.3070866141732282,-0.0003402596698480309,0.08144961607491384,0.002981195260000513
