date,window_start,window_end,n_days,mu,sigma,lam,mu_j,sigma_j,kappa
2014-01-02,2012-07-03,2014-01-02,379,0.21883606893495774,0.17987540412722336,3.324538258575198,-0.016928634536809196,0.08020729184020962,-0.013618448045135012
2014-01-31,2012-08-01,2014-01-31,379,0.2555266247974054,0.18115390940016007,3.324538258575198,-0.016928634536809196,0.08020729184020962,-0.013618448045135012
2014-02-28,2012-08-29,2014-02-28,378,0.23905461432374742,0.18348116343123966,3.3333333333333335,-0.016928634536809196,0.08020729184020962,-0.013618448045135012
2014-03-31,2012-10-01,2014-03-31,377,0.30502217695782746,0.18645775404258325,3.3421750663129974,-0.016928634536809196,0.08020729184020962,-0.013618448045135012
2014-04-30,2012-10-31,2014-04-30,377,0.2999669905152236,0.18841070672874008,2.673740053050398,-0.009845115996580445,0.09079154505269556,-0.005707215284722511
2014-05-31,2012-12-03,2014-05-30,376,0.37996908557616854,0.18128569738914818,3.351063829787234,-0.016928634536809196,0.08020729184020962,-0.013618448045135012
2014-06-30,2012-12-31,2014-06-30,378,0.3921369490366854,0.17971354037451204,3.3333333333333335,-0.016928634536809196,0.08020729184020962,-0.013618448045135012
2014-07-31,2013-02-01,2014-07-31,378,0.39286437256264567,0.17833506357641063,3.3333333333333335,-0.016928634536809196,0.08020729184020962,-0.013618448045135012
2014-08-31,2013-03-01,2014-08-29,380,0.41534418468782547,0.17668853809320703,3.3157894736842106,-0.016928634536809196,0.08020729184020962,-0.013618448045135012
2014-09-30,2013-04-01,2014-09-30,381,0.4085721715804336,0.1791822180081624,3.3070866141732282,-0.016928634536809196,0.08020729184020962,-0.013618448045135012
2014-10-31,2013-05-01,2014-10-31,382,0.2874815498453508,0.17462382500499118,2.6387434554973823,-0.009845115996580445,0.09079154505269556,-0.005707215284722511
2014-11-30,2013-05-31,2014-11-28,380,0.2627248701473326,0.17230158700166145,2.6526315789473687,-0.009845115996580445,0.09079154505269556,-0.005707215284722511
2014-12-31,2013-07-01,2014-12-31,381,0.25215411765019025,0.17328711436998057,2.645669291338583,-0.009845115996580445,0.09079154505269556,-0.005707215284722511
