date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0
2014-01-02,2012-07-03,2014-01-02,379,0.15966915637280898,19.999999999999943,0.06370284227362333,0.08334513937601264,0.9899734902951418,0.041141926005492296
2014-01-31,2012-08-01,2014-01-31,379,0.19587566796266498,19.999999999986684,0.04479757766863792,2.3226039858417376,-0.2524868202894872,0.0791389459489293
2014-02-28,2012-08-29,2014-02-28,378,0.17946373446131797,19.999999999999986,0.04162714898516707,1.892687283331162,-0.3806119976861244,0.039882715072533687
2014-03-31,2012-10-01,2014-03-31,377,0.2443983297398733,1.8844575681093838,0.00010000020767412816,0.09317255704335982,-0.989999998577211,0.05730482847948034
2014-04-30,2012-10-31,2014-04-30,377,0.2704610359088205,19.999999999996454,0.02807588525764056,1.7335957282798005,-0.28108746704199,0.05770469475360963
2014-05-31,2012-12-03,2014-05-30,376,0.31818737029888017,19.999999999999993,0.026905499689343776,0.9336611151183177,-0.2947489973339349,0.027176577271814023
2014-06-30,2012-12-31,2014-06-30,378,0.33052117056694197,5.161810989083926,0.06940480804734661,0.48378794384443696,-0.45531938629719354,0.02029809997516614
2014-07-31,2013-02-01,2014-07-31,378,0.33123897208859054,19.99999999199415,0.035537149626224986,2.647600756834139,-0.10945046555117025,0.03961988148519606
2014-08-31,2013-03-01,2014-08-29,380,0.35374734142514463,18.43329345011312,0.033638336825550084,1.7408279394759785,-0.18867749804399025,0.01975452905087125
2014-09-30,2013-04-01,2014-09-30,381,0.3472258713854683,19.99999997814062,0.038180713552709133,1.564767261909485,-0.15117555627538745,0.02879051260493169
2014-10-31,2013-05-01,2014-10-31,382,0.2584925364319098,19.999999999999996,0.019284887306942392,0.7695558681561763,-0.2618203652407356,0.03306865229138868
2014-11-30,2013-05-31,2014-11-28,380,0.2338438796074841,19.999999999999982,0.04165017652032006,2.0788334918439157,-0.2624271773559945,0.03636313008050395
2014-12-31,2013-07-01,2014-12-31,381,0.2234599092639597,19.999999999999996,0.05142556692040124,1.3721556569800746,-0.22519738970978842,0.03796559601451983
