date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0,lam,mu_j,sigma_j,kappa_j
2019-09-03,2018-03-05,2019-09-03,378,0.11832700889140894,19.99999999999656,0.076874711780633,1.4037134485984395,-0.9899999999999999,0.07913843584934259,4.0,-0.00700668683419677,0.07910400918152583,-0.0038704551052450853
2019-09-30,2018-04-02,2019-09-30,378,0.20773796769561148,17.598436471880596,0.08798863420512369,1.6341789248025222,-0.9899999999999999,0.032554879651101716,4.0,-0.00700668683419677,0.07910400918152583,-0.0038704551052450853
2019-10-31,2018-05-01,2019-10-31,380,0.28629654241511315,19.999999999999996,0.0001000000000006976,3.999999999999998,-0.6514160275494733,0.15671789045190151,3.9789473684210526,-0.00700668683419677,0.07910400918152583,-0.0038704551052450853
2019-11-30,2018-05-31,2019-11-29,379,0.2502067606197388,19.629530716919135,0.0581196152258889,2.3938039802186863,-0.9899996831108536,0.04832921511154287,3.9894459102902373,-0.00700668683419677,0.07910400918152583,-0.0038704551052450853
2019-12-31,2018-07-02,2019-12-31,378,0.3222236300890208,19.99999999990466,0.064393729965092,3.823824946756295,-0.45555409969673105,0.08136521622211434,4.0,-0.00700668683419677,0.07910400918152583,-0.0038704551052450853
2020-01-31,2018-08-01,2020-01-31,378,0.33889256210589824,19.999999999999996,0.028054023492797064,2.166784303181288,-0.3662557518750397,0.07070994543567158,4.0,-0.00700668683419677,0.07910400918152583,-0.0038704551052450853
2020-02-29,2018-08-30,2020-02-28,376,0.1504457121466315,19.999999999999982,0.02790410409680228,3.999999999987576,-0.45851261990291664,0.44016215554241317,4.0212765957446805,-0.027813891765450165,0.07514486053031498,-0.02468083880388805
2020-03-31,2018-10-01,2020-03-31,377,0.0934861112958312,13.82487527647353,0.15348201702910966,3.9999999999998628,-0.7312082414338423,0.510313328611857,4.679045092838196,-0.0187462853021026,0.11179021318377705,-0.012419986756833534
2020-04-30,2018-10-31,2020-04-30,376,0.22851975793713597,19.999999999999996,0.0302064703387862,3.0304871228531445,-0.70090467724263,0.2125928833652482,5.361702127659575,-0.005947992169068161,0.10964547009124727,6.307437580188591e-05
2020-05-31,2018-12-03,2020-05-29,374,0.4021306918071535,19.476829190342755,0.022382640814094704,2.416144142529608,-0.9899999999720768,0.07344775746303173,5.390374331550802,-0.005947992169068161,0.10964547009124727,6.307437580188591e-05
2020-06-30,2018-12-31,2020-06-30,378,0.5786712196193096,19.99999999999932,0.08160658825416753,1.4216915025953631,-0.989999999969844,0.07599132397622975,5.333333333333333,-0.005947992169068161,0.10964547009124727,6.307437580188591e-05
2020-07-31,2019-02-01,2020-07-31,378,0.6383571275128099,19.999999999999638,0.00010000000001778603,2.0283816940121615,-0.989999999999464,0.18573119100767696,6.0,0.025161146550964613,0.10153854958226682,0.03078039981351366
2020-08-31,2019-03-01,2020-08-31,380,0.7359508844157324,19.99999999998529,0.08101153339775763,3.9999999999773452,0.09962852772701547,0.28939487864207203,5.305263157894737,0.019613019113308372,0.10708096583528451,0.025670131439773813
