date,window_start,window_end,n_days,mu,sigma,lam,mu_j,sigma_j,kappa
2019-09-03,2018-03-05,2019-09-03,378,0.1487143006834895,0.24552745743367546,4.0,-0.00700668683419677,0.07910400918152583,-0.0038704551052450853
2019-09-30,2018-04-02,2019-09-30,378,0.2395673717264695,0.24277131923514483,4.0,-0.00700668683419677,0.07910400918152583,-0.0038704551052450853
2019-10-31,2018-05-01,2019-10-31,380,0.31921603371938106,0.2406643545764445,3.9789473684210526,-0.00700668683419677,0.07910400918152583,-0.0038704551052450853
2019-11-30,2018-05-31,2019-11-29,379,0.2826339752498298,0.23763213152408322,3.9894459102902373,-0.00700668683419677,0.07910400918152583,-0.0038704551052450853
2019-12-31,2018-07-02,2019-12-31,378,0.35589957706170805,0.239167241719311,4.0,-0.00700668683419677,0.07910400918152583,-0.0038704551052450853
2020-01-31,2018-08-01,2020-01-31,378,0.37283736282079316,0.24550574636672606,4.0,-0.00700668683419677,0.07910400918152583,-0.0038704551052450853
2020-02-29,2018-08-30,2020-02-28,376,0.26654646517971375,0.25435037693211865,4.0212765957446805,-0.027813891765450165,0.07514486053031498,-0.02468083880388805
2020-03-31,2018-10-01,2020-03-31,377,0.18462894927415502,0.2958207966860632,4.679045092838196,-0.0187462853021026,0.11179021318377705,-0.012419986756833534
2020-04-30,2018-10-31,2020-04-30,376,0.2660722315141427,0.30027099646777794,5.361702127659575,-0.005947992169068161,0.10964547009124727,6.307437580188591e-05
2020-05-31,2018-12-03,2020-05-29,374,0.44368314466862524,0.28252495418606915,5.390374331550802,-0.005947992169068161,0.10964547009124727,6.307437580188591e-05
2020-06-30,2018-12-31,2020-06-30,378,0.6235915492674067,0.27311534603362336,5.333333333333333,-0.005947992169068161,0.10964547009124727,6.307437580188591e-05
2020-07-31,2019-02-01,2020-07-31,378,0.49927781523646175,0.2639272296336102,6.0,0.025161146550964613,0.10153854958226682,0.03078039981351366
2020-08-31,2019-03-01,2020-08-31,380,0.6454878751224427,0.2761972153683601,5.305263157894737,0.019613019113308372,0.10708096583528451,0.025670131439773813
