date,window_start,window_end,n_days,p_uu,p_du,p_ud,p_dd,mu_u,sig_u,mu_d,sig_d,last_up,p_u
2019-09-03,2018-03-05,2019-09-03,378,0.5514705882352942,0.44852941176470584,0.5171428571428571,0.4828571428571429,0.012491696934586224,0.011675111221503214,0.013476136939336514,0.014585628780804343,0.0,0.5370370370370371
2019-09-30,2018-04-02,2019-09-30,378,0.5579710144927537,0.44202898550724634,0.5377906976744187,0.4622093023255814,0.012484476312463725,0.011435452222440095,0.013290524240564759,0.014705318986140362,1.0,0.5476190476190477
2019-10-31,2018-05-01,2019-10-31,380,0.5595238095238095,0.44047619047619047,0.5409356725146199,0.4590643274853801,0.012555421796316971,0.01148464641229059,0.012970126875428364,0.014609359619932767,1.0,0.5526315789473685
2019-11-30,2018-05-31,2019-11-29,379,0.5547619047619048,0.4452380952380952,0.55,0.45,0.012373466701865062,0.011190436673872116,0.012998538328173392,0.014604768810163753,0.0,0.5514511873350924
2019-12-31,2018-07-02,2019-12-31,378,0.5744186046511628,0.4255813953488372,0.5579268292682926,0.4420731707317073,0.01237929624676935,0.011099353478315296,0.013363271459643429,0.014805652706314221,1.0,0.5687830687830688
2020-01-31,2018-08-01,2020-01-31,378,0.5763888888888888,0.42361111111111116,0.5552147239263804,0.4447852760736196,0.01273443223441573,0.011154496274595084,0.013678307283684263,0.015031734695476154,0.0,0.5687830687830688
2020-02-29,2018-08-30,2020-02-28,376,0.5434782608695652,0.4565217391304348,0.55,0.45,0.012924892752675231,0.010848677907130011,0.01434149030835068,0.01563626904174325,0.0,0.5478723404255319
2020-03-31,2018-10-01,2020-03-31,377,0.5197044334975369,0.4802955665024631,0.5514285714285714,0.44857142857142857,0.015201515839687157,0.016045123295899365,0.016747702910315344,0.020456293807884877,0.0,0.5358090185676393
2020-04-30,2018-10-31,2020-04-30,376,0.5197044334975369,0.4802955665024631,0.5603448275862069,0.4396551724137931,0.015936928398118465,0.01691247291446667,0.01672965593517261,0.02059103033613342,1.0,0.5398936170212766
2020-05-31,2018-12-03,2020-05-29,374,0.5216346153846154,0.4783653846153846,0.5898203592814371,0.4101796407185629,0.015534076490275408,0.016722056080302826,0.015681082770241682,0.02004253870476977,0.0,0.553475935828877
2020-06-30,2018-12-31,2020-06-30,378,0.5347222222222222,0.4652777777777778,0.6165644171779141,0.3834355828220859,0.015421215127508391,0.016060914052236207,0.015203553321684247,0.02017261169317711,1.0,0.5714285714285714
2020-07-31,2019-02-01,2020-07-31,378,0.5257009345794392,0.4742990654205608,0.6189024390243902,0.38109756097560976,0.01561458613381878,0.016643658375481638,0.014625679394895732,0.019054200596557817,1.0,0.5676392572944297
2020-08-31,2019-03-01,2020-08-31,380,0.5325581395348837,0.46744186046511627,0.6090909090909091,0.39090909090909093,0.016397743887216792,0.01673365608878946,0.014730169079835159,0.01905939831004477,1.0,0.5672823218997362
