date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0,eta_v,kappa_q,theta_q,v0_q,n_quotes,q_success,q_explosive
2008-08-01,2007-02-02,2008-08-01,378,-0.10821405048516268,20.0,0.07439818505669271,3.0,0.06017299181064518,0.15224432039782704,-0.19283973273525967,20.19283973273526,0.07368768934077502,0.11855031504642931,10,True,False
