date,window_start,window_end,n_days,p_uu,p_du,p_ud,p_dd,mu_u,sig_u,mu_d,sig_d,last_up,p_u
2019-09-03,2018-03-05,2019-09-03,378,0.5514705882352942,0.44852941176470584,0.5171428571428571,0.4828571428571429,0.009923824969626092,0.011675111221503214,0.008308064457703206,0.014585628780804343,0.0,0.5370370370370371
2019-09-30,2018-04-02,2019-09-30,378,0.5579710144927537,0.44202898550724634,0.5377906976744187,0.4622093023255814,0.01012569298863111,0.011435452222440095,0.0076615089238768665,0.014705318986140362,1.0,0.5476190476190477
2019-10-31,2018-05-01,2019-10-31,380,0.5595238095238095,0.44047619047619047,0.5409356725146199,0.4590643274853801,0.010196845736968758,0.01148464641229059,0.00700138430105237,0.014609359619932767,1.0,0.5526315789473685
2019-11-30,2018-05-31,2019-11-29,379,0.5547619047619048,0.4452380952380952,0.55,0.45,0.01015710999906183,0.011190436673872116,0.007086900577115738,0.014604768810163753,0.0,0.5514511873350924
2019-12-31,2018-07-02,2019-12-31,378,0.5744186046511628,0.4255813953488372,0.5579268292682926,0.4420731707317073,0.010240938242613552,0.011099353478315296,0.007668561792113052,0.014805652706314221,1.0,0.5687830687830688
2020-01-31,2018-08-01,2020-01-31,378,0.5763888888888888,0.42361111111111116,0.5552147239263804,0.4447852760736196,0.01074067864904302,0.011154496274595084,0.008061800484357937,0.015031734695476154,0.0,0.5687830687830688
2020-02-29,2018-08-30,2020-02-28,376,0.5434782608695652,0.4565217391304348,0.55,0.45,0.011237089769125262,0.010848677907130011,0.008658982317300168,0.01563626904174325,0.0,0.5478723404255319
2020-03-31,2018-10-01,2020-03-31,377,0.5197044334975369,0.4802955665024631,0.5514285714285714,0.44857142857142857,0.009979513024599367,0.016045123295899365,0.004683594913118405,0.020456293807884877,0.0,0.5358090185676393
2020-04-30,2018-10-31,2020-04-30,376,0.5197044334975369,0.4802955665024631,0.5603448275862069,0.4396551724137931,0.010332264503843155,0.01691247291446667,0.003943570375396936,0.02059103033613342,1.0,0.5398936170212766
2020-05-31,2018-12-03,2020-05-29,374,0.5216346153846154,0.4783653846153846,0.5898203592814371,0.4101796407185629,0.009718162805279488,0.016722056080302826,0.0,0.019653322724358407,0.0,0.553475935828877
2020-06-30,2018-12-31,2020-06-30,378,0.5347222222222222,0.4652777777777778,0.6165644171779141,0.3834355828220859,0.010420533026498091,0.016060914052236207,0.0,0.0190548283154969,1.0,0.5714285714285714
2020-07-31,2019-02-01,2020-07-31,378,0.5257009345794392,0.4742990654205608,0.6189024390243902,0.38109756097560976,0.010016560868202812,0.016643658375481638,0.0,0.01833057075346683,1.0,0.5676392572944297
2020-08-31,2019-03-01,2020-08-31,380,0.5325581395348837,0.46744186046511627,0.6090909090909091,0.39090909090909093,0.011523115824279347,0.01673365608878946,0.0,0.018461529152805058,1.0,0.5672823218997362
