date,window_start,window_end,n_days,mu,sigma,lam,mu_j,sigma_j,kappa
2014-01-02,2012-07-03,2014-01-02,379,0.21350323749510003,0.10408186359548281,3.324538258575198,-0.004859975719115539,0.025928243060711457,-0.004513621678864488
2014-01-31,2012-08-01,2014-01-31,379,0.18813064315846845,0.10328619601811434,3.324538258575198,-0.004859975719115539,0.025928243060711457,-0.004513621678864488
2014-02-28,2012-08-29,2014-02-28,378,0.2329678566523122,0.10578318659746969,3.3333333333333335,-0.013816151059824122,0.02186547968889303,-0.013485348333359792
2014-03-31,2012-10-01,2014-03-31,377,0.2237617539928725,0.10521872821559577,3.3421750663129974,-0.013816151059824122,0.02186547968889303,-0.013485348333359792
2014-04-30,2012-10-31,2014-04-30,377,0.2415175567777633,0.10649917633200902,3.3421750663129974,-0.013816151059824122,0.02186547968889303,-0.013485348333359792
2014-05-31,2012-12-03,2014-05-30,376,0.22336783106964483,0.10192161027903827,3.351063829787234,-0.004860755416451745,0.02592892694855411,-0.004514380204445501
2014-06-30,2012-12-31,2014-06-30,378,0.27266299910040803,0.09689214872535687,4.666666666666667,-0.009491926021530515,0.022600046304078372,-0.009194019124878494
2014-07-31,2013-02-01,2014-07-31,378,0.23411613291015426,0.099321934892751,4.0,-0.015285423718113922,0.018192628749829395,-0.01500620551753895
2014-08-31,2013-03-01,2014-08-29,380,0.25012735519045937,0.09654053171451907,3.9789473684210526,-0.015285423718113922,0.018192628749829395,-0.01500620551753895
2014-09-30,2013-04-01,2014-09-30,381,0.21516865172801958,0.09742515398307948,3.968503937007874,-0.015285423718113922,0.018192628749829395,-0.01500620551753895
2014-10-31,2013-05-01,2014-10-31,382,0.17282928598054076,0.10480783538395722,1.9790575916230366,-0.008790757215571135,0.02644567870665445,-0.008405544449800906
2014-11-30,2013-05-31,2014-11-28,380,0.19563933412029655,0.10114716633347137,3.3157894736842106,-0.013702395343033658,0.019872590036632852,-0.013414152915380506
2014-12-31,2013-07-01,2014-12-31,381,0.19361373405522037,0.09760437798658718,3.968503937007874,-0.00674801932963461,0.022870617273797116,-0.0064654949194268285
