date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0
2014-01-02,2012-07-03,2014-01-02,379,0.19452939687884388,19.9999999998857,0.024843581105103332,2.3742715653313056,-0.6720220571758744,0.020040643489061503
2014-01-31,2012-08-01,2014-01-31,379,0.1694915333382101,2.4593162652817724,0.043858094155697684,1.1571898469109099,-0.7363484113353245,0.03162588844532176
2014-02-28,2012-08-29,2014-02-28,378,0.18383243438077793,19.999999737703543,0.014745662747934428,1.8890774492198044,-0.592325879420913,0.018830366190680847
2014-03-31,2012-10-01,2014-03-31,377,0.174618095888515,2.1951632343025103,0.054714036530146865,0.6762051620095114,-0.7324052425674585,0.011699616253343712
2014-04-30,2012-10-31,2014-04-30,377,0.19213841057281048,4.097572551922199,0.025896746374247662,0.7364344439840895,-0.7085126556284796,0.014173040078463558
2014-05-31,2012-12-03,2014-05-30,376,0.2041088125056091,19.999999999866304,0.010169050624295059,1.1040373836146824,-0.5590144416096203,0.012062543411148013
2014-06-30,2012-12-31,2014-06-30,378,0.22331802953510996,1.3119336716497407,0.07696958938226223,0.9016061064554636,-0.36368070634170546,0.007197639567613545
2014-07-31,2013-02-01,2014-07-31,378,0.1692583089438866,18.03495312756171,0.02160171097463862,1.7855534567165066,-0.7745732614414365,0.037952106023684914
2014-08-31,2013-03-01,2014-08-29,380,0.1853580794195883,19.999999983456117,0.014804243799258468,2.40959112780929,-0.49398349589767754,0.014154754141687442
2014-09-30,2013-04-01,2014-09-30,381,0.15111990481947266,8.949799126938201,0.03104184876365518,1.3407779662748718,-0.8117700862523402,0.017636708632993596
2014-10-31,2013-05-01,2014-10-31,382,0.15407457311951092,19.9999999999449,0.021165519525607572,1.6614110326865417,-0.6031230012891982,0.015712598862941286
2014-11-30,2013-05-31,2014-11-28,380,0.14763087411286527,9.705291003113864,0.0209994156552884,1.3132084829632735,-0.5781163144238212,0.007817811886368358
2014-12-31,2013-07-01,2014-12-31,381,0.1637851575965882,19.999999999999993,0.03995284151098922,3.464185697567106,-0.7774462917411631,0.020299501524490983
