trading_date,S_t,K,dte,r,market,model_price,error,early_ex_frac,mean_ex_day
2019-01-30,267.547077,258.0,7,0.0242,10.22,10.271352350063859,0.05135235006385841,0.0705,6.859
2019-10-17,299.188886,290.0,8,0.0166,9.52,9.780488675838983,0.2604886758389835,0.379,6.4705
2019-06-17,289.425082,280.0,25,0.0223,10.52,12.461831044335915,1.941831044335915,0.2685,23.4785
2019-06-10,288.990779,278.0,39,0.0229,12.79,14.780943306460635,1.990943306460636,0.246,33.465
2019-09-19,301.095829,277.0,57,0.0192999999999999,25.22,26.05568552298331,0.8356855229833116,0.8745,50.258
2019-02-06,272.708317,257.0,51,0.0242,17.69,19.66852222992281,1.9785222299228096,0.523,48.9695
2019-02-06,272.708317,271.0,9,0.0242,3.1,4.942500340325422,1.8425003403254219,0.229,8.103
2019-07-09,297.272645,295.5,17,0.0226,3.91,5.043348832601184,1.1333488326011842,0.1465,16.5075
2019-10-03,290.3112,294.0,32,0.017,4.15,4.034450482634631,-0.11554951736536978,0.1745,30.699
2019-10-17,299.188886,297.0,22,0.0166,5.13,5.946153767197099,0.8161537671970995,0.1445,21.267
2019-08-06,287.752691,281.0,45,0.0204999999999999,12.21,9.790874708984076,-2.4191252910159253,0.2995,41.3685
2019-11-07,308.164379,299.0,43,0.0156,12.07,13.090279389149366,1.0202793891493656,0.5045,37.228
2019-10-03,290.3112,303.0,13,0.017,0.08,0.33465003161497475,0.25465003161497474,0.004,12.981
2019-06-10,288.990779,303.0,11,0.0229,0.07,0.7996981221559696,0.7296981221559695,0.0355,10.8975
2019-06-03,274.665808,283.0,32,0.0235,1.76,3.9275027377151,2.1675027377151004,0.0625,31.4195
2019-03-14,281.166664,292.0,34,0.0245,0.26,4.440750031237579,4.180750031237579,0.1615,32.919
2019-08-27,286.953978,315.0,52,0.0197999999999999,0.14,0.2587104853095666,0.11871048530956657,0.0145,51.7705
2019-10-10,293.156917,313.0,43,0.0168,0.21,1.0625803294235392,0.8525803294235392,0.049,42.5555
2019-02-06,272.708317,268.5,7,0.0242,4.72,5.883625086914982,1.1636250869149825,0.245,6.0325
2019-02-13,275.009734,270.0,9,0.0243999999999999,5.64,6.946174191486862,1.3061741914868623,0.314,7.5065
2019-01-15,260.405414,275.0,31,0.0245,0.29,2.0281081227962314,1.7381081227962314,0.0965,29.8975
2019-09-12,301.265478,295.0,27,0.0195,7.87,9.379156321195943,1.5091563211959427,0.255,26.1345
2019-03-21,284.612008,294.0,32,0.0249,0.64,4.666582132495704,4.0265821324957045,0.096,31.458
2019-01-15,260.405414,264.0,59,0.0245,4.77,7.80692108283527,3.0369210828352706,0.136,58.3295
