date,window_start,window_end,n_days,p_uu,p_du,p_ud,p_dd,mu_u,sig_u,mu_d,sig_d,last_up,p_u
2008-08-01,2007-02-02,2008-08-01,378,0.4601990049751244,0.5398009950248757,0.6039325842696629,0.3960674157303371,0.006086138369810892,0.007306829309047986,0.007821487542392848,0.008504072349543411,0.0,0.5291005291005291
2008-08-31,2007-03-01,2008-08-29,380,0.47073170731707314,0.5292682926829269,0.6164772727272727,0.3835227272727273,0.006441874394500002,0.007438310760601771,0.008550423902117757,0.008244503974211104,0.0,0.5368421052631579
2008-09-30,2007-04-02,2008-09-30,379,0.47044334975369456,0.5295566502463054,0.6073446327683616,0.3926553672316384,0.0065031244908086636,0.00864188577058507,0.007919519464311155,0.011432101037005139,1.0,0.5356200527704486
2008-10-31,2007-05-01,2008-10-31,382,0.44416243654822335,0.5558375634517767,0.5887096774193548,0.4112903225806452,0.0,0.013165167060913854,0.0077476277827521825,0.01492878408515442,1.0,0.5157068062827225
2008-11-30,2007-05-31,2008-11-28,380,0.4326424870466321,0.5673575129533679,0.5824468085106382,0.4175531914893617,0.0,0.01510203126721271,0.009474097526390326,0.016510194336523582,1.0,0.5078947368421053
2008-12-31,2007-07-02,2008-12-31,380,0.4274611398963731,0.572538860103627,0.5877659574468085,0.4122340425531915,0.004337777908570888,0.01580296258179224,0.010253951471434342,0.01739562828400605,1.0,0.5078947368421053
2009-01-31,2007-08-01,2009-01-30,379,0.422279792746114,0.5777202072538861,0.5909090909090908,0.4090909090909091,0.005570360864938206,0.016042905384043862,0.011466194398841755,0.017644641861536258,0.0,0.5065963060686016
2009-02-28,2007-08-29,2009-02-27,378,0.42063492063492064,0.5793650793650793,0.5710526315789474,0.42894736842105263,0.00603793616604155,0.016262703769596983,0.011796072310856385,0.017792023561335944,0.0,0.4973544973544973
2009-03-31,2007-10-01,2009-03-31,378,0.4175531914893617,0.5824468085106382,0.5732984293193717,0.42670157068062825,0.0071628267045852345,0.017152938350896926,0.013433420225465603,0.017881743111858826,1.0,0.4973544973544973
2009-04-30,2007-10-31,2009-04-30,377,0.4348958333333333,0.5651041666666667,0.5779569892473118,0.4220430107526882,0.008727750669346255,0.017055607081090753,0.014564253986178631,0.017919784613922338,0.0,0.506631299734748
2009-05-31,2007-12-03,2009-05-29,375,0.4365079365079365,0.5634920634920635,0.5748663101604279,0.42513368983957217,0.009604346465426598,0.017103689014315242,0.01410044391421179,0.017993131269190932,1.0,0.504
2009-06-30,2007-12-31,2009-06-30,378,0.4342105263157895,0.5657894736842105,0.5687830687830688,0.4312169312169312,0.0098300476903918,0.017112063583186746,0.01373641128166746,0.01799699484600816,0.0,0.5
2009-07-31,2008-02-01,2009-07-31,378,0.44072164948453607,0.5592783505154639,0.5864864864864865,0.4135135135135135,0.009257834107122418,0.01707906175110724,0.01317170699402968,0.018306261520370327,1.0,0.5132275132275133
