ticker,regime,model,n_updates,asof,P_lambda,P_omega,P_alpha,P_beta,P_sigma0,P_mean_equation,P_variance_shock,P_persist,P_uncond_var,P_mu_p,P_rf_mean,Q_lambda,Q_omega,Q_alpha,Q_beta,Q_sigma0,Q_mean_equation,Q_variance_shock,Q_persist,Q_uncond_var,Q_q_stationary,P_mu,P_kappa,P_theta,P_xi,P_rho,P_v0,P_variance_drift,P_lam,P_mu_j,P_sigma_j,P_kappa_j,prem_eta_v,prem_source,prem_q_explosive,prem_n_quotes,prem_mu_j_minus_mu_j_q,prem_jump_premium_identified,Q_kappa_q,Q_theta_q,Q_xi,Q_rho,Q_v0_q,Q_variance_drift,Q_lam,Q_mu_j_q,Q_sigma_j,Q_kappa_j_q,P_sigma,Q_sigma
MSFT,2008-2009,Heston,1,2008-08-01 00:00:00,,,,,,,,,,,,,,,,,r_f − ½ v,,,,,-0.10821405048516268,20.0,0.07439818505669271,3.0,0.06017299181064518,0.15224432039782704,κ(θ − v),,,,,-0.19283973273525967,listed calls (Pan 2002 η_v); not from returns,False,10.0,,,20.19283973273526,0.07368768934077502,3.0,0.06017299181064518,0.11855031504642931,κ(θ − v) + η_v v,,,,,,
MSFT,2008-2009,Merton,1,2008-08-01 00:00:00,,,,,,,,,,,,,,,,,r_f − λ κ^Q − ½ σ²,,,,,-0.039558693139380104,-0.022614305217270925,,,,,,2.6666666666666665,-0.02590273794569775,0.07783068420421607,,,listed calls (Pan 2002 μ*); λ* = λ (timing not separately identified),,10.0,0.07971554771617925,True,-0.09750260748563055,,,,,,2.6666666666666665,-0.105618285661877,0.07783068420421607,,0.23792034198237474,0.23792034198237474
SPY,2008-2009,GARCH,1,2008-08-01 00:00:00,-0.013503605967367063,2.70037008340493e-06,0.05526543571191799,0.9275890103294624,0.014017681131435568,r_f + λ σ − ½ σ²,ε_t,0.9828544460413804,0.00015749681170536747,-0.022958472684612482,0.0340383597883598,-0.013503605967367063,2.70037008340493e-06,0.05526543571191799,0.9275890103294624,0.014017681131435568,r_f − ½ σ²,ξ_t − λ,0.9828645235484621,0.00015758943680626826,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPY,2008-2009,Heston–Merton,1,2008-08-01 00:00:00,,,,,,,,,,,,,,,,,r_f − λ κ^Q − ½ v,,,,,-0.09120879458668203,20.0,0.034250086860190224,3.0,-0.11442771585768256,0.04973288787961519,κ(θ − v),2.6666666666666665,0.019470412681695137,0.03641710684730304,0.020337561830037876,-39.99999999999999,listed calls (Pan 2002 η_v); not from returns,False,23.0,0.1292630359381446,True,59.99999999999999,0.011416695620063408,3.0,-0.11442771585768256,0.03487731068242101,κ(θ − v) + η_v v,2.6666666666666665,-0.10979262325644945,0.03641710684730304,-0.10338571988161627,,
SPY,2008-2009,Heston,1,2008-08-01 00:00:00,,,,,,,,,,,,,,,,,r_f − ½ v,,,,,-0.09120879458668203,20.0,0.034250086860190224,3.0,-0.11442771585768256,0.04973288787961519,κ(θ − v),,,,,2.2563798756861932,listed calls (Pan 2002 η_v); not from returns,False,23.0,,,17.743620124313807,0.0386055231347721,3.0,-0.11442771585768256,0.023425712467851235,κ(θ − v) + η_v v,,,,,,
SPY,2008-2009,Merton,1,2008-08-01 00:00:00,,,,,,,,,,,,,,,,,r_f − λ κ^Q − ½ σ²,,,,,-0.1446606960880067,0.020337561830037876,,,,,,2.6666666666666665,0.019470412681695137,0.03641710684730304,,,listed calls (Pan 2002 μ*); λ* = λ (timing not separately identified),,23.0,0.03531777099978421,True,-0.015069555951421232,,,,,,2.6666666666666665,-0.015847358318089075,0.03641710684730304,,0.17251191999944396,0.17251191999944396
AAPL,2013-2014,GARCH,1,2014-01-02 00:00:00,0.036365072812011165,6.447975400425817e-06,0.038131414900748124,0.9440917220975014,0.015170399246920735,r_f + λ σ − ½ σ²,ε_t,0.9822231369982495,0.0003627172803092915,0.12479675783015119,0.0007015831134564644,0.036365072812011165,6.447975400425817e-06,0.038131414900748124,0.9440917220975014,0.015170399246920735,r_f − ½ σ²,ξ_t − λ,0.9822735626875317,0.0003637490876912136,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAPL,2013-2014,Heston–Merton,1,2014-01-02 00:00:00,,,,,,,,,,,,,,,,,r_f − λ κ^Q − ½ v,,,,,-0.023364523865930048,20.0,0.08342489092832397,3.0,-0.19864296726813846,0.04248274776976192,κ(θ − v),3.324538258575198,-0.048264713429480556,0.0730623324495465,-0.04457179922517385,8.925342597699931,listed calls (Pan 2002 η_v); not from returns,False,24.0,-0.009409793790476594,True,11.074657402300069,0.15065909110831302,3.0,-0.19864296726813846,0.04029316258403809,κ(θ − v) + η_v v,3.324538258575198,-0.03885491963900396,0.0730623324495465,-0.03553898506517139,,
AAPL,2013-2014,Heston,1,2014-01-02 00:00:00,,,,,,,,,,,,,,,,,r_f − ½ v,,,,,-0.023364523865930048,20.0,0.08342489092832397,3.0,-0.19864296726813846,0.04248274776976192,κ(θ − v),,,,,13.263202774841453,listed calls (Pan 2002 η_v); not from returns,False,24.0,,,6.736797225158547,0.24766929488919154,3.0,-0.19864296726813846,0.053291977791461664,κ(θ − v) + η_v v,,,,,,
AAPL,2013-2014,Merton,1,2014-01-02 00:00:00,,,,,,,,,,,,,,,,,r_f − λ κ^Q − ½ σ²,,,,,0.1389261614330428,-0.04457179922517385,,,,,,3.324538258575198,-0.048264713429480556,0.0730623324495465,,,listed calls (Pan 2002 μ*); λ* = λ (timing not separately identified),,24.0,0.0185787260652552,True,-0.062158562350844604,,,,,,3.324538258575198,-0.06684343949473576,0.0730623324495465,,0.2411477418709781,0.2411477418709781
AMZN,2013-2014,GARCH,1,2014-01-02 00:00:00,0.11216696345141924,4.2402889262743464e-05,0.12128150034808961,0.7371846541937151,0.015391617238663448,r_f + λ σ − ½ σ²,ε_t,0.8584661545418047,0.0002995954015484443,0.43857725647805706,0.0007015831134564644,0.11216696345141924,4.2402889262743464e-05,0.12128150034808961,0.7371846541937151,0.015391617238663448,r_f − ½ σ²,ξ_t − λ,0.8599920489685583,0.0003028605800624924,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMZN,2013-2014,Heston–Merton,1,2014-01-02 00:00:00,,,,,,,,,,,,,,,,,r_f − λ κ^Q − ½ v,,,,,0.3665358068990793,20.0,0.07150991508182132,3.0,0.24397559293578466,0.030917371770247122,κ(θ − v),3.9894459102902373,0.025837165628138942,0.07279439743516591,0.0288963035573353,12.515695008124993,listed calls (Pan 2002 η_v); not from returns,False,24.0,0.11539825260333215,True,7.484304991875007,0.1910930010453951,3.0,0.24397559293578466,0.03752309650194587,κ(θ − v) + η_v v,3.9894459102902373,-0.08956108697519322,0.07279439743516591,-0.0832418434515051,,
AMZN,2013-2014,Heston,1,2014-01-02 00:00:00,,,,,,,,,,,,,,,,,r_f − ½ v,,,,,0.3665358068990793,20.0,0.07150991508182132,3.0,0.24397559293578466,0.030917371770247122,κ(θ − v),,,,,19.268079940847766,listed calls (Pan 2002 η_v); not from returns,False,24.0,,,0.7319200591522339,1.9540362144097978,3.0,0.24397559293578466,0.04805887386878117,κ(θ − v) + η_v v,,,,,,
AMZN,2013-2014,Merton,1,2014-01-02 00:00:00,,,,,,,,,,,,,,,,,r_f − λ κ^Q − ½ σ²,,,,,0.2676977919169034,0.0288963035573353,,,,,,3.9894459102902373,0.025837165628138942,0.07279439743516591,,,listed calls (Pan 2002 μ*); λ* = λ (timing not separately identified),,24.0,-0.004116447304479239,True,0.03314043034172531,,,,,,3.9894459102902373,0.02995361293261818,0.07279439743516591,,0.21762627036309584,0.21762627036309584
MSFT,2013-2014,GARCH,1,2014-01-02 00:00:00,0.06948313386298918,0.00014885258656191334,0.13650576803802364,0.20464560857395347,0.013718288127929707,r_f + λ σ − ½ σ²,ε_t,0.34115137661197714,0.00022592835634453162,0.23152591858003774,0.0007015831134564644,0.06948313386298918,0.00014885258656191334,0.13650576803802364,0.20464560857395347,0.013718288127929707,r_f − ½ σ²,ξ_t − λ,0.341810413613701,0.00022615457558234606,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2013-2014,Heston–Merton,1,2014-01-02 00:00:00,,,,,,,,,,,,,,,,,r_f − λ κ^Q − ½ v,,,,,0.15966915637280898,20.0,0.05465220710570317,3.0,-0.18053201158291898,0.030816269839110653,κ(θ − v),3.324538258575198,-0.016928634536809196,0.08020729184020962,-0.013618448045135012,-2.484571390695566,listed calls (Pan 2002 η_v); not from returns,False,20.0,0.008691713268593217,True,22.484571390695567,0.04861307441094387,3.0,-0.18053201158291898,0.03912951267112101,κ(θ − v) + η_v v,3.324538258575198,-0.025620347805402413,0.08020729184020962,-0.022154642849871897,,
MSFT,2013-2014,Heston,1,2014-01-02 00:00:00,,,,,,,,,,,,,,,,,r_f − ½ v,,,,,0.15966915637280898,20.0,0.05465220710570317,3.0,-0.18053201158291898,0.030816269839110653,κ(θ − v),,,,,6.839997234546468,listed calls (Pan 2002 η_v); not from returns,False,20.0,,,13.160002765453532,0.0830580480562987,3.0,-0.18053201158291898,0.05434347093208125,κ(θ − v) + η_v v,,,,,,
MSFT,2013-2014,Merton,1,2014-01-02 00:00:00,,,,,,,,,,,,,,,,,r_f − λ κ^Q − ½ σ²,,,,,0.21883606893495774,-0.013618448045135012,,,,,,3.324538258575198,-0.016928634536809196,0.08020729184020962,,,listed calls (Pan 2002 μ*); λ* = λ (timing not separately identified),,20.0,-0.026130377552754235,True,0.012495775706489853,,,,,,3.324538258575198,0.00920174301594504,0.08020729184020962,,0.17987540412722336,0.17987540412722336
SPY,2013-2014,GARCH,1,2014-01-02 00:00:00,0.13826831674070716,1.2922363254002212e-05,0.13396850902670152,0.6231247880930452,0.006123873078112025,r_f + λ σ − ½ σ²,ε_t,0.7570932971197467,5.319887471517244e-05,0.24457098784889908,0.0007015831134564644,0.13826831674070716,1.2922363254002212e-05,0.13396850902670152,0.6231247880930452,0.006123873078112025,r_f − ½ σ²,ξ_t − λ,0.7596545241448242,5.376578530560232e-05,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPY,2013-2014,Heston–Merton,1,2014-01-02 00:00:00,,,,,,,,,,,,,,,,,r_f − λ κ^Q − ½ v,,,,,0.19452939687884388,20.0,0.013262035672089204,3.0,0.01648569682881886,0.009373042790721951,κ(θ − v),3.324538258575198,-0.004859975719115539,0.025928243060711457,-0.004513621678864488,-39.99999999999985,listed calls (Pan 2002 η_v); not from returns,False,22.0,0.04902698469061803,True,59.99999999999985,0.004420678557363079,3.0,0.01648569682881886,0.012710504736532001,κ(θ − v) + η_v v,3.324538258575198,-0.05388696040973357,0.025928243060711457,-0.05214223368438742,,
SPY,2013-2014,Heston,1,2014-01-02 00:00:00,,,,,,,,,,,,,,,,,r_f − ½ v,,,,,0.19452939687884388,20.0,0.013262035672089204,3.0,0.01648569682881886,0.009373042790721951,κ(θ − v),,,,,-39.999999999892715,listed calls (Pan 2002 η_v); not from returns,False,22.0,,,59.999999999892715,0.004420678557370972,3.0,0.01648569682881886,0.03364830462839088,κ(θ − v) + η_v v,,,,,,
SPY,2013-2014,Merton,1,2014-01-02 00:00:00,,,,,,,,,,,,,,,,,r_f − λ κ^Q − ½ σ²,,,,,0.21350323749510003,-0.004513621678864488,,,,,,3.324538258575198,-0.004859975719115539,0.025928243060711457,,,listed calls (Pan 2002 μ*); λ* = λ (timing not separately identified),,22.0,0.006641540494237392,True,-0.01110327781541609,,,,,,3.324538258575198,-0.01150151621335293,0.025928243060711457,,0.10408186359548281,0.10408186359548281
AAPL,2018-2019,GARCH,1,2018-10-01 00:00:00,0.11992228479426588,4.362631581871774e-05,0.12333739773527802,0.6206432291940344,0.012442221180007106,r_f + λ σ − ½ σ²,ε_t,0.7439806269293123,0.00017040240078500783,0.38232273922321897,0.014554232804232802,0.11992228479426588,4.362631581871774e-05,0.12333739773527802,0.6206432291940344,0.012442221180007106,r_f − ½ σ²,ξ_t − λ,0.745754385755718,0.00017159122271741956,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAPL,2018-2019,Heston–Merton,1,2018-10-01 00:00:00,,,,,,,,,,,,,,,,,r_f − λ κ^Q − ½ v,,,,,0.32112713357878214,20.0,0.04325200634813462,3.0,0.1556874878852798,0.04654308931922359,κ(θ − v),6.0,0.01641141028167523,0.044047327415219203,0.01753343099324889,-0.291140974833282,listed calls (Pan 2002 η_v); not from returns,False,24.0,0.08794294742017777,True,20.291140974833283,0.04263141870807488,3.0,0.1556874878852798,0.010385397382978888,κ(θ − v) + η_v v,6.0,-0.07153153713850255,0.044047327415219203,-0.06812952904048941,,
AAPL,2018-2019,Heston,1,2018-10-01 00:00:00,,,,,,,,,,,,,,,,,r_f − ½ v,,,,,0.32112713357878214,20.0,0.04325200634813462,3.0,0.1556874878852798,0.04654308931922359,κ(θ − v),,,,,17.833253097931475,listed calls (Pan 2002 η_v); not from returns,False,24.0,,,2.1667469020685246,0.3992345050254213,3.0,0.1556874878852798,0.013170682033959488,κ(θ − v) + η_v v,,,,,,
AAPL,2018-2019,Merton,1,2018-10-01 00:00:00,,,,,,,,,,,,,,,,,r_f − λ κ^Q − ½ σ²,,,,,0.22808937120309006,0.01753343099324889,,,,,,6.0,0.01641141028167523,0.044047327415219203,,,listed calls (Pan 2002 μ*); λ* = λ (timing not separately identified),,24.0,0.07108279296290193,True,-0.052284852457229025,,,,,,6.0,-0.0546713826812267,0.044047327415219203,,0.17233520316913295,0.17233520316913295
AMZN,2018-2019,GARCH,1,2018-10-01 00:00:00,0.18994405028581568,6.054502488146666e-05,0.12931614017690535,0.6160287533005214,0.014324981085343342,r_f + λ σ − ½ σ²,ε_t,0.7453448934774267,0.0002377530366786492,0.7037841392463453,0.014554232804232802,0.18994405028581568,6.054502488146666e-05,0.12931614017690535,0.6160287533005214,0.014324981085343342,r_f − ½ σ²,ξ_t − λ,0.7500104571662092,0.00024219023001982487,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMZN,2018-2019,Heston–Merton,1,2018-10-01 00:00:00,,,,,,,,,,,,,,,,,r_f − λ κ^Q − ½ v,,,,,0.5438359073244179,20.0,0.05922112404171132,3.0,0.21049842906630784,0.05281274368640807,κ(θ − v),2.0,0.007584633433012596,0.10097003052332694,0.012762865920283417,17.17604710824036,listed calls (Pan 2002 η_v); not from returns,False,24.0,0.21689811486352936,True,2.823952891759639,0.4194200562942814,3.0,0.21049842906630784,0.018609092699553284,κ(θ − v) + η_v v,2.0,-0.20931348143051676,0.10097003052332694,-0.18471375610274754,,
AMZN,2018-2019,Heston,1,2018-10-01 00:00:00,,,,,,,,,,,,,,,,,r_f − ½ v,,,,,0.5438359073244179,20.0,0.05922112404171132,3.0,0.21049842906630784,0.05281274368640807,κ(θ − v),,,,,19.368510221706458,listed calls (Pan 2002 η_v); not from returns,False,24.0,,,0.6314897782935418,1.8756004001123505,3.0,0.21049842906630784,0.03558226397254949,κ(θ − v) + η_v v,,,,,,
AMZN,2018-2019,Merton,1,2018-10-01 00:00:00,,,,,,,,,,,,,,,,,r_f − λ κ^Q − ½ σ²,,,,,0.5328959735820599,0.012762865920283417,,,,,,2.0,0.007584633433012596,0.10097003052332694,,,listed calls (Pan 2002 μ*); λ* = λ (timing not separately identified),,24.0,-0.021187120823707804,True,0.03444932065730111,,,,,,2.0,0.0287717542567204,0.10097003052332694,,0.19415588541091128,0.19415588541091128
MSFT,2018-2019,GARCH,1,2018-10-01 00:00:00,0.17195783195179354,4.2270233317949725e-05,0.20079435316366645,0.5159063526914093,0.009612180196302576,r_f + λ σ − ½ σ²,ε_t,0.7167007058550757,0.00014920698424446483,0.51300087904104,0.014554232804232802,0.17195783195179354,4.2270233317949725e-05,0.20079435316366645,0.5159063526914093,0.009612180196302576,r_f − ½ σ²,ξ_t − λ,0.7226380936716594,0.00015240100516150293,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2018-2019,Heston–Merton,1,2018-10-01 00:00:00,,,,,,,,,,,,,,,,,r_f − λ κ^Q − ½ v,,,,,0.3943880647959184,20.0,0.04080364151997521,3.0,0.1791939339773435,0.028092780807468833,κ(θ − v),4.0,-0.00752513031525807,0.05845947476687694,-0.005799492857141986,-3.9126202540082415,listed calls (Pan 2002 η_v); not from returns,False,22.0,0.08124850710558285,True,23.912620254008242,0.03412728599922937,3.0,0.1791939339773435,0.00010000000815248055,κ(θ − v) + η_v v,4.0,-0.08877363742084092,0.05845947476687694,-0.08338237857941522,,
MSFT,2018-2019,Heston,1,2018-10-01 00:00:00,,,,,,,,,,,,,,,,,r_f − ½ v,,,,,0.3943880647959184,20.0,0.04080364151997521,3.0,0.1791939339773435,0.028092780807468833,κ(θ − v),,,,,9.225409424741292,listed calls (Pan 2002 η_v); not from returns,False,22.0,,,10.774590575258708,0.0757404956317711,3.0,0.1791939339773435,0.011099223442949868,κ(θ − v) + η_v v,,,,,,
MSFT,2018-2019,Merton,1,2018-10-01 00:00:00,,,,,,,,,,,,,,,,,r_f − λ κ^Q − ½ σ²,,,,,0.4313351761546435,-0.005799492857141986,,,,,,4.0,-0.00752513031525807,0.05845947476687694,,,listed calls (Pan 2002 μ*); λ* = λ (timing not separately identified),,22.0,0.04357428327170615,True,-0.048190775297038635,,,,,,4.0,-0.05109941358696422,0.05845947476687694,,0.16246986098336857,0.16246986098336857
SPY,2018-2019,GARCH,1,2018-10-01 00:00:00,0.16892801257982476,2.9759463767181152e-06,0.21654808469207862,0.7215727281449753,0.004364930309278485,r_f + λ σ − ½ σ²,ε_t,0.938120812837054,4.809284855151015e-05,0.27226001899823477,0.014554232804232802,0.16892801257982476,2.9759463767181152e-06,0.21654808469207862,0.7215727281449753,0.004364930309278485,r_f − ½ σ²,ξ_t − λ,0.9443003748127067,5.342848119195268e-05,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPY,2018-2019,Heston–Merton,1,2018-10-01 00:00:00,,,,,,,,,,,,,,,,,r_f − λ κ^Q − ½ v,,,,,0.1419101745953745,20.0,0.012143013506454853,3.0,-0.39098167849279575,0.003201753354104873,κ(θ − v),5.333333333333333,-0.020710026305452045,0.02080206295127623,-0.020285095477747705,-16.068292043001172,listed calls (Pan 2002 η_v); not from returns,False,24.0,0.001929299924545047,True,36.06829204300117,0.006733345450335029,3.0,-0.39098167849279575,0.0066380369185420314,κ(θ − v) + η_v v,5.333333333333333,-0.022639326229997092,0.02080206295127623,-0.022173437194620504,,
SPY,2018-2019,Heston,1,2018-10-01 00:00:00,,,,,,,,,,,,,,,,,r_f − ½ v,,,,,0.1419101745953745,20.0,0.012143013506454853,3.0,-0.39098167849279575,0.003201753354104873,κ(θ − v),,,,,-29.984072727547407,listed calls (Pan 2002 η_v); not from returns,False,24.0,,,49.98407272754741,0.00485875313628157,3.0,-0.39098167849279575,0.023209276597883934,κ(θ − v) + η_v v,,,,,,
SPY,2018-2019,Merton,1,2018-10-01 00:00:00,,,,,,,,,,,,,,,,,r_f − λ κ^Q − ½ σ²,,,,,0.2578201595374132,-0.020285095477747705,,,,,,5.333333333333333,-0.020710026305452045,0.02080206295127623,,,listed calls (Pan 2002 μ*); λ* = λ (timing not separately identified),,24.0,-0.011856958134326075,True,-0.008599516061799983,,,,,,5.333333333333333,-0.00885306817112597,0.02080206295127623,,0.08660098753664686,0.08660098753664686
AAPL,2019-2020,GARCH,1,2019-09-03 00:00:00,0.11507009884262333,1.900863694387505e-05,0.16245076873783118,0.7999016340131797,0.01856923954573488,r_f + λ σ − ½ σ²,ε_t,0.9623524027510109,0.0005049096976404103,0.5053795669128914,0.0217478835978836,0.11507009884262333,1.900863694387505e-05,0.16245076873783118,0.7999016340131797,0.01856923954573488,r_f − ½ σ²,ξ_t − λ,0.9645034341163276,0.0005355063643668853,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAPL,2019-2020,Heston–Merton,1,2019-09-03 00:00:00,,,,,,,,,,,,,,,,,r_f − λ κ^Q − ½ v,,,,,0.11832700889140894,20.0,0.08533922808427637,3.0,-0.1851681826975882,0.12991164777323186,κ(θ − v),4.0,-0.00700668683419677,0.07910400918152583,-0.0038704551052450853,-21.067912680094086,listed calls (Pan 2002 η_v); not from returns,False,24.0,0.09328194098449664,True,41.06791268009408,0.04156005139537609,3.0,-0.1851681826975882,0.06619006830760395,κ(θ − v) + η_v v,4.0,-0.10028862781869341,0.07910400918152583,-0.09258910562861056,,
AAPL,2019-2020,Heston,1,2019-09-03 00:00:00,,,,,,,,,,,,,,,,,r_f − ½ v,,,,,0.11832700889140894,20.0,0.08533922808427637,3.0,-0.1851681826975882,0.12991164777323186,κ(θ − v),,,,,7.908231264319545,listed calls (Pan 2002 η_v); not from returns,False,24.0,,,12.091768735680455,0.14115259719193424,3.0,-0.1851681826975882,0.06383354949288482,κ(θ − v) + η_v v,,,,,,
AAPL,2019-2020,Merton,1,2019-09-03 00:00:00,,,,,,,,,,,,,,,,,r_f − λ κ^Q − ½ σ²,,,,,0.1487143006834895,-0.0038704551052450853,,,,,,4.0,-0.00700668683419677,0.07910400918152583,,,listed calls (Pan 2002 μ*); λ* = λ (timing not separately identified),,24.0,0.04801551766977003,True,-0.05057000751007523,,,,,,4.0,-0.055022204503966804,0.07910400918152583,,0.24552745743367546,0.24552745743367546
AMZN,2019-2020,GARCH,1,2019-09-03 00:00:00,0.11847042737257013,1.5937025542273744e-05,0.20189151046545808,0.7701223739596282,0.014204769779323294,r_f + λ σ − ½ σ²,ε_t,0.9720138844250863,0.0005694618640308708,0.5408189244945251,0.0217478835978836,0.11847042737257013,1.5937025542273744e-05,0.20189151046545808,0.7701223739596282,0.014204769779323294,r_f − ½ σ²,ξ_t − λ,0.9748474806648886,0.0006336154772387593,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
