date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0,lam,mu_j,sigma_j,kappa_j,eta_v,kappa_q,theta_q,v0_q,mu_j_q,kappa_j_q,n_quotes,q_success,q_explosive,jump_premium_identified
2008-08-01,2007-02-02,2008-08-01,378,-0.10821405048516268,20.0,0.07439818505669271,3.0,0.06017299181064519,0.15224432039782704,2.6666666666666665,-0.02590273794569775,0.07783068420421607,-0.022614305217270925,-14.759089729640568,34.759089729640564,0.04280790183826373,0.12233147863819425,-0.09163225379523149,-0.0847915688978661,10,True,False,True
2008-08-31,2007-03-01,2008-08-29,380,-0.0067445684997423615,20.0,0.07475435887653671,3.0,0.087465532934474,0.06340617231229645,2.6526315789473687,-0.02590273794569775,0.07783068420421607,-0.022614305217270925,-5.984629370724235,25.984629370724235,0.0575373678108022,0.05479500660811902,-0.11907550317624412,-0.10956635689470617,10,True,False,True
2008-09-30,2007-04-02,2008-09-30,379,-0.014424978994809058,20.0,0.08838017126377062,3.0,-0.08541171124344421,0.28261303953090705,3.9894459102902373,-0.02164409431994163,0.07823317510722584,-0.018412263926623873,-1.7303411525224128,21.730341152522413,0.08134264496212167,0.1397386797148584,-0.15776944120393321,-0.1433357633499307,10,True,False,True
2008-10-31,2007-05-01,2008-10-31,382,-0.17923483896540496,20.0,0.13398702977834312,3.0,0.2596344943913084,0.8709319842884607,3.9581151832460733,0.01758562324642295,0.1121504726325396,0.024161764722109957,-20.58699907292727,40.58699907292727,0.0660246053361045,0.38357996700567365,-0.24633720799995018,-0.21341016655025713,8,True,False,True
2008-11-30,2007-05-31,2008-11-28,380,-0.26909121574110717,20.0,0.1626194884199637,3.0,0.2393892367662801,0.5290061679420686,3.9789473684210526,0.04850454462430672,0.10875336524604455,0.05592608952077982,-40.0,60.0,0.054206496139987896,0.10911614824301129,-0.058790620714712014,-0.05150330445582196,24,True,False,True
2008-12-31,2007-07-02,2008-12-31,380,-0.2592650371826342,20.0,0.17667871972288235,3.0,0.20357096325756582,0.20259821791373683,4.6421052631578945,0.02972194899702187,0.11102062871272922,0.036536367383967816,3.7924475121876036,16.207552487812396,0.21802023452429298,0.14854327742242326,-0.13756603442990076,-0.12313588747950854,6,True,False,True
2009-01-31,2007-08-01,2009-01-30,379,-0.3343073758783345,20.0,0.1979504394114847,3.0,0.09824270060955276,0.41774311815922877,3.9894459102902373,0.04133766658104624,0.1198872420888161,0.0497207138602187,-25.129872953997232,45.129872953997236,0.08772479355891999,0.06906516970726866,-0.06442591253883098,-0.05563207445271112,6,True,False,True
2009-02-28,2007-08-29,2009-02-27,378,-0.34624150701258244,20.0,0.2043330996675321,3.0,0.0896874595035324,0.16506679900756774,4.0,0.04133766658104624,0.1198872420888161,0.0497207138602187,-20.704751491776808,40.704751491776804,0.10039766473396187,0.27426473059576134,-0.13905696537358628,-0.12354550261865882,7,True,False,True
2009-03-31,2007-10-01,2009-03-31,378,-0.29593067193019407,20.0,0.22172320243906368,3.0,0.11365456397482111,0.3370241063122194,3.3333333333333335,0.03225020314388782,0.13170734065216452,0.04177252664374431,-0.2842826828877839,20.284282682887785,0.2186157685784114,0.06488568699077663,-0.1197716759611133,-0.1051491871640301,6,True,False,True
2009-04-30,2007-10-31,2009-04-30,377,-0.3572354819547944,20.0,0.22823844661515236,3.0,0.12597493917232888,0.2566739421976958,3.3421750663129974,0.03409542230381524,0.13279253296492646,0.04384639844459204,-40.0,60.0,0.07607948220505079,0.13334042909278182,-0.064459020910994,-0.054122387998450594,8,True,False,True
2009-05-31,2007-12-03,2009-05-29,375,-0.2982383898282279,20.0,0.22815801217662263,3.0,0.12726455573630324,0.06149714825785896,3.36,0.03409542230381524,0.13279253296492646,0.04384639844459204,-40.0,60.0,0.07605267072554088,0.03878244095612392,-0.07242782787964629,-0.06162995121476389,8,True,False,True
2009-06-30,2007-12-31,2009-06-30,378,-0.2579828123966479,20.0,0.22618679799508726,3.0,0.12713392938717835,0.053355127105651996,3.3333333333333335,0.03409542230381524,0.13279253296492646,0.04384639844459204,-40.0,60.0,0.07539559933169575,0.05530686671099819,-0.04913142043259358,-0.039512673957317945,10,True,False,True
2009-07-31,2008-02-01,2009-07-31,378,-0.19667511469344698,20.0,0.23105044514963358,3.0,0.12457296727950835,0.1745854024441728,3.3333333333333335,0.03409542230381524,0.13279253296492646,0.04384639844459204,-40.0,60.0,0.07701681504987785,0.0001,-0.04521663003303691,-0.03574519776618146,8,True,False,True
