trading_date,S_t,K,dte,r,market,model_price,error,early_ex_frac,mean_ex_day
2013-03-27,156.111371,143.0,16,0.0009,13.18,13.162278788603022,-0.01772121139697802,1.0,5.363
2014-08-29,200.72639,183.5,7,0.0003,17.12,17.29560548710255,0.17560548710254764,0.6125,5.147
2013-12-04,179.743996,170.0,27,0.0006,10.0,10.073903074319,0.07390307431900034,0.672,15.1975
2013-11-26,180.62625,173.0,25,0.0007,8.04,8.188735985489974,0.14873598548997435,0.675,23.336
2014-05-29,192.382646,186.0,51,0.0004,7.2,8.317275972664152,1.1172759726641521,0.302,46.852
2013-03-06,154.505039,149.0,45,0.001,6.04,6.87783739599917,0.8378373959991698,0.5775,42.052
2013-04-25,158.493864,163.0,15,0.0005,0.12,0.5185130600249809,0.3985130600249809,0.0385,14.8935
2014-04-01,188.316685,183.0,10,0.0004,5.56,5.557616480171459,-0.002383519828540237,0.637,5.927
2014-08-29,200.72639,199.0,22,0.0003,2.68,3.7271443684633883,1.047144368463388,0.109,21.524
2014-09-15,198.977082,204.0,25,0.0002,0.21,0.7557645769894645,0.5457645769894646,0.0845,24.474
2014-05-07,187.886821,186.0,45,0.0003,4.3,4.9439201708680525,0.6439201708680526,0.3355,39.418
2014-08-15,195.727915,199.0,46,0.0003,1.1,2.370545915816036,1.2705459158160357,0.129,45.069
2014-11-17,204.377756,212.0,18,0.0003,0.07,0.5045142567838832,0.43451425678388317,0.0385,17.845
2014-02-03,174.09729,180.0,19,0.0005,0.53,0.6032418391031139,0.07324183910311388,0.038,18.8385
2013-12-11,178.734261,188.0,23,0.0007,0.06,0.18999161348097485,0.12999161348097485,0.0295,22.9605
2013-07-08,163.939887,169.0,40,0.0005,0.81,1.6036402100727027,0.7936402100727027,0.0665,38.9155
2014-04-23,187.473354,195.0,59,0.0002,0.64,1.7848512433892902,1.1448512433892901,0.13,57.199
2014-09-15,198.977082,208.0,46,0.0002,0.15,0.7207804812329479,0.5707804812329479,0.1035,45.679
2013-06-07,164.809718,154.0,7,0.0004,10.62,10.86708999226962,0.24708999226962014,1.0,2.4935
2014-09-08,200.631279,198.5,18,0.0002,2.78,3.3806392172295308,0.600639217229531,0.152,17.5135
2014-04-08,185.066742,189.5,24,0.0003,0.58,1.0542327370361535,0.47423273703615354,0.1065,23.522
2013-02-20,151.387962,157.0,16,0.0012,0.06,0.31136159670602453,0.25136159670602454,0.0285,15.859
2014-03-11,187.194039,177.5,17,0.0005,9.68,9.987511352554419,0.3075113525544193,0.4395,15.866
2013-08-26,166.002799,177.0,35,0.0004,0.05,0.30481522396931016,0.25481522396931017,0.039,34.797
