ticker,date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0,lam,mu_j,sigma_j,kappa_j
AAPL,2008-01-02,2007-07-03,2008-01-02,127,0.7481422179251709,214.9829636692789,0.177088259074507,8.717207685984729,-0.06341648462226532,0.08820489565011365,1.984251968503937,0.10017073341069183,0.0,0.10535962378461439
AAPL,2008-01-03,2007-07-05,2008-01-03,127,0.653890188974569,217.09595090744196,0.17255949018113842,8.647205344818207,-0.06030840796056033,0.08405101302000029,1.984251968503937,0.10017073341069183,0.0,0.10535962378461439
AAPL,2008-01-04,2007-07-05,2008-01-04,128,0.4911801259624886,224.0071978724593,0.18371205320000625,9.063173589978993,-0.15489347131086126,0.15937783759998497,1.96875,0.10017073341069183,0.0,0.10535962378461439
AAPL,2008-01-07,2007-07-09,2008-01-07,127,0.38903272823000723,232.55710542864801,0.18182198456254314,9.186889433130833,-0.13019686325182073,0.14990983537898947,1.984251968503937,0.10017073341069183,0.0,0.10535962378461439
AAPL,2008-01-08,2007-07-09,2008-01-08,128,0.3132769475435382,233.07573874997817,0.18305338647768254,9.22821925863343,-0.13703384421586615,0.15927136873345762,1.96875,0.10017073341069183,0.0,0.10535962378461439
AAPL,2008-01-09,2007-07-10,2008-01-09,128,0.4353000925227787,232.17750105047497,0.1868960415886319,9.306590479176093,-0.12891271850656877,0.17905895549279907,1.96875,0.10017073341069183,0.0,0.10535962378461439
AAPL,2008-01-10,2007-07-11,2008-01-10,128,0.3894589977460139,234.32784611870488,0.18654496946079546,9.340802882933847,-0.12447669998758885,0.17977192935442193,1.96875,0.10017073341069183,0.0,0.10535962378461439
AAPL,2008-01-11,2007-07-12,2008-01-11,128,0.32854438778881223,235.12762578715393,0.1883782175858465,9.402593418605004,-0.1290039242023662,0.1803244623089587,1.96875,0.10017073341069183,0.0,0.10535962378461439
AAPL,2008-01-14,2007-07-16,2008-01-14,127,0.3213798548932476,235.0374980431968,0.19050671077212908,9.453751953084042,-0.1296215739287966,0.19294315335008344,1.984251968503937,0.10017073341069183,0.0,0.10535962378461439
AAPL,2008-01-15,2007-07-16,2008-01-15,128,0.20769014782543466,233.52908698254896,0.19523387019456054,9.53956471464851,-0.146019639857958,0.23029461058534856,1.96875,0.10017073341069183,0.0,0.10535962378461439
AAPL,2008-01-16,2007-07-17,2008-01-16,128,0.08883950303978735,226.60927106164505,0.20171496523119614,9.5518695532635,-0.1447194918729043,0.2688949380651411,1.96875,0.10017073341069183,0.0,0.10535962378461439
AAPL,2008-01-17,2007-07-18,2008-01-17,128,0.09271224205032001,230.6921605737478,0.20176781906932903,9.638797451277824,-0.14657046876063418,0.25736205003883056,1.96875,0.10017073341069183,0.0,0.10535962378461439
AAPL,2008-01-18,2007-07-19,2008-01-18,128,0.10981815763892078,230.53421378061216,0.2017201489379762,9.634358894149836,-0.14705557379200096,0.2567469965270945,1.96875,0.10017073341069183,0.0,0.10535962378461439
AAPL,2008-01-22,2007-07-23,2008-01-22,127,-0.04140173536264591,231.30927611279566,0.2041633662025017,9.708808156415763,-0.15667898834555796,0.2723717421351518,1.984251968503937,0.10017073341069183,0.0,0.10535962378461439
AAPL,2008-01-23,2007-07-24,2008-01-23,127,-0.04103151013625623,227.70197792460033,0.20579642907615736,9.671254344997218,-0.11869404889200069,0.2723717421351518,3.968503937007874,-0.00619869473177781,0.15042908790095094,0.005128868357051175
AAPL,2008-01-24,2007-07-25,2008-01-24,127,0.0355754659589138,224.16383525369832,0.19901390938733762,9.436370315584758,-0.10644940393491885,0.27417848523446686,3.968503937007874,-0.00619869473177781,0.15042908790095094,0.005128868357051175
AAPL,2008-01-25,2007-07-26,2008-01-25,127,-0.08440636749309767,222.21164111292202,0.20197517686142794,9.464831527782962,-0.15911140429622775,0.2806080668430413,3.968503937007874,-0.00619869473177781,0.15042908790095094,0.005128868357051175
AAPL,2008-01-28,2007-07-30,2008-01-28,126,-0.1803879872659094,219.7111983075894,0.1954126168395235,9.257268977852299,-0.17175026163033785,0.27316461738719955,4.0,-0.00619869473177781,0.15042908790095094,0.005128868357051175
