Datetime,SPY
2022-09-30 09:30:00,
2022-09-30 09:31:00,-0.0005380312325854079
2022-09-30 09:32:00,-0.0013670730889402533
2022-09-30 09:33:00,0.002098173151163102
2022-09-30 09:34:00,-0.00038617494204595137
2022-09-30 09:35:00,-0.0014633004171006531
2022-09-30 09:36:00,-0.0027667892480613965
2022-09-30 09:37:00,-0.0008315317292702792
2022-09-30 09:38:00,-0.0011653072735362507
2022-09-30 09:39:00,0.0012210415160454897
2022-09-30 09:40:00,-0.0010267293112397574
2022-09-30 09:41:00,0.0014977121091148385
2022-09-30 09:42:00,0.003817050334060315
2022-09-30 09:43:00,-8.255450707435264e-05
2022-09-30 09:44:00,-0.0016580543771444157
2022-09-30 09:45:00,0.0018237087121450557
2022-09-30 09:46:00,-0.0016577795082243902
2022-09-30 09:47:00,0.0006910754791217987
2022-09-30 09:48:00,-0.0025732205723708944
2022-09-30 09:49:00,0.001577920517854306
2022-09-30 09:50:00,0.0011887156361262362
2022-09-30 09:51:00,-0.0007324134732182246
2022-09-30 09:52:00,0.0008291072372364549
2022-09-30 09:53:00,0.002000842400927959
2022-09-30 09:54:00,0.0006614668267529563
2022-09-30 09:55:00,0.0009913805785396635
2022-09-30 09:56:00,0.00044029830921281176
2022-09-30 09:57:00,0.00033009655623902597
2022-09-30 09:58:00,-0.001306444489996196
2022-09-30 09:59:00,-4.213626455465565e-05
2022-09-30 10:00:00,-0.0006887526961441682
2022-09-30 10:01:00,-0.001020225365263259
2022-09-30 10:02:00,0.0003287916715134289
2022-09-30 10:03:00,0.0004984978994271544
2022-09-30 10:04:00,0.0004133882739281219
2022-09-30 10:05:00,-0.0004133882739279867
2022-09-30 10:06:00,0.0010193821223537553
2022-09-30 10:07:00,-0.00198461985259496
2022-09-30 10:08:00,0.0007998345596366657
2022-09-30 10:09:00,0.0002356912345487239
2022-09-30 10:10:00,-0.00029083170491097597
2022-09-30 10:11:00,0.001658122762223747
2022-09-30 10:12:00,-0.002251074922843063
2022-09-30 10:13:00,-0.00017933384422564775
2022-09-30 10:14:00,0.0006619959418678929
2022-09-30 10:15:00,-0.0014116836531196679
2022-09-30 10:16:00,-0.001011975683468091
2022-09-30 10:17:00,-0.00039285502012617417
2022-09-30 10:18:00,0.0006120237138750355
2022-09-30 10:19:00,0.0019852530235430674
2022-09-30 10:20:00,2.6200734863107577e-05
2022-09-30 10:21:00,-0.000979546865479359
2022-09-30 10:22:00,0.0010622815216950936
2022-09-30 10:23:00,-0.00013789489672846905
2022-09-30 10:24:00,0.0006065953643596144
2022-09-30 10:25:00,0.000991817586883267
2022-09-30 10:26:00,-0.0009642538111955577
2022-09-30 10:27:00,-0.0006893224233798277
2022-09-30 10:28:00,-0.00024827243889689903
2022-09-30 10:29:00,0.0016264424475510271
2022-09-30 10:30:00,0.0006608475610165953
2022-09-30 10:31:00,0.00035777683363843625
2022-09-30 10:32:00,0.0012649527329502107
2022-09-30 10:33:00,0.0011261107799762026
2022-09-30 10:34:00,-0.0002083721979729848
2022-09-30 10:35:00,-0.0005193349388962163
2022-09-30 10:36:00,0.00048062069653944794
2022-09-30 10:37:00,0.0008233841552053568
2022-09-30 10:38:00,-0.0010979962673249768
2022-09-30 10:39:00,0.0004118898939264648
2022-09-30 10:40:00,-0.0005766933661591735
2022-09-30 10:41:00,-0.00032968844740629053
2022-09-30 10:42:00,0.00012419540899604315
2022-09-30 10:43:00,9.560896599589705e-05
2022-09-30 10:44:00,6.867896022742671e-05
2022-09-30 10:45:00,-0.00015109993916056114
2022-09-30 10:46:00,-0.00030226838915008326
2022-09-30 10:47:00,-0.0005498130774088006
2022-09-30 10:48:00,0.00041238814556130153
2022-09-30 10:49:00,0.00027483098067794163
2022-09-30 10:50:00,0.0011260179979413832
2022-09-30 10:51:00,-0.0014833130037351999
2022-09-30 10:52:00,0.00027485364216689657
2022-09-30 10:53:00,0.0008760040165790198
2022-09-30 10:54:00,-0.00013427630651592778
2022-09-30 10:55:00,-0.0004243657409641364
2022-09-30 10:56:00,-0.0009771376693025766
2022-09-30 10:57:00,0.0006322937352414148
2022-09-30 10:58:00,0.0008790484866798399
2022-09-30 10:59:00,-8.265258227437416e-05
2022-09-30 11:00:00,0.00046699344243852263
2022-09-30 11:01:00,-0.0011534660182546924
2022-09-30 11:02:00,-0.00030231823346613503
2022-09-30 11:03:00,0.0014557842517207993
2022-09-30 11:04:00,0.0008505151616314818
2022-09-30 11:05:00,0.00024706250080262234
2022-09-30 11:06:00,-5.483508348703693e-07
2022-09-30 11:07:00,0.0009868188829119133
2022-09-30 11:08:00,0.0006692000133643389
2022-09-30 11:09:00,0.0006173258603827776
2022-09-30 11:10:00,-0.0005198856368720542
2022-09-30 11:11:00,0.0002462953093194268
2022-09-30 11:12:00,0.0007385221687165164
2022-09-30 11:13:00,-0.00041022275670668957
2022-09-30 11:14:00,5.470609153694667e-05
2022-09-30 11:15:00,0.00042387076678408427
2022-09-30 11:16:00,-0.0003144675611610564
2022-09-30 11:17:00,-0.0004631309677893294
2022-09-30 11:18:00,-0.00022083551715939876
2022-09-30 11:19:00,-0.000108109513673984
2022-09-30 11:20:00,0.000764726319295971
2022-09-30 11:21:00,-0.00024618077999506585
2022-09-30 11:22:00,-0.0008210405781567433
2022-09-30 11:23:00,0.00026006912510131297
2022-09-30 11:24:00,0.0006020057919639212
2022-09-30 11:25:00,-0.0003967358270282995
