Datetime,MSFT
2022-09-30 09:30:00,
2022-09-30 09:31:00,0.00047979519584689446
2022-09-30 09:32:00,6.462672821045266e-05
2022-09-30 09:33:00,0.004149178505046087
2022-09-30 09:34:00,0.0004595876326483686
2022-09-30 09:35:00,-0.0013793970461063506
2022-09-30 09:36:00,-0.0010462659725279139
2022-09-30 09:37:00,0.0004186377588665418
2022-09-30 09:38:00,-0.00318605115658425
2022-09-30 09:39:00,0.0003778258267905571
2022-09-30 09:40:00,-0.0011759272280267299
2022-09-30 09:41:00,0.0019311508940310406
2022-09-30 09:42:00,0.004644651319045073
2022-09-30 09:43:00,0.003542186938728032
2022-09-30 09:44:00,-0.0022488765100158936
2022-09-30 09:45:00,0.0007501875820692874
2022-09-30 09:46:00,-0.0022104986791723746
2022-09-30 09:47:00,0.0011267136627095427
2022-09-30 09:48:00,-0.004849291485914833
2022-09-30 09:49:00,0.001339782974674649
2022-09-30 09:50:00,0.00029292992907146455
2022-09-30 09:51:00,-0.0006696802527189593
2022-09-30 09:52:00,0.00046045334537558554
2022-09-30 09:53:00,0.0016308101212031407
2022-09-30 09:54:00,-0.0003338904473370902
2022-09-30 09:55:00,0.0002921080084900818
2022-09-30 09:56:00,8.35631319946382e-05
2022-09-30 09:57:00,0.00033418271750924986
2022-09-30 09:58:00,-0.003170455159489725
2022-09-30 09:59:00,0.00053573812190955
2022-09-30 10:00:00,-0.0013828652653161233
2022-09-30 10:01:00,0.0006497657927806621
2022-09-30 10:02:00,0.0011517722858522183
2022-09-30 10:03:00,6.278580624273848e-05
2022-09-30 10:04:00,0.0011503750445072533
2022-09-30 10:05:00,-0.0004599912264602723
2022-09-30 10:06:00,0.0016082092332219348
2022-09-30 10:07:00,-0.0021521081651082853
2022-09-30 10:08:00,0.0016517006859802382
2022-09-30 10:09:00,-0.0010659756253052434
2022-09-30 10:10:00,-4.182612878868637e-05
2022-09-30 10:11:00,0.0010869111893167629
2022-09-30 10:12:00,-0.004061046798732038
2022-09-30 10:13:00,-0.0002517412113656147
2022-09-30 10:14:00,-0.0002518046009611704
2022-09-30 10:15:00,-0.0011549163969425554
2022-09-30 10:16:00,-0.0009038646079745715
2022-09-30 10:17:00,-0.0007573526680007323
2022-09-30 10:18:00,0.002753172614311886
2022-09-30 10:19:00,0.0017823634658041725
2022-09-30 10:20:00,0.0005864365769373312
2022-09-30 10:21:00,-0.0013409321486310528
2022-09-30 10:22:00,0.0016758844210642886
2022-09-30 10:23:00,0.00028001772372847296
2022-09-30 10:24:00,-0.00011258365050359713
2022-09-30 10:25:00,0.0005021340803472812
2022-09-30 10:26:00,-0.0010463973497327245
2022-09-30 10:27:00,-0.0009372454762840642
2022-09-30 10:28:00,-0.0009490334557754681
2022-09-30 10:29:00,0.0011741027849941311
2022-09-30 10:30:00,-0.00020956013404722237
2022-09-30 10:31:00,0.0005447650311772835
2022-09-30 10:32:00,0.0010467916793828423
2022-09-30 10:33:00,0.0013408040056410344
2022-09-30 10:34:00,-0.000525066502369932
2022-09-30 10:35:00,-0.0003437836054099981
2022-09-30 10:36:00,0.0002392390536540325
2022-09-30 10:37:00,0.0009613978628356445
2022-09-30 10:38:00,-0.0009446700000706165
2022-09-30 10:39:00,-0.0008953338645183874
2022-09-30 10:40:00,-0.00035375223688085747
2022-09-30 10:41:00,0.00037468040095833626
2022-09-30 10:42:00,0.0008869514138844734
2022-09-30 10:43:00,0.0003470356708052841
2022-09-30 10:44:00,-8.361204018249103e-05
2022-09-30 10:45:00,-0.00033451808800332334
2022-09-30 10:46:00,-0.0009577584917272988
2022-09-30 10:47:00,-0.0006913777599425124
2022-09-30 10:48:00,0.0002261846430270886
2022-09-30 10:49:00,0.0004187254060005861
2022-09-30 10:50:00,0.0010130087327676152
2022-09-30 10:51:00,-0.0007618576221967133
2022-09-30 10:52:00,0.0002933483390257116
2022-09-30 10:53:00,-4.226028949757515e-05
2022-09-30 10:54:00,-0.0006278383731756978
2022-09-30 10:55:00,-0.0006282328018489829
2022-09-30 10:56:00,-0.000293310429288492
2022-09-30 10:57:00,0.00020951622779816825
2022-09-30 10:58:00,0.0007538951605183546
2022-09-30 10:59:00,0.0005859702159965033
2022-09-30 11:00:00,0.000648352475471108
2022-09-30 11:01:00,-0.0012552565509393215
2022-09-30 11:02:00,-0.00016748665379879462
2022-09-30 11:03:00,0.0010672471271345719
2022-09-30 11:04:00,0.0010034284644927483
2022-09-30 11:05:00,0.0004328356904666292
2022-09-30 11:06:00,-0.0008090033820980274
2022-09-30 11:07:00,0.0016707743747110286
2022-09-30 11:08:00,0.00016692400823297592
2022-09-30 11:09:00,0.000750813416433801
2022-09-30 11:10:00,-0.0005004796367552392
2022-09-30 11:11:00,0.000771468225624999
2022-09-30 11:12:00,0.002269250560017615
2022-09-30 11:13:00,-0.00016637550990878812
2022-09-30 11:14:00,-0.00025044733269293515
2022-09-30 11:15:00,-0.00041533165328466585
2022-09-30 11:16:00,-0.0007078761928702747
2022-09-30 11:17:00,0.000624622644139687
2022-09-30 11:18:00,-0.00016652789380691306
2022-09-30 11:19:00,-0.00016655562996537737
2022-09-30 11:20:00,0.0010821160584806302
2022-09-30 11:21:00,-0.0008531092185028506
2022-09-30 11:22:00,-0.0008121701005584448
2022-09-30 11:23:00,0.0003332777901203345
2022-09-30 11:24:00,0.0009575553928023348
2022-09-30 11:25:00,-0.0004786630823643192
2022-09-30 11:26:00,0.00027057685067923926
2022-09-30 11:27:00,0.00010404852832745182
2022-09-30 11:28:00,-0.0001456709711546123
2022-09-30 11:29:00,-0.0011661323215617187
2022-09-30 11:30:00,-0.00037511722853118476
2022-09-30 11:31:00,0.0007917491818954717
2022-09-30 11:32:00,-8.331250525514324e-05
2022-09-30 11:33:00,-0.000124981773654051
2022-09-30 11:34:00,-0.0005626113650034973
2022-09-30 11:35:00,-0.0009801162326515025
2022-09-30 11:36:00,-4.172838991624777e-05
2022-09-30 11:37:00,-0.0009811187627500328
2022-09-30 11:38:00,-0.00022976261445610514
2022-09-30 11:39:00,2.0889691982325664e-05
2022-09-30 11:40:00,-0.0014005750917652213
2022-09-30 11:41:00,-0.0007952286701383577
2022-09-30 11:42:00,-0.0001674971738768931
2022-09-30 11:43:00,-0.0007121761470653722
2022-09-30 11:44:00,-0.0001248925527523803
2022-09-30 11:45:00,-0.0004200551667133859
2022-09-30 11:46:00,-0.00016773598395524052
2022-09-30 11:47:00,-0.0002936056896707621
2022-09-30 11:48:00,-0.00046155460800497626
2022-09-30 11:49:00,-0.0006297361613681673
