date,window_start,window_end,n_days,p_uu,p_du,p_ud,p_dd,mu_u,sig_u,mu_d,sig_d,last_up,p_u
2008-08-01,2007-02-02,2008-08-01,378,0.5071428571428571,0.4928571428571429,0.6101190476190477,0.3898809523809524,0.017288862817162208,0.014763683760568521,0.01613943444087776,0.018481009668962153,0.0,0.5543766578249337
2008-08-31,2007-03-01,2008-08-29,380,0.509478672985782,0.490521327014218,0.606508875739645,0.39349112426035504,0.017729006814194953,0.014721436197058289,0.016289315657259447,0.01815102189792771,0.0,0.554089709762533
2008-09-30,2007-04-02,2008-09-30,379,0.5122549019607843,0.48774509803921573,0.5685714285714285,0.43142857142857144,0.018339367704850812,0.015531057760641174,0.015086609207369865,0.023470541940690346,1.0,0.5396825396825397
2008-10-31,2007-05-01,2008-10-31,382,0.5097560975609756,0.4902439024390244,0.5677966101694916,0.4322033898305085,0.019094791683557003,0.01872777222311653,0.01849209002368469,0.02480053975440709,0.0,0.5354330708661418
2008-11-30,2007-05-31,2008-11-28,380,0.46923076923076923,0.5307692307692308,0.5540540540540541,0.44594594594594594,0.020302395701819503,0.02036584933229066,0.020411495497902516,0.02493309336511798,0.0,0.5118733509234829
2008-12-31,2007-07-02,2008-12-31,380,0.46649484536082475,0.5335051546391752,0.5564516129032258,0.4435483870967742,0.020748603796344654,0.020606311730293977,0.02149170779009766,0.025131887036154123,0.0,0.5092348284960422
2009-01-31,2007-08-01,2009-01-30,379,0.4605263157894737,0.5394736842105263,0.5398936170212766,0.4601063829787234,0.021532086026559705,0.020918289580080813,0.022034142576514835,0.02453389230866246,0.0,0.5013262599469496
2009-02-28,2007-08-29,2009-02-27,378,0.468586387434555,0.531413612565445,0.5456989247311828,0.4543010752688172,0.020979033484344455,0.020843666008199296,0.022037262768241864,0.024749731490662744,1.0,0.5079787234042553
2009-03-31,2007-10-01,2009-03-31,378,0.46296296296296297,0.537037037037037,0.5398936170212766,0.4601063829787234,0.021343885269456568,0.021256321935019917,0.022321400921941296,0.024507856639005593,1.0,0.5026595744680851
2009-04-30,2007-10-31,2009-04-30,377,0.4605263157894737,0.5394736842105263,0.5510752688172043,0.4489247311827957,0.021263164061743455,0.021010198679041126,0.022897593513483284,0.024458850277024057,1.0,0.5066666666666667
2009-05-31,2007-12-03,2009-05-29,375,0.4790575916230366,0.5209424083769634,0.5491803278688525,0.45081967213114754,0.020965903255411898,0.020613914115936494,0.022490203188654957,0.024222731151326657,1.0,0.5120643431635389
2009-06-30,2007-12-31,2009-06-30,378,0.4790575916230366,0.5209424083769634,0.5403225806451613,0.4596774193548387,0.020707637937516524,0.0206306313389606,0.021983682276092542,0.024131019690597375,1.0,0.5079787234042553
2009-07-31,2008-02-01,2009-07-31,378,0.49747474747474746,0.5025252525252526,0.5583333333333333,0.44166666666666665,0.020181478149043915,0.02038896309892084,0.02018460305221004,0.023195410864875657,1.0,0.5251989389920424
