Datetime,AAPL
2022-09-30 09:30:00,
2022-09-30 09:31:00,0.002476448406382709
2022-09-30 09:32:00,0.0013740967723469648
2022-09-30 09:33:00,0.0017288323380542552
2022-09-30 09:34:00,-0.0012887889452061637
2022-09-30 09:35:00,-0.0026734700394269706
2022-09-30 09:36:00,-0.002752708666643173
2022-09-30 09:37:00,-0.0025647616008382446
2022-09-30 09:38:00,-0.0022517939638399547
2022-09-30 09:39:00,0.00014199503041258351
2022-09-30 09:40:00,-0.0016341614351081028
2022-09-30 09:41:00,0.00241477390067776
2022-09-30 09:42:00,0.004882718542642424
2022-09-30 09:43:00,0.0007056665312942873
2022-09-30 09:44:00,-0.00014109347466077516
2022-09-30 09:45:00,0.0024662662678738884
2022-09-30 09:46:00,-0.0011619105931939897
2022-09-30 09:47:00,0.0009620172961330865
2022-09-30 09:48:00,-0.004031723145061967
2022-09-30 09:49:00,0.003386724467621517
2022-09-30 09:50:00,0.00010565054331819033
2022-09-30 09:51:00,-0.001487177773314893
2022-09-30 09:52:00,0.0014519621657537926
2022-09-30 09:53:00,0.0030942359427389215
2022-09-30 09:54:00,-7.021510397018915e-06
2022-09-30 09:55:00,-0.00013341806570619477
2022-09-30 09:56:00,-0.00042143710675031793
2022-09-30 09:57:00,0.0017197512354704678
2022-09-30 09:58:00,-0.00254628352993327
2022-09-30 09:59:00,-0.0007202584238358474
2022-09-30 10:00:00,-0.0003518772688407066
2022-09-30 10:01:00,-0.0015553724053390683
2022-09-30 10:02:00,0.0009216811325931219
2022-09-30 10:03:00,0.0011966354857690263
2022-09-30 10:04:00,0.00028135331127419633
2022-09-30 10:05:00,-0.0009146878386191858
2022-09-30 10:06:00,0.0004926281812563999
2022-09-30 10:07:00,-0.0028888517536491826
2022-09-30 10:08:00,0.00021166261059029428
2022-09-30 10:09:00,-0.0004974782191266584
2022-09-30 10:10:00,0.00042692899337518195
2022-09-30 10:11:00,0.0018326642191506142
2022-09-30 10:12:00,-0.0028208763416413406
2022-09-30 10:13:00,0.0
2022-09-30 10:14:00,0.0009176579191946749
2022-09-30 10:15:00,-0.001129544772408155
2022-09-30 10:16:00,-0.0011308220867207053
2022-09-30 10:17:00,-7.071885721263896e-05
2022-09-30 10:18:00,0.001307489982544995
2022-09-30 10:19:00,0.0018699178098427877
2022-09-30 10:20:00,0.0
2022-09-30 10:21:00,-0.001658053402270666
2022-09-30 10:22:00,0.0016933012829955679
2022-09-30 10:23:00,0.0003876447108609244
2022-09-30 10:24:00,0.0009156542284410471
2022-09-30 10:25:00,0.0016882390053672848
2022-09-30 10:26:00,-0.0009893844157368686
2022-09-30 10:27:00,-0.0002765275614627211
2022-09-30 10:28:00,-0.0007744025167885858
2022-09-30 10:29:00,0.0016185218691054484
2022-09-30 10:30:00,-0.0002426113430944479
2022-09-30 10:31:00,0.0014344194906417034
2022-09-30 10:32:00,0.0014414816489466407
2022-09-30 10:33:00,0.0015066312129759685
2022-09-30 10:34:00,-0.00014005602263797155
2022-09-30 10:35:00,-0.00031519778922052663
2022-09-30 10:36:00,0.00024516242133131494
2022-09-30 10:37:00,0.0002801120466494641
2022-09-30 10:38:00,-0.00021007667876001986
2022-09-30 10:39:00,7.003046328022788e-05
2022-09-30 10:40:00,-0.0016470138462869102
2022-09-30 10:41:00,-0.0016848612220516821
2022-09-30 10:42:00,0.0001756388869010945
2022-09-30 10:43:00,-0.0012652890764399704
2022-09-30 10:44:00,0.0004627191229858297
2022-09-30 10:45:00,-0.00011108931522054981
2022-09-30 10:46:00,-0.0005626670566229023
2022-09-30 10:47:00,-0.001443281074262744
2022-09-30 10:48:00,0.0006029111776136471
2022-09-30 10:49:00,6.61853909369111e-05
2022-09-30 10:50:00,0.0013277107527337986
2022-09-30 10:51:00,-0.001961580548933511
2022-09-30 10:52:00,0.0007042749780501968
2022-09-30 10:53:00,0.0010554833333960318
2022-09-30 10:54:00,-0.0005620821245129515
2022-09-30 10:55:00,-0.0005638063907334813
2022-09-30 10:56:00,-0.0008452490465906057
2022-09-30 10:57:00,0.0009156542284410471
2022-09-30 10:58:00,0.0014773649315532507
2022-09-30 10:59:00,0.00014129054526161304
2022-09-30 11:00:00,0.0007777948749206392
2022-09-30 11:01:00,-0.0019037528228524952
2022-09-30 11:02:00,-0.00021112635991022539
2022-09-30 11:03:00,0.0014769493137399069
2022-09-30 11:04:00,0.0012185979906856833
2022-09-30 11:05:00,0.00018599525941182717
2022-09-30 11:06:00,-0.0002807608637802677
2022-09-30 11:07:00,0.0018936078877821003
2022-09-30 11:08:00,0.0014003643235098175
2022-09-30 11:09:00,-0.00041990342838249816
2022-09-30 11:10:00,-0.0004515929229171045
2022-09-30 11:11:00,0.0003115859223381718
2022-09-30 11:12:00,0.0005249252102126289
2022-09-30 11:13:00,-0.0007349724716185978
