date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0,eta_v,kappa_q,theta_q,v0_q,n_quotes,q_success,q_explosive
2014-01-02,2012-07-03,2014-01-02,379,-0.023364523865930048,20.0,0.08342489092832397,3.0,-0.19864296726813846,0.04248274776976192,13.263202774841453,6.736797225158547,0.24766929488919154,0.053291977791461664,24,True,False
