date,window_start,window_end,n_days,p_uu,p_du,p_ud,p_dd,mu_u,sig_u,mu_d,sig_d,last_up,p_u,ai_loss,ai_adam
2019-09-03,2018-03-05,2019-09-03,378,0.5541099175320662,0.4458900824679338,0.5368979660889222,0.4631020339110779,0.008283272766228372,0.006701407132121388,0.006116257552533643,0.005702192687055372,0.0,0.5396825396825397,0.21021182495650925,1.0
2019-09-30,2018-04-02,2019-09-30,378,0.6062271462705706,0.3937728537294294,0.5465842838989291,0.4534157161010709,0.012244723063867528,0.007174606499387134,0.0052084453688754735,0.005211596871000216,1.0,0.5502645502645502,0.8383009848045796,1.0
2019-10-31,2018-05-01,2019-10-31,380,0.5945361113430981,0.40546388865690186,0.5602988470144645,0.43970115298553547,0.010195919142830415,0.008328001678324235,0.00487469567601741,0.0057660781239405245,0.0,0.5473684210526316,0.5952224468033239,1.0
2019-11-30,2018-05-31,2019-11-29,379,0.5968445005667692,0.4031554994332308,0.5588526153459648,0.4411473846540353,0.00964431998529849,0.005937813798326982,0.005372393486562024,0.005588422778840544,0.0,0.5567282321899736,0.39958919969782997,1.0
2019-12-31,2018-07-02,2019-12-31,378,0.585124963713615,0.414875036286385,0.5631938578126967,0.4368061421873033,0.007608362655455213,0.006246907769550506,0.005448492167398407,0.006424773057302962,1.0,0.5608465608465608,0.1840606606354534,1.0
2020-01-31,2018-08-01,2020-01-31,378,0.5850406903639288,0.4149593096360712,0.5688904422118116,0.4311095577881884,0.009652033905217901,0.005943347602588909,0.005900664520716647,0.005361985219424239,0.0,0.5582010582010583,0.3944462517196551,1.0
2020-02-29,2018-08-30,2020-02-28,376,0.5873065027253747,0.41269349727462534,0.6036591955327479,0.3963408044672521,0.011737931843812416,0.005071645553823867,0.0062211534681182595,0.00416461746184689,0.0,0.550531914893617,0.7902557266145773,1.0
2020-03-31,2018-10-01,2020-03-31,377,0.48077820159848306,0.5192217984015169,0.6368678578772902,0.36313214212270983,0.0054585218507103754,0.008577359407135927,0.007815638189003634,0.013748491012854093,0.0,0.5464190981432361,0.39306053788226536,1.0
2020-04-30,2018-10-31,2020-04-30,376,0.4830551099220288,0.5169448900779712,0.6496100601335617,0.3503899398664383,0.0052856277608388956,0.00952614623384019,0.008076544061577567,0.01483123926339297,0.0,0.5611702127659575,0.36430716662068013,1.0
2020-05-31,2018-12-03,2020-05-29,374,0.48095986919312295,0.519040130806877,0.6786684269395562,0.3213315730604438,0.005992868122607255,0.008028025504456218,0.009138364221899575,0.012927932874361833,1.0,0.5668449197860963,0.4618511783780284,1.0
2020-06-30,2018-12-31,2020-06-30,378,0.4794623296001614,0.5205376703998386,0.7463742364578041,0.25362576354219596,0.006565036473206359,0.007552671360483646,0.011017635855359104,0.00936096596026151,1.0,0.582010582010582,0.589918723136962,1.0
2020-07-31,2019-02-01,2020-07-31,378,0.48296463480167645,0.5170353651983235,0.743855915327539,0.25614408467246097,0.006188519924509469,0.007494564188690038,0.010464699374518533,0.009531402211549342,1.0,0.5767195767195767,0.5967068212222602,1.0
2020-08-31,2019-03-01,2020-08-31,380,0.47951411541373484,0.5204858845862652,0.740719640856742,0.25928035914325803,0.006097757162457804,0.007748018252558459,0.011418712091265952,0.008609387174811795,0.0,0.5842105263157895,0.6041398013811929,1.0
