date,window_start,window_end,n_days,p_uu,p_du,p_ud,p_dd,mu_u,sig_u,mu_d,sig_d,last_up,p_u,ai_loss,ai_adam
2019-09-03,2018-03-05,2019-09-03,378,0.5518267185132828,0.4481732814867172,0.6388581036315126,0.3611418963684874,0.01509394441354358,0.0061154750273486325,0.012134079682651842,0.007467654957113975,0.0,0.5691489361702128,0.27827162327469523,1.0
2019-09-30,2018-04-02,2019-09-30,378,0.44363689390697086,0.5563631060930292,0.701126792028641,0.298873207971359,0.01687598302799843,0.004537421042163487,0.010555066938580519,0.005265722127201081,1.0,0.5691489361702128,0.500832903533069,1.0
2019-10-31,2018-05-01,2019-10-31,380,0.5379455367325077,0.46205446326749233,0.6083842777854283,0.39161572221457175,0.018901558529128153,0.0073239607157708645,0.008945207917598095,0.006938080523510546,0.0,0.5661375661375662,0.5932106260814807,1.0
2019-11-30,2018-05-31,2019-11-29,379,0.53393011962227,0.46606988037773,0.6878209344031813,0.31217906559681874,0.01617926700167993,0.005781656225679204,0.01090155582561433,0.006236395127635147,0.0,0.5729442970822282,0.4253217576204732,1.0
2019-12-31,2018-07-02,2019-12-31,378,0.5981155067725196,0.40188449322748043,0.6718543458352386,0.3281456541647614,0.02215943976038442,0.009432882516885626,0.009439384136944015,0.0064056695051796265,1.0,0.5771276595744681,1.0887364215684152,1.0
2020-01-31,2018-08-01,2020-01-31,378,0.560079106466717,0.439920893533283,0.6592322675052108,0.3407677324947892,0.01760316381382113,0.009929458665279675,0.010183120755451249,0.005878574505571086,0.0,0.5771276595744681,0.5433852594796466,1.0
2020-02-29,2018-08-30,2020-02-28,376,0.5192281306970169,0.4807718693029831,0.7194377302075474,0.28056226979245263,0.018394328150280078,0.006448836886369276,0.010469336759180678,0.006047900145413553,1.0,0.5721925133689839,0.6407645504672376,1.0
2020-03-31,2018-10-01,2020-03-31,377,0.5241210946997107,0.4758789053002893,0.701458469707549,0.298541530292451,0.01194092760160852,0.01157207488855348,0.014500070646116517,0.010615042376493746,0.0,0.5626666666666666,0.38554998031656584,1.0
2020-04-30,2018-10-31,2020-04-30,376,0.5566798731726295,0.44332012682737054,0.7235877002464645,0.27641229975353554,0.015174927997310577,0.010148869869802301,0.01651984438451581,0.008570554570576636,1.0,0.5748663101604278,0.4456087442678578,1.0
2020-05-31,2018-12-03,2020-05-29,374,0.5766319553134256,0.4233680446865744,0.7545839496946911,0.24541605030530889,0.015504516228357069,0.010088150174840334,0.017126722871854478,0.00890042597328779,1.0,0.5779569892473119,0.4483571739282881,1.0
2020-06-30,2018-12-31,2020-06-30,378,0.5400491344069341,0.45995086559306586,0.8022719015838226,0.19772809841617747,0.012900230764430054,0.00812830046277276,0.015091406279971553,0.008325007186639758,1.0,0.5904255319148937,0.5549778802922692,1.0
2020-07-31,2019-02-01,2020-07-31,378,0.5304173051804428,0.46958269481955717,0.807055645881538,0.19294435411846197,0.012578947498267394,0.008138598069208117,0.015161139173444835,0.008042370999682587,1.0,0.5877659574468085,0.5706429813743807,1.0
2020-08-31,2019-03-01,2020-08-31,380,0.5477117023611056,0.45228829763889444,0.8054771943661982,0.1945228056338017,0.014942976408987141,0.008912345417358672,0.01508987564532536,0.007355255474568604,0.0,0.58994708994709,0.554008173799616,1.0
