date,window_start,window_end,n_days,mu,sigma,lam,mu_j,sigma_j,kappa
2019-09-03,2018-03-05,2019-09-03,378,0.10315415640466362,0.13188636476819632,4.666666666666667,-0.010689159356941655,0.03562572359425228,-0.010004185129660725
