date,window_start,window_end,n_days,p_uu,p_du,p_ud,p_dd,mu_u,sig_u,mu_d,sig_d,last_up,p_u
2008-08-01,2007-02-02,2008-08-01,378,0.43351063829787234,0.5664893617021276,0.5605263157894738,0.4394736842105263,0.0,0.02876432994490853,0.015734667543799555,0.01711747618231805,0.0,0.4960212201591512
2008-08-31,2007-03-01,2008-08-29,380,0.4274193548387097,0.5725806451612903,0.5489690721649485,0.45103092783505155,0.003499171395088848,0.02974880056124393,0.015958528605964327,0.01683766718117949,0.0,0.48812664907651715
2008-09-30,2007-04-02,2008-09-30,379,0.421195652173913,0.5788043478260869,0.5461538461538462,0.45384615384615384,0.00693688642685418,0.03106271929525941,0.017065062857792745,0.019159372954275257,1.0,0.48677248677248675
2008-10-31,2007-05-01,2008-10-31,382,0.4157608695652174,0.5842391304347826,0.5429292929292929,0.45707070707070707,0.014487095894997706,0.027535305953993373,0.018127246811908186,0.022783254862485607,1.0,0.48293963254593175
2008-11-30,2007-05-31,2008-11-28,380,0.39488636363636365,0.6051136363636364,0.5220588235294117,0.47794117647058826,0.016962154729077267,0.029053332731049857,0.01917476190846584,0.025087897274187598,0.0,0.46174142480211083
2008-12-31,2007-07-02,2008-12-31,380,0.4106145251396648,0.5893854748603352,0.5248756218905473,0.47512437810945274,0.0187194559366514,0.029547726175402328,0.020790606280400286,0.025293617343555886,1.0,0.47229551451187335
2009-01-31,2007-08-01,2009-01-30,379,0.4096045197740113,0.5903954802259888,0.5222772277227723,0.4777227722772277,0.022374126867343146,0.027868075909550167,0.021170938889535813,0.02555252556538544,1.0,0.46825396825396826
2009-02-28,2007-08-29,2009-02-27,378,0.4096045197740113,0.5903954802259888,0.5199004975124378,0.48009950248756217,0.023721621600947866,0.027883300322176036,0.021472975526405043,0.025614801356498757,1.0,0.46949602122015915
2009-03-31,2007-10-01,2009-03-31,378,0.3866279069767442,0.6133720930232558,0.5121359223300971,0.4878640776699029,0.025741324739695027,0.028623635516382112,0.02229345515832846,0.025363278347126393,1.0,0.4562334217506631
2009-04-30,2007-10-31,2009-04-30,377,0.4109195402298851,0.5890804597701149,0.5049261083743842,0.49507389162561577,0.026003627891996624,0.027955310483558475,0.02293664761515541,0.024280816548948213,1.0,0.4627659574468085
2009-05-31,2007-12-03,2009-05-29,375,0.4142857142857143,0.5857142857142856,0.5125,0.4875,0.024853359002789795,0.02802056272528756,0.023328880210500128,0.02426027166116066,1.0,0.4679144385026738
2009-06-30,2007-12-31,2009-06-30,378,0.40173410404624277,0.5982658959537572,0.5097560975609756,0.4902439024390244,0.02589409065439329,0.028032768708092314,0.022588460174880327,0.024134355789035257,1.0,0.4588859416445623
2009-07-31,2008-02-01,2009-07-31,378,0.41292134831460675,0.5870786516853932,0.5225,0.4775,0.025895205756195548,0.02772278922835186,0.02228587786978799,0.024368571333948725,0.0,0.46949602122015915
