date,window_start,window_end,n_days,mu,sigma,lam,mu_j,sigma_j,kappa,mu_j_q,kappa_q,n_quotes,q_success,jump_premium_identified
2008-08-01,2007-02-02,2008-08-01,378,0.022398616484462192,0.3758284645657299,4.0,0.10642237000325605,0.13040043722097946,0.12178874719635568,-0.09985662274264707,-0.08730588349132828,8,True,True
2008-08-31,2007-03-01,2008-08-29,380,0.05823055518980809,0.38484869657968634,3.9789473684210526,0.10642237000325605,0.13040043722097946,0.12178874719635568,-0.03184584690959909,-0.02307335329470761,6,True,True
2008-09-30,2007-04-02,2008-09-30,379,0.0915546465424614,0.41723485719388176,3.9894459102902373,0.07800588664077719,0.15990698971677925,0.09504012816270224,0.18676866522648722,0.2208578750543575,8,True,True
2008-10-31,2007-05-01,2008-10-31,382,-0.11831798283737772,0.43872661125423895,5.277486910994765,0.013322843260847941,0.14710929970879608,0.024437228343605177,0.29659884576887746,0.35991122080762583,6,True,True
2008-11-30,2007-05-31,2008-11-28,380,-0.4766471825103075,0.49522353261838853,4.6421052631578945,0.030459881322012303,0.15144266049199198,0.042818685009046176,0.3500702383511335,0.43553510914273774,6,True,True
2008-12-31,2007-07-02,2008-12-31,380,-0.2601479115515332,0.5221856560473275,3.9789473684210526,0.0163123892062364,0.16075006196477,0.029664149287896846,0.12239032033659059,0.14489234591089595,6,True,True
2009-01-31,2007-08-01,2009-01-30,379,-0.22345197518338,0.536750459354704,3.9894459102902373,0.006936379302479534,0.14769390902050977,0.01800326427825194,0.19796162845155454,0.2322827871942248,6,True,True
2009-02-28,2007-08-29,2009-02-27,378,-0.13825512634752363,0.5438187761590321,4.0,0.006936379302479534,0.14769390902050977,0.01800326427825194,-0.10606465297061277,-0.09077065108309679,6,True,True
2009-03-31,2007-10-01,2009-03-31,378,-0.2679937476789628,0.5663955422968265,3.3333333333333335,0.031786186903922056,0.1504510432615306,0.04404641273308263,-0.04942252746854834,-0.037387916547070965,24,True,True
2009-04-30,2007-10-31,2009-04-30,377,-0.2555296258394833,0.5658108633121414,2.673740053050398,0.07166740808171221,0.13991882125158078,0.08486553273821462,-0.03919434686548834,-0.028977567606114252,6,True,True
2009-05-31,2007-12-03,2009-05-29,375,-0.21712113954895848,0.5536975335767391,3.36,0.03387139472442315,0.14773506873402037,0.04580217235835993,-0.03910916261925784,-0.0278025306153723,6,True,True
2009-06-30,2007-12-31,2009-06-30,378,-0.1963752911313853,0.553433625248569,3.3333333333333335,0.03387139472442315,0.14773506873402037,0.04580217235835993,-0.0457744529003514,-0.03426096139120449,6,True,True
2009-07-31,2008-02-01,2009-07-31,378,-0.0477378082725277,0.5524999357755372,3.3333333333333335,0.03387139472442315,0.14773506873402037,0.04580217235835993,-0.033157245817655084,-0.02199883774744682,6,True,True
