date,ticker,mu,theta,kappa,xi,rho,lam,v0,mu_j,sigma_j,kappa_j
2018-01-02,AAPL,0.21206038913687386,0.026969267144185405,252.0,1e-06,-0.19182272107181464,3.968503937007874,0.024460297328728457,0.04068587415300251,0.007753865869099708,0.041556194244560585
2018-01-02,MSFT,0.4179610623139818,0.01604039905933474,242.8016105999858,2.7881353451563835,0.2579265839984668,3.968503937007874,0.021192235367725642,0.011837976037381459,0.07114764374988988,0.01447269952227681
2018-01-02,SPY,0.27316384043141845,0.0033150510472679767,252.0,1e-06,0.40266947190064134,3.968503937007874,0.0029661289941257277,-0.014810537645934208,0.0009019416067456555,-0.01470100031831667
2018-01-31,AAPL,0.08985056337211376,0.027989014665382454,252.0,1e-06,-0.19531543145751146,3.968503937007874,0.024797730504949204,0.04068587415300251,0.007753865869099708,0.041556194244560585
2018-01-31,MSFT,0.5126459815273136,0.01822678329168892,236.17285195091299,2.931233990583841,0.3675568953860741,3.968503937007874,0.0317412955165712,0.011837976037381459,0.07114764374988988,0.01447269952227681
2018-01-31,SPY,0.3276238389480603,0.004218366326548973,252.0,1e-06,0.47740986810539093,3.968503937007874,0.009255144842665975,-0.014810537645934208,0.0009019416067456555,-0.01470100031831667
2018-02-28,AAPL,0.22195024949654213,0.036841133856933744,228.1505518544459,4.095979193230151,0.10550669191259697,4.0,0.07695772093600103,-0.001709090189182083,0.06031706178212475,0.00010998983027010745
2018-02-28,MSFT,0.6044346287845254,0.030986920649910463,208.376967950982,3.5900008654551194,0.15964798906516584,6.0,0.08507552773127214,-0.010869475959637498,0.06345748567512083,-0.008816950414168412
2018-02-28,SPY,0.3733225712638469,0.008374746985548435,157.56002607082706,1.6228910143310216,0.04503955164294987,4.0,0.030940423809929868,-0.039899646694671276,0.0026364234389885228,-0.03911079817941754
2018-03-31,AAPL,0.18705705225555483,0.04334388323788844,207.600381666598,4.237975763946417,0.1653708315920147,4.064516129032258,0.042180487249786916,0.0010098675381970956,0.06416224867570351,0.003072976557563667
2018-03-31,MSFT,0.2716339549721836,0.04509764247756226,175.08759117877605,3.969950480823946,-0.1544174082762151,6.096774193548387,0.07431702234760033,0.027475362302132506,0.06964277177473711,0.03035192653632479
2018-03-31,SPY,0.26216997690181487,0.014557979118721958,130.64491841250728,1.948396286259023,0.07750492378976165,4.064516129032258,0.03893997663662487,-0.039899646694671276,0.0026364234389885228,-0.03911079817941754
2018-04-30,AAPL,-0.09735381538410302,0.05158769108687085,209.3816910672962,4.643258718518331,-0.02570531470852162,2.032258064516129,0.06361039227635595,0.04637942867296463,0.0,0.047471776392334464
2018-04-30,MSFT,0.20260323223206608,0.0562217057686213,192.87150703856864,4.652287358536304,-0.14558646773744507,4.064516129032258,0.07438693168022148,0.01013956475401212,0.08886535917420094,0.01418779560220429
2018-04-30,SPY,0.22447042905502265,0.01902186514716241,159.51208643699053,2.4609559106043535,-0.07768908587348396,4.064516129032258,0.028544216631456613,-0.039899646694671276,0.0026364234389885228,-0.03911079817941754
2018-05-31,AAPL,0.09286908088579836,0.05481945639957554,217.1112063495065,4.874038648930403,0.09392540293409285,2.032258064516129,0.04865093317488995,0.04637942867296463,0.0,0.047471776392334464
2018-05-31,MSFT,0.30858898397376844,0.05691172664930494,194.87478457062915,4.704995268870237,-0.14313777439598405,4.064516129032258,0.01677408654228475,0.01013956475401212,0.08886535917420094,0.01418779560220429
2018-05-31,SPY,0.20922940926775765,0.020195398452907593,164.89178909426428,2.578138321216342,-0.07909466717885674,4.064516129032258,0.011049612533304425,-0.039899646694671276,0.0026364234389885228,-0.03911079817941754
2018-06-30,AAPL,0.1041122212223021,0.05396714267479385,214.31002024958923,4.804701781852456,0.09085408602539512,2.016,0.018258862826408758,0.04637942867296463,0.0,0.047471776392334464
2018-06-30,MSFT,0.268227332624755,0.054431395764061884,180.28282337321977,4.425704334932219,-0.12727742099679096,4.032,0.025682034951297485,0.01013956475401212,0.08886535917420094,0.01418779560220429
2018-06-30,SPY,0.19856645425115732,0.02100578294160942,171.56065316878045,2.681999967884568,-0.09721179132488933,4.032,0.007847874214811148,-0.039899646694671276,0.0026364234389885228,-0.03911079817941754
2018-07-31,AAPL,0.1819312711267033,0.05363557371259743,213.35360588229258,4.779219143831119,0.09289021160321194,2.016,0.022839894728170374,0.04637942867296463,0.0,0.047471776392334464
2018-07-31,MSFT,0.2027135425358636,0.056786807763093666,185.27964902102954,4.582664607668281,-0.1173403419342464,4.032,0.04553728008232877,0.01013956475401212,0.08886535917420094,0.01418779560220429
2018-07-31,SPY,0.15924343233548288,0.02077895414560524,169.39790339608712,2.6506131231872256,-0.11090968996294241,4.032,0.007926576180355773,-0.039899646694671276,0.0026364234389885228,-0.03911079817941754
