Date,SPY,AAPL,MSFT
2022-03-30,432.9403991699219,173.8660430908203,302.96429443359375
2022-03-31,426.27691650390625,170.775390625,297.6070251464844
2022-04-01,427.4850158691406,170.48202514648438,298.678466796875
2022-04-04,431.14715576171875,174.5212860107422,304.0357666015625
2022-04-05,425.7010803222656,171.21556091308594,300.0877685546875
2022-04-06,421.44439697265625,168.05648803710938,289.1027526855469
2022-04-07,423.5680236816406,168.3596649169922,290.907958984375
2022-04-08,422.4354248046875,166.35464477539062,286.6606140136719
2022-04-11,415.21502685546875,162.11000061035156,275.357177734375
2022-04-12,413.6766052246094,163.9780731201172,272.2681884765625
2022-04-13,418.4147033691406,166.6578826904297,277.6352844238281
2022-04-14,413.2046203613281,161.6600799560547,270.1156921386719
2022-04-18,413.37457275390625,161.44493103027344,270.7817687988281
2022-04-19,420.04754638671875,163.72373962402344,275.3957824707031
2022-04-20,419.73602294921875,163.5574951171875,276.4189453125
2022-04-21,413.4595031738281,162.7652587890625,271.06170654296875
2022-04-22,402.1144714355469,158.2368927001953,264.5170593261719
2022-04-25,404.44586181640625,159.30300903320312,270.97479248046875
2022-04-26,392.73272705078125,153.3565216064453,260.8393249511719
2022-04-27,393.8370666503906,153.13157653808594,273.387939453125
2022-04-28,403.78509521484375,160.0463409423828,279.575439453125
2022-04-29,388.8630065917969,154.18783569335938,267.8858642578125
2022-05-02,391.2037658691406,154.49105834960938,274.59454345703125
2022-05-03,392.99700927734375,155.97769165039062,271.99798583984375
2022-05-04,404.9648132324219,162.37405395507812,279.913330078125
2022-05-05,390.5713195800781,153.3272247314453,267.72174072265625
2022-05-06,388.24005126953125,154.05201721191406,265.1927490234375
2022-05-09,375.80963134765625,148.93914794921875,255.3950958251953
2022-05-10,376.6779479980469,151.33885192871094,260.144287109375
2022-05-11,370.69403076171875,143.49325561523438,251.5050048828125
2022-05-12,370.30706787109375,139.63414001464844,246.4855194091797
2022-05-13,379.16021728515625,144.09075927734375,252.05516052246094
2022-05-16,377.6217956542969,142.5529327392578,252.4219970703125
2022-05-17,385.3896179199219,146.177001953125,257.55731201171875
2022-05-18,369.85400390625,137.9298095703125,245.83084106445312
2022-05-19,367.5886535644531,134.5310516357422,244.92135620117188
2022-05-20,367.7492980957031,134.76612854003906,244.36016845703125
2022-05-23,374.6298522949219,140.17283630371094,252.18751525878906
2022-05-24,371.76995849609375,137.47926330566406,251.19094848632812
2022-05-25,375.0545349121094,137.63600158691406,253.99684143066406
2022-05-26,382.5486145019531,140.82908630371094,257.26715087890625
2022-05-27,391.9399719238281,146.56878662109375,264.3687744140625
2022-05-31,389.7407531738281,145.78526306152344,263.043212890625
2022-06-01,386.5883483886719,145.6579132080078,263.5753479003906
2022-06-02,393.9502868652344,148.10659790039062,265.66522216796875
2022-06-03,387.4849853515625,142.39625549316406,261.25323486328125
2022-06-06,388.66473388671875,143.14064025878906,260.0245361328125
2022-06-07,392.3929443359375,145.6579132080078,263.65277099609375
2022-06-08,388.12677001953125,144.92333984375,261.630615234375
2022-06-09,378.8960266113281,139.7124786376953,256.1931457519531
2022-06-10,367.9096984863281,134.3155517578125,244.77621459960938
2022-06-13,353.9407653808594,129.17330932617188,234.3945770263672
2022-06-14,352.874267578125,130.0352020263672,236.55218505859375
2022-06-15,357.9049377441406,132.65042114257812,243.58615112304688
2022-06-16,346.059814453125,127.39066314697266,237.01657104492188
2022-06-17,346.8057556152344,128.85983276367188,239.60958862304688
2022-06-21,355.5361022949219,133.0814208984375,245.5018768310547
2022-06-22,354.89154052734375,132.57208251953125,244.91168212890625
2022-06-23,358.37042236328125,135.4321746826172,250.4556427001953
2022-06-24,369.76434326171875,138.7525634765625,259.0086669921875
2022-06-27,368.3519592285156,138.7525634765625,256.2898864746094
2022-06-28,360.8254699707031,134.6191864013672,248.15292358398438
2022-06-29,360.5315856933594,136.37246704101562,251.81021118164062
2022-06-30,357.6025695800781,133.91397094726562,248.49154663085938
2022-07-01,361.3847961425781,136.07864379882812,251.15220642089844
2022-07-05,362.0672302246094,138.65464782714844,254.31610107421875
2022-07-06,363.29010009765625,139.98670959472656,257.5670166015625
2022-07-07,368.7311706542969,143.34634399414062,259.6859436035156
2022-07-08,368.4277648925781,144.02218627929688,258.969970703125
2022-07-11,364.2190246582031,141.89674377441406,255.92225646972656
2022-07-12,360.9961242675781,142.8663787841797,245.43414306640625
2022-07-13,359.1003112792969,142.50399780273438,244.51498413085938
2022-07-14,358.2281799316406,145.42282104492188,245.83084106445312
2022-07-15,365.0721130371094,147.08792114257812,248.3850860595703
2022-07-18,362.0577697753906,144.0515899658203,245.9953155517578
2022-07-19,371.8402404785156,147.90089416503906,251.10389709472656
2022-07-20,374.2100830078125,149.89903259277344,253.75494384765625
2022-07-21,378.0206604003906,152.16163635253906,256.241455078125
2022-07-22,374.5134582519531,150.927490234375,251.90692138671875
2022-07-25,374.96844482421875,149.81088256835938,250.42660522460938
2022-07-26,370.5321350097656,148.4886016845703,243.72157287597656
2022-07-27,380.15350341796875,153.57203674316406,260.01483154296875
2022-07-28,384.9216003417969,154.12059020996094,267.43585205078125
2022-07-29,390.5333251953125,159.1746826171875,271.625244140625
2022-08-01,389.37677001953125,158.19515991210938,268.98382568359375
2022-08-02,386.80792236328125,156.72601318359375,265.8974304199219
2022-08-03,392.86517333984375,162.7203826904297,273.2991638183594
2022-08-04,392.5997314453125,162.4069366455078,274.44085693359375
2022-08-05,391.9361877441406,162.1813507080078,273.7248229980469
2022-08-08,391.481201171875,161.71055603027344,271.2188720703125
2022-08-09,389.9265441894531,161.7595672607422,273.1346435546875
2022-08-10,398.1166076660156,165.99681091308594,279.7718505859375
2022-08-11,398.1166076660156,165.26116943359375,277.70135498046875
2022-08-12,404.8563537597656,168.80201721191406,282.4326477050781
2022-08-15,406.5246276855469,169.87112426757812,283.9419860839844
2022-08-16,407.32086181640625,169.71417236328125,283.2066650390625
2022-08-17,404.4298095703125,171.2050323486328,282.4600524902344
2022-08-18,405.60516357421875,170.81272888183594,281.3449401855469
2022-08-19,400.1546936035156,168.2330780029297,277.4472351074219
2022-08-22,391.8224792480469,164.3588104248047,269.3027648925781
2022-08-23,390.8744812011719,164.0253143310547,268.0326232910156
2022-08-24,392.1257629394531,164.31954956054688,267.40234375
2022-08-25,397.66162109375,166.77166748046875,270.3692932128906
2022-08-26,384.20111083984375,160.48451232910156,259.9365539550781
2022-08-29,381.6607360839844,158.28741455078125,257.16351318359375
2022-08-30,377.470947265625,155.86476135253906,254.9722900390625
2022-08-31,374.59869384765625,154.2071533203125,253.51788330078125
2022-09-01,375.774169921875,154.93296813964844,252.48046875
2022-09-02,371.8118896484375,152.82420349121094,248.2724151611328
2022-09-06,370.40899658203125,151.56866455078125,245.54786682128906
2022-09-07,377.0633239746094,152.97134399414062,250.24066162109375
2022-09-08,379.5279541015625,151.50003051757812,250.6575927734375
2022-09-09,385.4239196777344,154.354248046875,256.41693115234375
2022-09-12,389.5664367675781,160.2981414794922,258.5403137207031
2022-09-13,372.6270446777344,150.8919219970703,244.32620239257812
2022-09-14,374.0489807128906,152.33372497558594,244.5491943359375
2022-09-15,369.8022766113281,149.45008850097656,237.91722106933594
2022-09-16,366.9810485839844,147.81210327148438,237.2966766357422
2022-09-19,369.8270568847656,151.51966857910156,237.0833740234375
2022-09-20,365.58197021484375,153.89328002929688,235.07635498046875
2022-09-21,359.20477294921875,150.77423095703125,231.6827850341797
2022-09-22,356.18756103515625,149.81300354003906,233.65106201171875
2022-09-23,350.2197265625,147.54725646972656,230.6841278076172
2022-09-26,346.7550354003906,147.8807373046875,230.22837829589844
2022-09-27,345.8698425292969,148.85179138183594,229.2200164794922
2022-09-28,352.67535400390625,146.96856689453125,233.73829650878906
2022-09-29,345.3083190917969,139.7495880126953,230.27688598632812
2022-09-30,339.9685974121094,135.55160522460938,225.81678771972656
2022-10-03,348.94427490234375,139.72015380859375,233.4183349609375
2022-10-04,359.7568359375,143.30023193359375,241.31080627441406
2022-10-05,358.91925048828125,143.594482421875,241.6210479736328
2022-10-06,355.2166748046875,142.64309692382812,239.28433227539062
2022-10-07,345.3083190917969,137.40541076660156,227.1160430908203
2022-10-10,342.6717224121094,137.72909545898438,222.27780151367188
2022-10-11,340.50164794921875,136.316650390625,218.55459594726562
2022-10-12,339.3785095214844,135.68896484375,218.88421630859375
2022-10-13,348.3351135253906,140.24984741210938,227.1160430908203
2022-10-14,340.39697265625,135.7281951904297,221.6087646484375
2022-10-17,349.14410400390625,139.68093872070312,230.30596923828125
2022-10-18,353.24652099609375,140.99526977539062,231.24649047851562
2022-10-19,350.7431640625,141.10317993164062,229.28790283203125
2022-10-20,347.8020324707031,140.6421661376953,228.96792602539062
2022-10-21,356.254150390625,144.44784545898438,234.75634765625
2022-10-24,360.6134338378906,146.58602905273438,239.73036193847656
2022-10-25,366.3719482421875,149.420654296875,243.03663635253906
2022-10-26,363.6116638183594,146.4879913330078,224.28485107421875
2022-10-27,361.669921875,142.02517700195312,219.85382080078125
2022-10-28,370.27435302734375,152.75550842285156,228.69642639160156
2022-10-31,367.5997314453125,150.40145874023438,225.07020568847656
2022-11-01,365.9912109375,147.76304626464844,221.23065185546875
2022-11-02,356.80621337890625,142.25076293945312,213.4060821533203
2022-11-03,353.1322021484375,136.21861267089844,207.73399353027344
2022-11-04,358.21490478515625,135.95335388183594,214.65682983398438
2022-11-07,361.64141845703125,136.4838409423828,220.93975830078125
2022-11-08,363.5926513671875,137.0537109375,221.90931701660156
2022-11-09,356.1018981933594,132.5048828125,217.68197631835938
2022-11-10,375.6711120605469,144.29443359375,235.5902099609375
2022-11-11,379.3070983886719,147.07481384277344,239.59458923339844
2022-11-14,376.0804443359375,145.6797332763672,234.20372009277344
2022-11-15,379.2880859375,147.4088592529297,234.61093139648438
2022-11-16,376.3945617675781,146.1807861328125,235.0387420654297
2022-11-17,375.24273681640625,148.07691955566406,234.9901123046875
2022-11-18,376.946533203125,148.63694763183594,234.5428466796875
2022-11-21,375.5760192871094,145.41444396972656,235.3498992919922
2022-11-22,380.6300964355469,147.5464324951172,238.24740600585938
2022-11-23,383.0286560058594,148.42080688476562,240.72682189941406
2022-11-25,382.9430236816406,145.51268005371094,240.63931274414062
2022-11-28,376.83233642578125,141.69093322753906,235.06793212890625
2022-11-29,376.18511962890625,138.69439697265625,233.67750549316406
2022-11-30,388.03515625,145.43408203125,248.07752990722656
2022-12-01,387.7496032714844,145.709228515625,247.6400146484375
2022-12-02,387.30230712890625,145.21795654296875,247.96087646484375
2022-12-05,380.33502197265625,144.05870056152344,243.27430725097656
2022-12-06,374.85260009765625,140.40390014648438,238.3348846435547
2022-12-07,374.2148742675781,138.4684600830078,237.6056671142578
2022-12-08,377.1464538574219,140.1484375,240.5518035888672
2022-12-09,374.3291015625,139.6670684814453,238.62660217285156
2022-12-12,379.725830078125,141.9562225341797,245.52035522460938
2022-12-13,382.6003112792969,142.91897583007812,249.80828857421875
2022-12-14,380.1541748046875,140.6986541748047,250.09999084472656
2022-12-15,370.85504150390625,134.1063232421875,242.11720275878906
2022-12-16,366.4766540527344,132.1512451171875,237.9167938232422
2022-12-19,363.3689270019531,130.04873657226562,233.794189453125
2022-12-20,363.8662414550781,129.97996520996094,235.10679626464844
2022-12-21,369.3070068359375,133.07472229003906,237.6640167236328
2022-12-22,364.0382995605469,129.91116333007812,231.59671020507812
2022-12-23,366.1323547363281,129.5476837158203,232.1217803955078
