date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0,eta_v,kappa_q,theta_q,v0_q,n_quotes,q_success,q_explosive
2018-10-01,2017-04-03,2018-10-01,378,0.1419101745953745,20.0,0.012143013506454853,3.0,-0.3909816784927955,0.003201753354104873,-29.98310646054383,49.98310646054383,0.004858847065074047,0.02320765293902027,24,True,False
2018-10-31,2017-05-01,2018-10-31,381,0.084833668656098,20.0,0.014843119089308805,3.0,-0.40644493161529643,0.0553811662137758,13.022138581914657,6.977861418085343,0.04254346195766556,0.061508160165191776,24,True,False
2018-11-30,2017-05-31,2018-11-30,381,0.08869955154516776,20.0,0.016376921599640236,3.0,-0.3414972727905659,0.03377742782883975,-11.574333070632886,31.574333070632886,0.010373566126007787,0.05205676856066476,24,True,False
2018-12-31,2017-07-03,2018-12-31,377,0.022160191761772738,20.0,0.020910894528289085,3.0,-0.24451784641638522,0.08483307047270959,19.35124407134145,0.6487559286585487,0.6446459632832071,0.05770781852172562,24,True,False
2019-01-31,2017-08-01,2019-01-31,378,0.05987804480404731,20.0,0.02266739582140489,3.0,-0.22635945307806876,0.035664570199194515,-9.135181332702029,29.13518133270203,0.015560154277098979,0.02308948192539796,24,True,False
2019-02-28,2017-08-29,2019-02-28,377,0.08678965580285702,20.0,0.022619521034826204,3.0,-0.22113652137503087,0.010121795387038085,-40.0,60.0,0.007539840344942068,0.016685545719844597,24,True,False
2019-03-31,2017-10-02,2019-03-29,375,0.0790597248966699,20.0,0.023250708028535454,3.0,-0.2178195250908284,0.012932893507826919,-40.0,60.0,0.007750236009511818,0.029901549215993084,23,True,False
2019-04-30,2017-10-31,2019-04-30,375,0.0908820388024183,20.0,0.023354015642098606,3.0,-0.21606008424313836,0.004455943279858887,-40.0,60.0,0.007784671880699535,0.0150706949817386,24,True,False
2019-05-31,2017-12-01,2019-05-31,375,0.02595997358994174,20.0,0.02435204229789499,3.0,-0.23485911049439817,0.021455034706077406,-27.575428148455362,47.57542814845536,0.010237235163457224,0.03493810208303242,24,True,False
2019-06-30,2018-01-02,2019-06-28,375,0.06424202040705887,20.0,0.024967394128419907,3.0,-0.2231925776243957,0.015169696856751807,-40.0,60.0,0.008322464709473303,0.03206246052359199,24,True,False
2019-07-31,2018-02-01,2019-07-31,376,0.03637591856226317,20.0,0.024784778821310135,3.0,-0.22717069777613896,0.006470967031848547,-40.0,60.0,0.008261592940436711,0.012439116917036945,24,True,False
2019-08-31,2018-03-01,2019-08-30,379,0.050389586576966336,20.0,0.023837293791540887,3.0,-0.15521493106080847,0.05109334255607331,-33.75733269401886,53.75733269401886,0.008868480855335693,0.042156206825589376,24,True,False
2019-09-30,2018-04-02,2019-09-30,378,0.07959802138718312,20.0,0.022184039223334315,3.0,-0.16623324837766665,0.008053333083905639,-40.0,60.0,0.007394679741111438,0.026713833857192663,24,True,False
