date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0,lam,mu_j,sigma_j,kappa_j,eta_v,kappa_q,theta_q,v0_q,mu_j_q,kappa_j_q,n_quotes,q_success,q_explosive,jump_premium_identified
2018-10-01,2017-04-03,2018-10-01,378,0.1419101745953745,20.0,0.012143013506454853,3.0,-0.3909816784927955,0.003201753354104873,5.333333333333333,-0.020710026305452045,0.02080206295127623,-0.020285095477747705,-16.068188574217277,36.068188574217274,0.006733364766277771,0.00663794024605197,-0.0226392471727626,-0.022173359890353517,24,True,False,True
2018-10-31,2017-05-01,2018-10-31,381,0.084833668656098,20.0,0.014843119089308805,3.0,-0.40644493161529643,0.0553811662137758,3.968503937007874,-0.0238569348286027,0.02544244784229075,-0.0232585276794115,-9.219606003783293,29.21960600378329,0.010159698311734217,0.06845063475149542,-0.0691438844848617,-0.0665055164164402,24,True,False,True
2018-11-30,2017-05-31,2018-11-30,381,0.08869955154516776,20.0,0.016376921599640236,3.0,-0.3414972727905659,0.03377742782883975,3.968503937007874,-0.0238569348286027,0.02544244784229075,-0.0232585276794115,-31.140495443690558,51.140495443690554,0.006404678506751047,0.05938825846689699,-0.04542853653143029,-0.04410277549263475,24,True,False,True
2018-12-31,2017-07-03,2018-12-31,377,0.022160191761772738,20.0,0.020910894528289085,3.0,-0.24451784641638522,0.08483307047270959,4.679045092838196,-0.022316234075055976,0.031521241134619515,-0.021583117703775523,-7.858378469813148,27.858378469813147,0.015012284042983886,0.06428997369722984,-0.08823703994841885,-0.08400121948746431,24,True,False,True
2019-01-31,2017-08-01,2019-01-31,378,0.05987804480404731,20.0,0.02266739582140489,3.0,-0.22635945307806876,0.035664570199194515,4.666666666666667,-0.013586809364645751,0.03773218830833284,-0.01279242273347525,-40.0,60.0,0.007555798607134964,0.027883672497876634,-0.05143964531965369,-0.049462615385742814,24,True,False,True
2019-02-28,2017-08-29,2019-02-28,377,0.08678965580285702,20.0,0.022619521034826204,3.0,-0.22113652137503087,0.010121795387038085,4.679045092838196,-0.013586809364645751,0.03773218830833284,-0.01279242273347525,-40.0,60.0,0.007539840344942068,0.0001,-0.02958325999801301,-0.028458604295931722,24,True,False,True
2019-03-31,2017-10-02,2019-03-29,375,0.0790597248966699,20.0,0.023250708028535454,3.0,-0.2178195250908284,0.012932893507826919,4.704,-0.013586809364645751,0.03773218830833284,-0.01279242273347525,-40.0,60.0,0.007750236009511818,0.004340526132266345,-0.03815947639590005,-0.03675512630919486,23,True,False,True
2019-04-30,2017-10-31,2019-04-30,375,0.0908820388024183,20.0,0.023354015642098606,3.0,-0.21606008424313836,0.004455943279858887,4.704,-0.013586809364645751,0.03773218830833284,-0.01279242273347525,-40.0,60.0,0.007784671880699535,0.0001,-0.026404789914294676,-0.02536567624886077,24,True,False,True
2019-05-31,2017-12-01,2019-05-31,375,0.02595997358994174,20.0,0.02435204229789499,3.0,-0.23485911049439817,0.021455034706077406,4.704,-0.013586809364645751,0.03773218830833284,-0.01279242273347525,-40.0,60.0,0.008117347432631664,0.019008626224787318,-0.04962153006797579,-0.04773285689582207,24,True,False,True
2019-06-30,2018-01-02,2019-06-28,375,0.06424202040705887,20.0,0.024967394128419907,3.0,-0.2231925776243957,0.015169696856751807,4.704,-0.013586809364645751,0.03773218830833284,-0.01279242273347525,-40.0,60.0,0.008322464709473303,0.011390576180930537,-0.03509812736002681,-0.03380177923723471,24,True,False,True
2019-07-31,2018-02-01,2019-07-31,376,0.03637591856226317,20.0,0.024784778821310135,3.0,-0.22717069777613896,0.006470967031848547,4.691489361702128,-0.013586809364645751,0.03773218830833284,-0.01279242273347525,-40.0,60.0,0.008261592940436711,0.0001,-0.027443457848588572,-0.026377472117677714,24,True,False,True
2019-08-31,2018-03-01,2019-08-30,379,0.050389586576966336,20.0,0.023837293791540887,3.0,-0.15521493106080847,0.05109334255607331,4.654353562005277,-0.010689159356941655,0.03562572359425228,-0.010004185129660725,-40.0,60.0,0.007945764597180296,0.015129676340657282,-0.050006890038546345,-0.04817329559394412,24,True,False,True
2019-09-30,2018-04-02,2019-09-30,378,0.07959802138718312,20.0,0.022184039223334315,3.0,-0.16623324837766665,0.008053333083905639,4.666666666666667,-0.010689159356941655,0.03562572359425228,-0.010004185129660725,-40.0,60.0,0.007394679741111438,0.0005060078663902937,-0.04303001444850747,-0.04150929918891033,24,True,False,True
