date,window_start,window_end,n_days,lambda,omega,alpha,beta,sigma0,mu_p,rf_mean,persist_p,persist_q,uncond_var_p,uncond_var_q,q_stationary
2018-10-01,2017-04-03,2018-10-01,378,0.18994405028581568,6.054502488146666e-05,0.12931614017690535,0.6160287533005214,0.014324981085343342,0.7037841392463453,0.014554232804232802,0.7453448934774267,0.7500104571662092,0.0002377530366786492,0.00024219023001982487,True
2018-10-31,2017-05-01,2018-10-31,381,0.16526666261924428,5.588479648130246e-05,0.17792815638168905,0.6497132607485417,0.041332617575158666,0.6757573301209474,0.01536062992125984,0.8276414171302308,0.8325011812801191,0.0003242356461211329,0.0003336429289973812,True
2018-11-30,2017-05-31,2018-11-30,381,0.1586961575054216,4.5737146529818504e-05,0.1635065870091245,0.7155743132914437,0.02752023452453271,0.6942643681807282,0.016172965879265092,0.8790809003005682,0.8831987271024467,0.0003782458407605347,0.00039158089115976235,True
2018-12-31,2017-07-03,2018-12-31,377,0.1656836940630069,4.334082183349319e-05,0.19617267656989562,0.7160689541701666,0.036382001504416915,0.7790979490266141,0.01695119363395225,0.9122416307400623,0.9176267838492745,0.0004938653965312292,0.0005261518714309844,True
2019-01-31,2017-08-01,2019-01-31,378,0.17100101322154865,4.421027532969985e-05,0.19182980498670696,0.7231233692644942,0.027667115014068763,0.8297507710681007,0.01767804232804233,0.9149531742512012,0.9205625360522178,0.0005198345139921256,0.0005565418775045646,True
2019-02-28,2017-08-29,2019-02-28,377,0.17406958790615662,4.842956751084297e-05,0.2064194286039887,0.7009420157550389,0.013504393747797792,0.8567996941395011,0.0184053050397878,0.9073614443590277,0.9136159987539709,0.0005227798207318271,0.0005606312142558828,True
2019-03-31,2017-10-02,2019-03-29,375,0.17877730614727033,5.382892654351642e-05,0.19879069575472902,0.6974390781712307,0.016505085313801963,0.8935824959209583,0.0192376,0.8962297739259597,0.902583387998374,0.0005187319000838387,0.0005525641411407117,True
2019-04-30,2017-10-31,2019-04-30,375,0.1631463831110436,1.6845441018948522e-05,0.25268813681967534,0.7268691107011873,0.015156053688686876,0.7517463619675536,0.01998986666666667,0.9795572475208627,0.9862829825464727,0.0008240299850100918,0.0012280687894449527,True
2019-05-31,2017-12-01,2019-05-31,375,0.14439935720685282,1.7657084947381517e-05,0.22550432840035317,0.7473833983720959,0.013475966695126552,0.6705415937083619,0.020668799999999998,0.9728877267724491,0.9775897568432547,0.0006512580040480983,0.0007879024258630969,True
2019-06-30,2018-01-02,2019-06-28,375,0.15930495964125724,2.0125932885406373e-05,0.22248603187604704,0.7436309359354493,0.012520730954042289,0.7559958491780162,0.02113706666666667,0.9661169678114963,0.9717632339394688,0.0005939826392584491,0.0007127562994382008,True
2019-07-31,2018-02-01,2019-07-31,376,0.13909408602296403,1.7298751854058232e-05,0.21941546357798075,0.7486722112776736,0.014515291599177887,0.6430743840074719,0.021535904255319146,0.9680876748556544,0.9723327419818295,0.0005420711833378683,0.0006252427270782404,True
2019-08-31,2018-03-01,2019-08-30,379,0.11600552847582202,1.6052714236849854e-05,0.20234224417235708,0.7696822316748457,0.015069225610641218,0.5286226157613343,0.02172480211081794,0.9720244758472028,0.9747474526164259,0.0005738128139859984,0.0006356869266698851,True
2019-09-30,2018-04-02,2019-09-30,378,0.10166694201877935,1.3603679831240002e-05,0.1565502334679032,0.8078984641899447,0.015329415878292634,0.44507405079693224,0.02184656084656085,0.9644486976578479,0.96606682703043,0.00038264926838166866,0.0004008961921550713,True
