date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0,eta_v,kappa_q,theta_q,v0_q,n_quotes,q_success,q_explosive
2014-01-02,2012-07-03,2014-01-02,379,0.15966915637280898,20.0,0.05465220710570317,3.0,-0.18053201158291896,0.030816269839110653,6.840148433306548,13.159851566693451,0.083059002343193,0.05434317687762022,20,True,False
2014-01-31,2012-08-01,2014-01-31,379,0.19587566796266498,20.0,0.05516365058648684,3.0,-0.18158690335391311,0.0643738637577473,-5.530201119483829,25.530201119483827,0.0432144269669601,0.0837635967688235,24,True,False
2014-02-28,2012-08-29,2014-02-28,378,0.17946373446131797,20.0,0.05604411911728326,3.0,-0.18447226025146357,0.03755911101541747,-13.767274853074957,33.76727485307496,0.03319433940768821,0.04894932682603432,19,True,False
2014-03-31,2012-10-01,2014-03-31,377,0.2443983297398733,20.0,0.057310438032499474,3.0,-0.17523493491882783,0.05244063183744528,-1.7883683847450191,21.78836838474502,0.05260645223221487,0.06559634959552353,22,True,False
2014-04-30,2012-10-31,2014-04-30,377,0.2704610359088205,20.0,0.05793463426128763,3.0,-0.17240665613510608,0.038610589835634805,-22.414252552863395,42.414252552863395,0.02731847469860763,0.07407497272548078,19,True,False
2014-05-31,2012-12-03,2014-05-30,376,0.31818737029888017,20.0,0.05563740737730771,3.0,-0.18033634705750576,0.02169383219699055,-26.01091509218621,46.01091509218621,0.02418443852543864,0.03979427050100056,15,True,False
2014-06-30,2012-12-31,2014-06-30,378,0.33052117056694197,20.0,0.05498506086140091,3.0,-0.17986208406134682,0.020058775763584884,-10.014626254820385,30.014626254820385,0.03663884427184579,0.02756815685446379,13,True,False
2014-07-31,2013-02-01,2014-07-31,378,0.33123897208859054,20.0,0.05449468985701639,3.0,-0.18347635891962938,0.025920803336011135,-8.691204941928175,28.691204941928177,0.03798703468001097,0.04049542192668691,20,True,False
2014-08-31,2013-03-01,2014-08-29,380,0.35374734142514463,20.0,0.05385602891329558,3.0,-0.183080519662813,0.015039899721942121,-15.682112841045342,35.68211284104534,0.030186569474296755,0.022280039298076693,20,True,False
2014-09-30,2013-04-01,2014-09-30,381,0.3472258713854683,20.0,0.054665028731693585,3.0,-0.18175320839642728,0.02437732622093741,-8.148972643371652,28.14897264337165,0.03883980379977795,0.03388365108610503,17,True,False
2014-10-31,2013-05-01,2014-10-31,382,0.2584925364319098,20.0,0.05262839838459021,3.0,-0.19619666135390174,0.06972963912261734,-31.050508244260367,51.05050824426037,0.02061816823949338,0.04974721447696036,18,True,False
2014-11-30,2013-05-31,2014-11-28,380,0.2338438796074841,20.0,0.05189151787051905,3.0,-0.2004573909492872,0.022901024824892095,-8.064858495591443,28.064858495591444,0.03697971103518688,0.04147234619484807,18,True,False
2014-12-31,2013-07-01,2014-12-31,381,0.2234599092639597,20.0,0.05215481186709663,3.0,-0.19864109269673472,0.049934205731237406,-0.3380640716761922,20.338064071676193,0.051287882350346245,0.04670246175412767,20,True,False
