trading_date,S_t,K,dte,r,market,model_price,error,early_ex_frac,mean_ex_day
2018-03-14,275.214962,257.0,15,0.0176,18.23,18.596174372500386,0.3661743725003852,0.421,11.626
2019-09-05,297.810846,277.0,8,0.0197,20.62,20.92157890648854,0.30157890648854035,0.4455,7.2135
2019-01-15,260.405414,247.0,31,0.0245,14.99,14.338455939475278,-0.6515440605247225,0.826,25.984
2019-01-15,260.405414,247.5,24,0.0245,13.96,13.994587347082277,0.034587347082275954,0.348,20.772
2019-06-03,274.665808,261.0,46,0.0235,16.23,16.845059560864147,0.6150595608641467,0.3255,43.572
2018-02-28,271.394485,260.0,51,0.0165,14.6,13.844058467689054,-0.7559415323109455,0.8795,38.897
2018-04-05,265.675501,269.0,11,0.0172,1.6,0.9116630821049692,-0.6883369178950309,0.0345,10.9085
2019-02-06,272.708317,269.0,7,0.0242,4.29,4.351703924428907,0.061703924428907264,0.196,6.642
2019-07-09,297.272645,303.0,31,0.0226,1.52,2.5663886663820334,1.0463886663820334,0.0695,30.7065
2019-07-30,300.761943,307.0,27,0.0208,0.99,1.9315401231522669,0.9415401231522669,0.0925,26.516
2019-02-21,277.396709,277.5,43,0.0245,4.45,5.765501149182255,1.3155011491822552,0.404,39.713
2019-09-05,297.810846,293.0,50,0.0197,8.84,8.610414958076145,-0.22958504192385476,0.5855,37.7505
2019-07-23,299.948654,309.0,15,0.0206,0.11,0.6822393373758482,0.5722393373758482,0.031,14.8225
2018-11-29,273.930031,291.0,8,0.0237,0.08,0.0758705404559391,-0.0041294595440608955,0.0035,7.9945
2018-11-21,265.054563,286.0,21,0.0241,0.08,0.32571322019350246,0.24571322019350245,0.013,20.9255
2018-05-10,272.058549,287.5,29,0.019,0.11,1.0918628846511043,0.9818628846511043,0.028,28.8605
2019-05-03,294.102535,320.0,49,0.0243,0.1,1.7484177908746688,1.6484177908746687,0.0645,47.8275
2019-08-13,292.381097,308.0,48,0.02,0.51,2.7928254379179815,2.2828254379179818,0.059,47.819
2018-10-02,291.540791,293.0,20,0.0223,1.67,2.3015748550711246,0.6315748550711247,0.205,19.5235
2018-11-07,280.964928,261.0,54,0.0237,22.37,23.019414542580126,0.649414542580125,0.771,48.577
2019-11-29,314.18715,311.0,42,0.0159,6.65,8.014941858382667,1.3649418583826662,0.4575,39.067
2019-03-07,275.078384,279.5,8,0.0245,0.41,0.49164448129440624,0.08164448129440627,0.045,7.9155
2019-07-09,297.272645,290.0,45,0.0226,10.75,9.522290848492645,-1.227709151507355,0.698,24.29
2019-06-24,293.592924,307.5,25,0.0213,0.27,0.9712999743009443,0.7012999743009443,0.045,24.6585
