trading_date,S_t,K,dte,r,market,model_price,error,early_ex_frac,mean_ex_day
2018-03-14,275.214962,257.0,15,0.0176,18.23,18.214962000000014,-0.01503799999998634,1.0,0.0
2019-09-05,297.810846,277.0,8,0.0197,20.62,20.810846000000026,0.19084600000002538,1.0,0.0
2019-01-15,260.405414,247.0,31,0.0245,14.99,15.200789108773561,0.21078910877356094,0.615,18.092
2019-01-15,260.405414,247.5,24,0.0245,13.96,14.600994732715929,0.640994732715928,0.642,15.2345
2019-06-03,274.665808,261.0,46,0.0235,16.23,18.647867610574693,2.4178676105746923,0.46,38.3155
2018-02-28,271.394485,260.0,51,0.0165,14.6,11.394484999999975,-3.205515000000025,1.0,0.0
2018-04-05,265.675501,269.0,11,0.0172,1.6,1.2105895998113005,-0.38941040018869955,0.112,10.446
2019-02-06,272.708317,269.0,7,0.0242,4.29,4.846632514454345,0.5566325144543454,0.11,6.89
2019-07-09,297.272645,303.0,31,0.0226,1.52,3.4540814111956823,1.9340814111956823,0.2275,29.3265
2019-07-30,300.761943,307.0,27,0.0208,0.99,2.2538234436602695,1.2638234436602696,0.0995,26.05
2019-02-21,277.396709,277.5,43,0.0245,4.45,8.193477926523492,3.743477926523492,0.2625,39.03
2019-09-05,297.810846,293.0,50,0.0197,8.84,6.138193984886635,-2.701806015113365,0.5885,27.8265
2019-07-23,299.948654,309.0,15,0.0206,0.11,1.0526676546207867,0.9426676546207867,0.108,14.669
2018-11-29,273.930031,291.0,8,0.0237,0.08,0.22153687373102368,0.1415368737310237,0.0015,7.9965
2018-11-21,265.054563,286.0,21,0.0241,0.08,0.4659340110120038,0.3859340110120038,0.0345,20.81
2018-05-10,272.058549,287.5,29,0.019,0.11,0.29948791425098864,0.18948791425098865,0.0345,28.6375
2019-05-03,294.102535,320.0,49,0.0243,0.1,4.096057090011668,3.9960570900116683,0.084,48.2045
2019-08-13,292.381097,308.0,48,0.02,0.51,1.2392951116110644,0.7292951116110644,0.083,46.3705
2018-10-02,291.540791,293.0,20,0.0223,1.67,2.312107738190521,0.6421077381905209,0.16,19.1975
2018-11-07,280.964928,261.0,54,0.0237,22.37,19.964927999999986,-2.4050720000000148,1.0,0.0
2019-11-29,314.18715,311.0,42,0.0159,6.65,4.729780879125621,-1.9202191208743793,0.4175,31.444
2019-03-07,275.078384,279.5,8,0.0245,0.41,1.2507088683779803,0.8407088683779804,0.134,7.7125
2019-07-09,297.272645,290.0,45,0.0226,10.75,11.578627575917345,0.8286275759173449,0.3685,41.5245
2019-06-24,293.592924,307.5,25,0.0213,0.27,1.963347520650731,1.693347520650731,0.112,24.411
