date,ticker,mu,sigma
2023-03-09 09:30:00,AAPL,0.4815006137207511,0.18955787837394172
2023-03-09 09:30:00,MSFT,1.2255583633231772,0.22202642280107854
2023-03-09 09:30:00,SPY,0.5680653626579222,0.13215536004539302
2023-03-09 13:06:00,AAPL,1.1247869809764595,0.1721031672475504
2023-03-09 13:06:00,MSFT,4.020045173977252,0.2068346939277419
2023-03-09 13:06:00,SPY,0.1849159180747506,0.11314522410171356
2023-03-10 10:13:00,AAPL,-6.823760772880419,0.22531224481042614
2023-03-10 10:13:00,MSFT,-7.385298801042745,0.25011211067135064
2023-03-10 10:13:00,SPY,-6.338753690864169,0.18113050648255388
2023-03-10 13:49:00,AAPL,-6.762273015910054,0.25427917092639396
2023-03-10 13:49:00,MSFT,-6.016953004339239,0.28211800450878705
2023-03-10 13:49:00,SPY,-6.650587944355873,0.2204298701346994
2023-03-13 10:57:00,AAPL,22.48753157938018,0.5195300147769367
2023-03-13 10:57:00,MSFT,24.526910163395108,0.5467051519875576
2023-03-13 10:57:00,SPY,4.505401413086587,0.5241125628521281
2023-03-13 14:33:00,AAPL,8.615260713914283,0.3894112976139457
2023-03-13 14:33:00,MSFT,11.208303538993162,0.40532114453102297
2023-03-13 14:33:00,SPY,2.6197695485017665,0.37434746450686873
2023-03-14 11:40:00,AAPL,1.1699108860149998,0.2953518528567367
2023-03-14 11:40:00,MSFT,4.853265904164889,0.341144973163463
2023-03-14 11:40:00,SPY,3.3901784270132787,0.31443280896362996
2023-03-14 15:16:00,AAPL,-3.0838817141823434,0.2641891826673898
2023-03-14 15:16:00,MSFT,0.8619411388377394,0.2963385084484176
2023-03-14 15:16:00,SPY,-0.6562926752657958,0.2729627984664651
2023-03-15 12:23:00,AAPL,-3.804786303446047,0.2875453333614628
2023-03-15 12:23:00,MSFT,2.1666771391769792,0.30563531259448934
2023-03-15 12:23:00,SPY,-5.04572456290229,0.303545012506024
2023-03-15 15:59:00,AAPL,0.7257974513854712,0.28150817709207576
2023-03-15 15:59:00,MSFT,4.482161255448045,0.33019488970325545
2023-03-15 15:59:00,SPY,-1.5099912023492763,0.3161487802262785
