date,window_start,window_end,n_days,mu,omega,alpha,beta,sigma0,lam,mu_j,sigma_j,kappa
2019-09-03,2018-03-05,2019-09-03,378,0.21363910109801681,4.7180551910475045e-06,0.1684315683981554,0.7885594963063168,0.010705197339169373,3.3333333333333335,-0.029199980358307086,0.004139444727819469,-0.02876945933950481
