date,ticker,mu,theta,kappa,xi,rho,lam,v0,mu_j,sigma_j,kappa_j
2019-01-02,AAPL,-0.33007477477319713,0.08938262156442166,229.81629607943566,6.403205509328072,-0.11080283682667828,4.0,0.1236592054355827,-0.0002901071753456108,0.0966510620223204,0.004390215603081504
2019-01-02,MSFT,-0.21072160070967927,0.07476724976280626,252.0,1e-06,-0.20967599734642361,4.0,0.11291358314264223,0.061438865907203155,0.006560322916625689,0.06338836937864767
2019-01-02,SPY,-0.2655897204594454,0.02716642589484962,205.4122992925819,3.3374130553251447,-0.340175805947401,2.0,0.05675717255218808,0.04838696385542551,0.0,0.04957672500833232
2019-01-31,AAPL,-0.044363325603009,0.12333425765613788,252.0,1e-06,0.026330298201075276,2.0,0.11673205550793583,-0.10492448438305502,0.0,-0.09960748628479688
2019-01-31,MSFT,-0.14838257417135223,0.08910391050926822,209.69856157161277,6.106981353407381,-0.17802880780590544,2.0,0.09357159947112656,0.06607771472832269,0.0,0.0683097373410082
2019-01-31,SPY,-0.18020482474995295,0.03184233975191439,204.07389521375146,3.6014442723638997,-0.2860296949834617,2.0,0.035664570199194515,0.04838696385542551,0.0,0.04957672500833232
2019-02-28,AAPL,-0.2548811554394151,0.11769147755051848,252.0,1e-06,0.048356641257436765,2.016,0.07642177450368642,-0.10492448438305502,0.0,-0.09960748628479688
2019-02-28,MSFT,-0.08450064238269667,0.0927880167520033,213.23127167481476,6.284227236487245,-0.16708989121905343,2.016,0.04823411832365816,0.06607771472832269,0.0,0.0683097373410082
2019-02-28,SPY,-0.1789936724355309,0.032316653440227015,206.0103957093818,3.645341708993613,-0.28033133477971506,2.016,0.010121795387038085,0.04838696385542551,0.0,0.04957672500833232
2019-03-31,AAPL,-0.12279521370663035,0.1189288080172332,252.0,1e-06,0.07224218216585948,2.032258064516129,0.05128580759892521,-0.10492448438305502,0.0,-0.09960748628479688
2019-03-31,MSFT,-0.054842183590991675,0.093610621435707,212.67554055444768,6.303791247358262,-0.1496230311589719,2.032258064516129,0.030111157852242807,0.06607771472832269,0.0,0.0683097373410082
2019-03-31,SPY,-0.15583323467108123,0.034162603463183304,212.34410528812543,3.8051875817091423,-0.2707363715451268,2.032258064516129,0.012932893507826919,0.04838696385542551,0.0,0.04957672500833232
