date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0,eta_v,kappa_q,theta_q,v0_q,n_quotes,q_success,q_explosive
2018-10-01,2017-04-03,2018-10-01,378,0.5438359073244179,20.0,0.05922112404171132,3.0,0.21049842906630784,0.05281274368640807,19.368510221706458,0.6314897782935418,1.8756004001123505,0.03558226397254949,24,True,False
