ticker,date,window_start,window_end,n_days,mu,sigma,lam,mu_j,sigma_j,kappa
AAPL,2019-01-02,2018-07-03,2019-01-02,126,-0.33007477477319713,0.2640247662374547,4.0,-0.0002901071753456108,0.0966510620223204,0.004390215603081504
AAPL,2019-01-03,2018-07-05,2019-01-03,126,-0.29676145560795175,0.26594675945937485,6.0,-0.035168232911248744,0.09121493769975189,-0.030532328584460977
AAPL,2019-01-04,2018-07-05,2019-01-04,127,-0.07054406118996247,0.3136234451141421,3.968503937007874,-0.08677860646163249,0.025662146657642246,-0.08281798205959667
AAPL,2019-01-07,2018-07-09,2019-01-07,126,-0.11990688337283409,0.31380264176108025,4.0,-0.08677860646163249,0.025662146657642246,-0.08281798205959667
AAPL,2019-01-08,2018-07-09,2019-01-08,127,-0.08087866597608236,0.3139126508460168,3.968503937007874,-0.08677860646163249,0.025662146657642246,-0.08281798205959667
AAPL,2019-01-09,2018-07-10,2019-01-09,127,-0.07473074282619077,0.3142424869474374,3.968503937007874,-0.08677860646163249,0.025662146657642246,-0.08281798205959667
AAPL,2019-01-10,2018-07-11,2019-01-10,127,-0.06586292534308112,0.3143161864191669,3.968503937007874,-0.08677860646163249,0.025662146657642246,-0.08281798205959667
AAPL,2019-01-11,2018-07-12,2019-01-11,127,-0.059422515152188805,0.314115844843908,3.968503937007874,-0.08677860646163249,0.025662146657642246,-0.08281798205959667
AAPL,2019-01-14,2018-07-16,2019-01-14,126,-0.12767253027626776,0.3148349370010179,4.0,-0.08677860646163249,0.025662146657642246,-0.08281798205959667
AAPL,2019-01-15,2018-07-16,2019-01-15,127,-0.0858070304995438,0.3151263321717189,3.968503937007874,-0.08677860646163249,0.025662146657642246,-0.08281798205959667
AAPL,2019-01-16,2018-07-17,2019-01-16,127,-0.1937115861053833,0.33217110786931,1.984251968503937,-0.10492448438305502,0.0,-0.09960748628479688
AAPL,2019-01-17,2018-07-18,2019-01-17,127,-0.1875202522667445,0.332281970571459,1.984251968503937,-0.10492448438305502,0.0,-0.09960748628479688
AAPL,2019-01-18,2018-07-19,2019-01-18,127,-0.16424094814771717,0.3324107808846171,1.984251968503937,-0.10492448438305502,0.0,-0.09960748628479688
AAPL,2019-01-22,2018-07-23,2019-01-22,126,-0.22230230782760202,0.33481962278651667,2.0,-0.10492448438305502,0.0,-0.09960748628479688
AAPL,2019-01-23,2018-07-24,2019-01-23,126,-0.21595541931985401,0.3348984177947924,2.0,-0.10492448438305502,0.0,-0.09960748628479688
AAPL,2019-01-24,2018-07-25,2019-01-24,126,-0.24656968536624768,0.334772389134418,2.0,-0.10492448438305502,0.0,-0.09960748628479688
AAPL,2019-01-25,2018-07-26,2019-01-25,126,-0.19977179877817516,0.337931282466683,2.0,-0.10492448438305502,0.0,-0.09960748628479688
AAPL,2019-01-28,2018-07-30,2019-01-28,125,-0.17981978576288743,0.33877301361216833,2.016,-0.10492448438305502,0.0,-0.09960748628479688
AAPL,2019-01-29,2018-07-30,2019-01-29,126,-0.1993855771624742,0.33764629084641934,2.0,-0.10492448438305502,0.0,-0.09960748628479688
AAPL,2019-01-30,2018-07-31,2019-01-30,126,-0.054799582533140705,0.3509065740756795,2.0,-0.10492448438305502,0.0,-0.09960748628479688
AAPL,2019-01-31,2018-08-01,2019-01-31,126,-0.044363325603009,0.35107353076132825,2.0,-0.10492448438305502,0.0,-0.09960748628479688
AAPL,2019-02-01,2018-08-02,2019-02-01,126,-0.1587914402957673,0.34112404305007704,2.0,-0.10492448438305502,0.0,-0.09960748628479688
AAPL,2019-02-04,2018-08-06,2019-02-04,125,-0.16757414139971924,0.3422998832356352,2.016,-0.10492448438305502,0.0,-0.09960748628479688
AAPL,2019-02-05,2018-08-06,2019-02-05,126,-0.13203303013041054,0.34192434240965425,2.0,-0.10492448438305502,0.0,-0.09960748628479688
AAPL,2019-02-06,2018-08-07,2019-02-06,126,-0.14177905517012435,0.3418065023596862,2.0,-0.10492448438305502,0.0,-0.09960748628479688
AAPL,2019-02-07,2018-08-08,2019-02-07,126,-0.16133873131173845,0.3425405155109687,2.0,-0.10492448438305502,0.0,-0.09960748628479688
AAPL,2019-02-08,2018-08-09,2019-02-08,126,-0.16033348178329526,0.34254753175727476,2.0,-0.10492448438305502,0.0,-0.09960748628479688
AAPL,2019-02-11,2018-08-13,2019-02-11,125,-0.18320555377557773,0.34371701251156955,2.016,-0.10492448438305502,0.0,-0.09960748628479688
AAPL,2019-02-12,2018-08-13,2019-02-12,126,-0.16444264709072567,0.3426375739071122,2.0,-0.10492448438305502,0.0,-0.09960748628479688
AAPL,2019-02-13,2018-08-14,2019-02-13,126,-0.18581115051302072,0.342471731243881,2.0,-0.10492448438305502,0.0,-0.09960748628479688
AAPL,2019-02-14,2018-08-15,2019-02-14,126,-0.1869550771885181,0.3424534030881681,2.0,-0.10492448438305502,0.0,-0.09960748628479688
AAPL,2019-02-15,2018-08-16,2019-02-15,126,-0.19615017754804048,0.3424093711920144,2.0,-0.10492448438305502,0.0,-0.09960748628479688
AAPL,2019-02-19,2018-08-20,2019-02-19,125,-0.26139959938751234,0.34169811182985677,2.016,-0.10492448438305502,0.0,-0.09960748628479688
AAPL,2019-02-20,2018-08-21,2019-02-20,125,-0.22846483857945307,0.3417092236787408,2.016,-0.10492448438305502,0.0,-0.09960748628479688
AAPL,2019-02-21,2018-08-22,2019-02-21,125,-0.23599042514949164,0.3417543564729138,2.016,-0.10492448438305502,0.0,-0.09960748628479688
AAPL,2019-02-22,2018-08-23,2019-02-22,125,-0.2135193578468079,0.3422339692972566,2.016,-0.10492448438305502,0.0,-0.09960748628479688
