date,window_start,window_end,n_days,mu,sigma,lam,mu_j,sigma_j,kappa,mu_j_q,kappa_q,n_quotes,q_success,jump_premium_identified
2019-09-03,2018-03-05,2019-09-03,378,0.21520425917001584,0.22357099878378192,3.3333333333333335,0.017006641335002293,0.06635719917775044,0.01939394616077128,-0.03726109576127309,-0.03445199386304865,23,True,True
2019-09-30,2018-04-02,2019-09-30,378,0.29146339528790116,0.21716148317511874,2.6666666666666665,0.0030140859590859215,0.06757040627350816,0.0053110195878158795,-0.03949523588057107,-0.036528485312730674,23,True,True
2019-10-31,2018-05-01,2019-10-31,380,0.26442828447810063,0.21057082725191603,3.3157894736842106,0.011503248926024412,0.061519503349518466,0.013485696233170641,-0.024510394773735424,-0.02236419920502175,21,True,True
2019-11-30,2018-05-31,2019-11-29,379,0.26311223234422876,0.20923844683502285,3.324538258575198,0.011503248926024412,0.061519503349518466,0.013485696233170641,-0.02203147561686025,-0.019937712800739527,22,True,True
2019-12-31,2018-07-02,2019-12-31,378,0.29377618666506855,0.20737539081661943,3.3333333333333335,0.011503248926024412,0.061519503349518466,0.013485696233170641,-0.027529104388442388,-0.025310947869586986,23,True,True
2020-01-31,2018-08-01,2020-01-31,378,0.2960965802939695,0.20717026833393778,3.3333333333333335,0.011503248926024412,0.061519503349518466,0.013485696233170641,0.0263347386122504,0.02862922180936822,23,True,True
2020-02-29,2018-08-30,2020-02-28,376,0.3068183922792622,0.21999901541267916,3.351063829787234,-0.012201578366638443,0.06768974853950056,-0.009861678907529647,0.09349163886543711,0.10051977386230293,24,True,True
2020-03-31,2018-10-01,2020-03-31,377,0.3039820256947522,0.26619031638473944,4.679045092838196,-0.014755375673992559,0.11224408264607648,-0.008420357149006241,0.20370885109258274,0.2336881985338526,24,True,True
2020-04-30,2018-10-31,2020-04-30,376,0.41089574767364095,0.2636821854748895,5.361702127659575,-0.003944416929150152,0.10832326419260467,0.001924397133564737,0.08968384993118078,0.10026473025087146,24,True,True
2020-05-31,2018-12-03,2020-05-29,374,0.38148026456713435,0.2571543788755446,5.390374331550802,-0.003944416929150152,0.10832326419260467,0.001924397133564737,-0.05786532433502464,-0.050669575831528424,24,True,True
2020-06-30,2018-12-31,2020-06-30,378,0.47150457385166,0.24346482097616023,6.0,0.00404684688922864,0.10412459385950851,0.00951277393209149,-0.0018991748261279371,0.0035279994884811483,24,True,True
2020-07-31,2019-02-01,2020-07-31,378,0.44957526212632587,0.24263306093413323,6.0,0.00404684688922864,0.10412459385950851,0.00951277393209149,-0.03730236907013252,-0.03137854966404241,24,True,True
2020-08-31,2019-03-01,2020-08-31,380,0.4629764338081439,0.24894548820573836,5.968421052631579,0.00404684688922864,0.10412459385950851,0.00951277393209149,-0.03980062461479853,-0.03379539336941628,24,True,True
