date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0,eta_v,kappa_q,theta_q,v0_q,n_quotes,q_success,q_explosive
2018-10-01,2017-04-03,2018-10-01,378,0.5438359073244179,20.0,0.05922112404171132,3.0,0.21049842906630806,0.05281274368640807,19.367983847470207,0.6320161525297934,1.874038307554794,0.03828419167251958,24,True,False
2018-10-31,2017-05-01,2018-10-31,381,0.3616176320856647,20.0,0.07837047057908134,3.0,0.14497487148271493,0.37172998861203943,1.887310328325432,18.112689671674566,0.08653653543420509,0.23982495092754694,24,True,False
2018-11-30,2017-05-31,2018-11-30,381,0.34931736055146795,20.0,0.08976836770841815,3.0,0.16959405170148212,0.23505326802596158,6.481575152931669,13.518424847068331,0.13280891631081668,0.17212728577483782,24,True,False
2018-12-31,2017-07-03,2018-12-31,377,0.2936440160910128,20.0,0.10634263895325256,3.0,0.1751796686175886,0.3242636764210557,12.337354823151566,7.662645176848434,0.2775611724122405,0.37882011971446455,24,True,False
2019-01-31,2017-08-01,2019-01-31,378,0.3692539571547038,20.0,0.1119434639212061,3.0,0.17139132263658322,0.1494032547039656,-18.23036974175806,38.23036974175806,0.0585625850219979,0.3919649341689107,24,True,False
2019-02-28,2017-08-29,2019-02-28,377,0.3676955259993606,20.0,0.11437011321776944,3.0,0.16136276281704195,0.09909382810559894,-15.072244646384293,35.07224464638429,0.06521972823291207,0.03453032503838211,24,True,False
2019-03-31,2017-10-02,2019-03-29,375,0.41425528231825537,20.0,0.11661784260829042,3.0,0.15934811101079757,0.0580388733793744,4.002455473117826,15.997544526882173,0.14579467794238865,0.06020422149871257,24,True,False
2019-04-30,2017-10-31,2019-04-30,375,0.36999630325353544,20.0,0.10680374701319915,3.0,0.03293778026000774,0.0252426064099177,-29.840245767335176,49.840245767335176,0.042858435133639454,0.04156082105655278,24,True,False
2019-05-31,2017-12-01,2019-05-31,375,0.27624807572058524,20.0,0.10847026167763724,3.0,0.02906802179449967,0.06252808196933748,-5.969438265136249,25.969438265136247,0.0835368563387508,0.03897646768896203,24,True,False
2019-06-30,2018-01-02,2019-06-28,375,0.32386705074734157,20.0,0.1110132457294356,3.0,0.018010671997032858,0.07055996929556592,-1.1436112422939821,21.143611242293982,0.10500878440989647,0.04125246960684339,24,True,False
2019-07-31,2018-02-01,2019-07-31,376,0.16891895144148783,20.0,0.10956260567637657,3.0,0.02352827632121569,0.02525576230640091,-40.0,60.0,0.03652086855879219,0.1862239863714209,24,True,False
2019-08-31,2018-03-01,2019-08-30,379,0.10691454541441098,20.0,0.10565898855238973,3.0,0.019040228946399416,0.07105630271398061,1.868438287067011,18.13156171293299,0.11654703574378224,0.010560660466313663,24,True,False
2019-09-30,2018-04-02,2019-09-30,378,0.12120296474976773,20.0,0.10173443568889193,3.0,0.040768508690283506,0.03168947412434638,2.401352277352461,17.598647722647538,0.11561619653079461,0.027542584415901492,24,True,False
