date,window_start,window_end,n_days,mu,sigma
2018-10-01,2017-04-03,2018-10-01,378,0.5438359073244179,0.24124977781561668
2018-10-31,2017-05-01,2018-10-31,381,0.3616176320856647,0.27938579989328843
2018-11-30,2017-05-31,2018-11-30,381,0.34931736055146795,0.29919744193563497
2018-12-31,2017-07-03,2018-12-31,377,0.2936440160910128,0.3260097931361377
2019-01-31,2017-08-01,2019-01-31,378,0.3692539571547038,0.3342123510334418
2019-02-28,2017-08-29,2019-02-28,377,0.3676955259993606,0.3378407231701271
2019-03-31,2017-10-02,2019-03-29,375,0.41425528231825537,0.3409499264026182
2019-04-30,2017-10-31,2019-04-30,375,0.36999630325353544,0.32641173829199593
2019-05-31,2017-12-01,2019-05-31,375,0.27624807572058524,0.3293275725605778
2019-06-30,2018-01-02,2019-06-28,375,0.32386705074734157,0.33300560062410695
2019-07-31,2018-02-01,2019-07-31,376,0.16891895144148783,0.3312721570886906
2019-08-31,2018-03-01,2019-08-30,379,0.10691454541441098,0.32541209210175637
2019-09-30,2018-04-02,2019-09-30,378,0.12120296474976773,0.3192895854804845
