ticker,date,window_start,window_end,n_days,mu,sigma
AAPL,2019-01-02,2018-07-03,2019-01-02,126,-0.3259959213353225,0.3272233564334995
AAPL,2019-01-31,2018-08-01,2019-01-31,126,-0.25386020448338087,0.3811442231588001
AAPL,2019-02-28,2018-08-29,2019-02-28,125,-0.4643698667121387,0.3730982357031523
AAPL,2019-03-31,2018-10-01,2019-03-29,124,-0.3350385592777855,0.37554636618764076
AAPL,2019-04-30,2018-10-31,2019-04-30,123,-0.10914950069704268,0.3579193115257254
AAPL,2019-05-31,2018-12-03,2019-05-31,123,-0.02402753825381748,0.3334613122175727
AAPL,2019-06-30,2018-12-31,2019-06-28,125,0.49322792744030275,0.29543594894976594
AAPL,2019-07-31,2019-02-01,2019-07-31,125,0.5140159614739644,0.2250796598956399
AAPL,2019-08-31,2019-03-01,2019-08-30,128,0.38305419615995734,0.2625948077723964
AAPL,2019-09-30,2019-04-01,2019-09-30,127,0.34205932394684346,0.2616065773640512
AAPL,2019-10-31,2019-05-01,2019-10-31,129,0.43457840036114986,0.2689641759039786
AAPL,2019-11-30,2019-05-31,2019-11-29,128,0.8101544149782347,0.23512258012432807
AAPL,2019-12-31,2019-07-01,2019-12-31,128,0.7900903284503371,0.22666627432428366
AAPL,2020-01-31,2019-08-01,2020-01-31,127,0.7546124335172438,0.24420926576761712
AAPL,2020-02-29,2019-08-30,2020-02-28,125,0.5519321033379455,0.2488764107291925
AAPL,2020-03-31,2019-10-01,2020-03-31,126,0.26466278704543367,0.4849880693012235
AAPL,2020-04-30,2019-10-31,2020-04-30,125,0.39137914024221043,0.5173677130928963
AAPL,2020-05-31,2019-12-02,2020-05-29,124,0.36327026119749356,0.5207459504885772
AAPL,2020-06-30,2019-12-31,2020-06-30,126,0.45862880198118283,0.529071382358249
AAPL,2020-07-31,2020-02-03,2020-07-31,126,0.644533491737354,0.5455528080640011
AAPL,2020-08-31,2020-03-02,2020-08-31,128,1.2602591184972818,0.5330613299359163
AAPL,2020-09-30,2020-03-31,2020-09-30,128,1.185643954893714,0.3961518303861346
AAPL,2020-10-31,2020-05-01,2020-10-30,128,0.7834890348339046,0.3929411419768908
AAPL,2020-11-30,2020-06-01,2020-11-30,128,0.8022661217013236,0.40075575464316865
AAPL,2020-12-31,2020-07-01,2020-12-31,128,0.7451438508663141,0.39582938999015327
MSFT,2019-01-02,2018-07-03,2019-01-02,126,0.03837865023198539,0.2991148823313852
MSFT,2019-01-31,2018-08-01,2019-01-31,126,-0.015049505237156424,0.31289837576505786
MSFT,2019-02-28,2018-08-29,2019-02-28,125,0.049388035648663446,0.3188285360830998
MSFT,2019-03-31,2018-10-01,2019-03-29,124,0.0798870607245592,0.32020400941501226
MSFT,2019-04-30,2018-10-31,2019-04-30,123,0.48949510170588545,0.2765563224791166
MSFT,2019-05-31,2018-12-03,2019-05-31,123,0.23994371938953887,0.25956296569834214
MSFT,2019-06-30,2018-12-31,2019-06-28,125,0.597612845328465,0.2179596812034365
MSFT,2019-07-31,2019-02-01,2019-07-31,125,0.5525400629757787,0.18833517710718248
MSFT,2019-08-31,2019-03-01,2019-08-30,128,0.42227950270497727,0.20768357695279246
MSFT,2019-09-30,2019-04-01,2019-09-30,127,0.34036457563347383,0.20806225861336428
MSFT,2019-10-31,2019-05-01,2019-10-31,129,0.1959512147000795,0.2153442722853103
MSFT,2019-11-30,2019-05-31,2019-11-29,128,0.3787443035415631,0.1988546892445021
MSFT,2019-12-31,2019-07-01,2019-12-31,128,0.334440824073455,0.17695443513998854
MSFT,2020-01-31,2019-08-01,2020-01-31,127,0.4548570699555177,0.18632978004158965
MSFT,2020-02-29,2019-08-30,2020-02-28,125,0.333970225924134,0.2205460113536853
MSFT,2020-03-31,2019-10-01,2020-03-31,126,0.2643854776415786,0.498854588507171
MSFT,2020-04-30,2019-10-31,2020-04-30,125,0.44481516616044087,0.5269424547876321
MSFT,2020-05-31,2019-12-02,2020-05-29,124,0.399474166215084,0.5343531999372322
MSFT,2020-06-30,2019-12-31,2020-06-30,126,0.5224547154092658,0.5442246230314618
MSFT,2020-07-31,2020-02-03,2020-07-31,126,0.38283464057985483,0.5511856114368516
MSFT,2020-08-31,2020-03-02,2020-08-31,128,0.661481713298532,0.5362109471804049
MSFT,2020-09-30,2020-03-31,2020-09-30,128,0.5458615507360549,0.33887722971515255
MSFT,2020-10-31,2020-05-01,2020-10-30,128,0.25048247559773884,0.3127096659897332
MSFT,2020-11-30,2020-06-01,2020-11-30,128,0.3159464074181977,0.32373368780907824
MSFT,2020-12-31,2020-07-01,2020-12-31,128,0.1848290780779881,0.30373741607584614
