date,window_start,window_end,n_days,mu,sigma,lam,mu_j,sigma_j,kappa,mu_j_q,kappa_q,n_quotes,q_success,jump_premium_identified
2018-10-01,2017-04-03,2018-10-01,378,0.22808937120309006,0.172335203169133,6.0,0.01641141028167523,0.044047327415219203,0.01753343099324889,-0.05467121988746133,-0.052284698175099176,24,True,True
2018-10-31,2017-05-01,2018-10-31,381,0.2592166477714489,0.1915522981617476,4.6299212598425195,0.008483948132570949,0.049819203218645865,0.009772365378007075,0.12413312703668783,0.13357244721991535,24,True,True
2018-11-30,2017-05-31,2018-11-30,381,0.16141506314711118,0.20844603102714562,4.6299212598425195,-0.00956025357308026,0.056196135715693325,-0.00794948512267657,0.06490434657520344,0.06874316872258901,24,True,True
2018-12-31,2017-07-03,2018-12-31,377,0.1066184366527525,0.22657752633024825,3.3421750663129974,-0.008796800296079432,0.06576383040245233,-0.006612400825458442,0.16057601109219477,0.1767288781009435,24,True,True
2019-01-31,2017-08-01,2019-01-31,378,0.07909613195875743,0.2356114820873878,3.3333333333333335,0.003567342582859734,0.08356572024396625,0.007083930549395934,0.06571608255877728,0.07165876673053817,24,True,True
2019-02-28,2017-08-29,2019-02-28,377,0.05065184204053597,0.2315077570284121,3.3421750663129974,0.003567342582859734,0.08356572024396625,0.007083930549395934,-0.03939561043439464,-0.035267092391906396,24,True,True
2019-03-31,2017-10-02,2019-03-29,375,0.14572567461545347,0.23475340133500106,3.36,0.003567342582859734,0.08356572024396625,0.007083930549395934,0.03494213116546501,0.03918187608517676,24,True,True
2019-04-30,2017-10-31,2019-04-30,375,0.1295954528380914,0.23295271981248544,3.36,0.003567342582859734,0.08356572024396625,0.007083930549395934,-0.0009120982172777005,0.0025828463980579475,24,True,True
2019-05-31,2017-12-01,2019-05-31,375,0.05711235324656497,0.23948754096045677,4.032,-0.00700668683419677,0.07910400918152581,-0.0038704551052450853,-0.013006412264140335,-0.009829065978490648,23,True,True
2019-06-30,2018-01-02,2019-06-28,375,0.15138377258120536,0.2430366385309066,4.032,-0.00700668683419677,0.07910400918152581,-0.0038704551052450853,-0.04547402319041185,-0.04146126101763059,24,True,True
2019-07-31,2018-02-01,2019-07-31,376,0.20839679339984693,0.24353043515410874,4.0212765957446805,-0.00700668683419677,0.07910400918152581,-0.0038704551052450853,-0.013086727713832113,-0.00990858880882961,24,True,True
2019-08-31,2018-03-01,2019-08-30,379,0.15094352550412665,0.24539381436458305,3.9894459102902373,-0.00700668683419677,0.07910400918152581,-0.0038704551052450853,-0.055141073306902974,-0.05068285840939568,24,True,True
2019-09-30,2018-04-02,2019-09-30,378,0.2395673717264695,0.24277131923514486,4.0,-0.00700668683419677,0.07910400918152581,-0.0038704551052450853,-0.045337274127845,-0.04133017278074835,24,True,True
