date,window_start,window_end,n_days,mu,sigma,lam,mu_j,sigma_j,kappa,mu_j_q,kappa_q,n_quotes,q_success,jump_premium_identified
2019-09-03,2018-03-05,2019-09-03,378,0.10953100490869525,0.2834628530480132,4.0,0.0024676416120326117,0.08016679755261766,0.005697166804941256,-0.0499032348002824,-0.04561667216006404,24,True,True
2019-09-30,2018-04-02,2019-09-30,378,0.1963868420450789,0.2682550200704305,5.333333333333333,-0.013317664127612594,0.07378917940867209,-0.010539310757069265,-0.03562962745054866,-0.03237165442534706,24,True,True
2019-10-31,2018-05-01,2019-10-31,380,0.15822142302637643,0.24497339183483807,6.631578947368421,-0.010618168154654217,0.07098962138406761,-0.008065701243152645,-0.027706083944163722,-0.024871791539351706,24,True,True
2019-11-30,2018-05-31,2019-11-29,379,0.14271299128994472,0.24558513422166245,6.649076517150396,-0.010618168154654217,0.07098962138406761,-0.008065701243152645,-0.029573337029914843,-0.02669090379556771,24,True,True
2019-12-31,2018-07-02,2019-12-31,378,0.12989536925268397,0.24510912730952905,6.666666666666667,-0.010618168154654217,0.07098962138406761,-0.008065701243152645,-0.03579745212811374,-0.03273007788290172,24,True,True
2020-01-31,2018-08-01,2020-01-31,378,0.06747760405188495,0.24778994472652774,6.666666666666667,0.0023784800694528485,0.07306119532653238,0.005060209031606977,-0.0008912059656903901,0.001779344323352694,24,True,True
2020-02-29,2018-08-30,2020-02-28,376,-0.016195730600204572,0.2581853064893425,6.031914893617021,-0.003927289850002186,0.07455098781868695,-0.001147705838920321,-0.018867714573953753,-0.01596005641697751,24,True,True
2020-03-31,2018-10-01,2020-03-31,377,-0.15473193086460088,0.3003629866968103,4.679045092838196,0.028603638196556296,0.07597380211339884,0.03199069185705694,0.14744855541124788,0.16222301650198157,24,True,True
2020-04-30,2018-10-31,2020-04-30,376,0.18144830977673707,0.2985469343992209,3.351063829787234,0.04263235121390494,0.07062475670646266,0.04615995996107092,0.172009409641517,0.19065471651169053,24,True,True
2020-05-31,2018-12-03,2020-05-29,374,0.16276489490602303,0.2764318852777192,4.042780748663102,0.021741892940990493,0.07996189442283384,0.02525241952191082,-0.0289879665908035,-0.025461267022658607,24,True,True
2020-06-30,2018-12-31,2020-06-30,378,0.35496627331025354,0.2541378129094798,4.0,0.01668363479757007,0.07560222235361101,0.01973366740122695,0.05855827340839149,0.06334130123050619,24,True,True
2020-07-31,2019-02-01,2020-07-31,378,0.29483062873365307,0.2549664678950663,4.666666666666667,0.025201435095650458,0.0726013117932214,0.02822797738741256,0.15857935478520607,0.1749373535207992,24,True,True
2020-08-31,2019-03-01,2020-08-31,380,0.3835060585252196,0.2544124906098706,4.6421052631578945,0.025201435095650458,0.0726013117932214,0.02822797738741256,0.1273387111154751,0.13879898638962107,24,True,True
