ticker,date,window_start,window_end,n_days,mu,omega,alpha,beta,sigma0,lam,mu_j,sigma_j,kappa
AAPL,2013-01-02,2012-07-03,2013-01-02,127,-0.1337198412143494,5.630183128615254e-06,0.038381565516063795,0.9529500893571471,0.022902838241270887,3.968503937007874,0.0015527939977642014,0.09627127903765689,0.006206051814595659
AAPL,2013-01-03,2012-07-05,2013-01-03,127,-0.1337198412143494,2.852346443086526e-06,0.038014194823921064,0.9619776569668153,0.02404383003783605,3.968503937007874,0.0015527939977642014,0.09627127903765689,0.006206051814595659
AAPL,2013-01-04,2012-07-05,2013-01-04,128,-0.1337198412143494,2.909967663457423e-06,0.03912655707396752,0.96087237559772,0.023794014261653132,3.9375,0.0015527939977642014,0.09627127903765689,0.006206051814595659
AAPL,2013-01-07,2012-07-09,2013-01-07,127,-0.1337198412143494,2.8239651217728566e-06,0.03728956045678527,0.9627079404004631,0.02396768687308807,3.968503937007874,0.0015527939977642014,0.09627127903765689,0.006206051814595659
AAPL,2013-01-08,2012-07-09,2013-01-08,128,-0.1337198412143494,3.313953769702153e-06,0.03587993003687888,0.9620136756010931,0.02329956192791258,3.9375,0.0015527939977642014,0.09627127903765689,0.006206051814595659
AAPL,2013-01-09,2012-07-10,2013-01-09,128,-0.1337198412143494,3.736472441618771e-06,0.03485651712320506,0.9614201132487642,0.02273878082188706,3.9375,0.0015527939977642014,0.09627127903765689,0.006206051814595659
AAPL,2013-01-10,2012-07-11,2013-01-10,128,-0.1337198412143494,4.8946460696650215e-06,0.033861268995018956,0.9582810932535634,0.022111954323191116,3.9375,0.0015527939977642014,0.09627127903765689,0.006206051814595659
AAPL,2013-01-11,2012-07-12,2013-01-11,128,-0.1337198412143494,5.8016477318700884e-06,0.03257684585145884,0.9561842152313701,0.021534379747479303,3.9375,0.0015527939977642014,0.09627127903765689,0.006206051814595659
AAPL,2013-01-14,2012-07-16,2013-01-14,127,-0.1337198412143494,6.038417467399226e-06,0.03321306253063463,0.9557742675441456,0.02138824869658631,3.968503937007874,0.0015527939977642014,0.09627127903765689,0.006206051814595659
AAPL,2013-01-15,2012-07-16,2013-01-15,128,-0.20775777759534264,5.241100134742194e-06,0.034172624408352205,0.9584291207239347,0.0224952252826218,3.9375,0.0015527939977642014,0.09627127903765689,0.006206051814595659
AAPL,2013-01-16,2012-07-17,2013-01-16,128,-0.20775777759534264,3.8440689410934e-06,0.03836221869467609,0.9590718939239764,0.0233809921909051,3.9375,0.0015527939977642014,0.09627127903765689,0.006206051814595659
AAPL,2013-01-17,2012-07-18,2013-01-17,128,-0.20775777759534264,4.377734817573768e-06,0.0358617971283322,0.9592700411514983,0.0240229467873238,3.9375,0.0015527939977642014,0.09627127903765689,0.006206051814595659
AAPL,2013-01-18,2012-07-19,2013-01-18,128,-0.20775777759534264,5.509817084866938e-06,0.03351866466226847,0.9576251764065193,0.023194438800702353,3.9375,0.0015527939977642014,0.09627127903765689,0.006206051814595659
AAPL,2013-01-22,2012-07-23,2013-01-22,127,-0.20775777759534264,6.401494160367715e-06,0.03132364837998802,0.9568493263795497,0.02253983584246602,3.968503937007874,0.0015527939977642014,0.09627127903765689,0.006206051814595659
AAPL,2013-01-23,2012-07-24,2013-01-23,127,-0.20775777759534264,7.290203245513553e-06,0.031021651238330446,0.9544235965191228,0.02205589708462245,3.968503937007874,0.0015527939977642014,0.09627127903765689,0.006206051814595659
AAPL,2013-01-24,2012-07-25,2013-01-24,127,-0.29862090929567453,7.1597246258381485e-06,0.04811014479373952,0.9518884762326539,0.0249594064167833,3.968503937007874,-0.03112884642153224,0.14249009815922664,-0.02075864277204853
AAPL,2013-01-25,2012-07-26,2013-01-25,127,-0.29862090929567453,7.231681054604453e-06,0.047654275979438866,0.9523446629983012,0.03764517295467369,3.968503937007874,-0.03112884642153224,0.14249009815922664,-0.02075864277204853
AAPL,2013-01-28,2012-07-30,2013-01-28,126,-0.29862090929567453,7.159724625838136e-06,0.04457630871581291,0.9554226300940704,0.03665057392167999,4.0,-0.03112884642153224,0.14249009815922664,-0.02075864277204853
AAPL,2013-01-29,2012-07-30,2013-01-29,127,-0.29862090929567453,6.810540735419595e-06,0.04168843420112192,0.9583105046219461,0.0357332949775008,3.968503937007874,-0.03112884642153224,0.14249009815922664,-0.02075864277204853
AAPL,2013-01-30,2012-07-31,2013-01-30,127,-0.29862090929567453,6.413925719148947e-06,0.03750896858919344,0.9624899701526127,0.03461435259600398,3.968503937007874,-0.03112884642153224,0.14249009815922664,-0.02075864277204853
AAPL,2013-01-31,2012-08-01,2013-01-31,127,-0.29862090929567453,6.224365566659991e-06,0.03506213139264655,0.9649368074606649,0.033695692019584576,3.968503937007874,-0.03112884642153224,0.14249009815922664,-0.02075864277204853
AAPL,2013-02-01,2012-08-02,2013-02-01,127,-0.29862090929567453,5.745813600469943e-06,0.030033833364353463,0.9699651053265059,0.0324824529810941,3.968503937007874,-0.03112884642153224,0.14249009815922664,-0.02075864277204853
AAPL,2013-02-04,2012-08-06,2013-02-04,126,-0.4456061183090551,5.437043078739772e-06,0.02314118289283535,0.9768577654440683,0.03132282551351961,4.0,-0.03112884642153224,0.14249009815922664,-0.02075864277204853
AAPL,2013-02-05,2012-08-06,2013-02-05,127,-0.4456061183090551,5.491686270124925e-06,0.02678580449092348,0.9732131347468581,0.03153303078554927,3.968503937007874,-0.03112884642153224,0.14249009815922664,-0.02075864277204853
AAPL,2013-02-06,2012-08-07,2013-02-06,127,-0.4456061183090551,4.919640021117164e-06,0.021822984226204465,0.9781759544725434,0.03102909348214534,3.968503937007874,-0.03112884642153224,0.14249009815922664,-0.02075864277204853
AAPL,2013-02-07,2012-08-08,2013-02-07,127,-0.4456061183090551,4.726738176720479e-06,0.019982275686385463,0.9800166632092452,0.030541845598044053,3.968503937007874,-0.03112884642153224,0.14249009815922664,-0.02075864277204853
AAPL,2013-02-08,2012-08-09,2013-02-08,127,-0.4456061183090551,4.027860579361823e-06,0.014734498737114854,0.9852644399469344,0.029795527054566496,3.968503937007874,-0.03112884642153224,0.14249009815922664,-0.02075864277204853
AAPL,2013-02-11,2012-08-13,2013-02-11,126,-0.4456061183090551,1.7215677554268654e-06,0.000568065755975756,0.9994287118991623,0.026942539047246607,2.0,-0.1318845610818582,0.0,-0.12355783522488362
AAPL,2013-02-12,2012-08-13,2013-02-12,127,-0.5017281956221038,1.6587413769729114e-06,3.0678368018307167e-07,0.9999495337600818,0.026888959711407083,1.984251968503937,-0.1318845610818582,0.0,-0.12355783522488362
AAPL,2013-02-13,2012-08-14,2013-02-13,127,-0.5017281956221038,1.609718160595425e-06,1.448372428055176e-08,0.9998714303254589,0.02662632769930578,1.984251968503937,-0.1318845610818582,0.0,-0.12355783522488362
AAPL,2013-02-14,2012-08-15,2013-02-14,127,-0.5925913273224357,1.950331196711392e-06,1.386884167666668e-08,0.9992894119534239,0.026586044521804828,1.984251968503937,-0.1318845610818582,0.0,-0.12355783522488362
AAPL,2013-02-15,2012-08-16,2013-02-15,127,-0.5925913273224357,2.6858552406418124e-06,8.610871746543816e-09,0.9978418972624022,0.026273787279473302,1.984251968503937,-0.1318845610818582,0.0,-0.12355783522488362
AAPL,2013-02-19,2012-08-20,2013-02-19,126,-0.5925913273224357,3.8114100122139215e-06,8.610871746543816e-09,0.9957921767731804,0.026000842841604376,2.0,-0.1318845610818582,0.0,-0.12355783522488362
AAPL,2013-02-20,2012-08-21,2013-02-20,126,-0.6666292637034289,5.034874797308318e-06,4.965436618010135e-09,0.9940439587981952,0.02623347477851035,2.0,-0.1318845610818582,0.0,-0.12355783522488362
AAPL,2013-02-21,2012-08-22,2013-02-21,126,-0.6666292637034289,5.908480308724031e-06,5.1193402071485076e-09,0.9918915646667611,0.02550879295753738,2.0,-0.1318845610818582,0.0,-0.12355783522488362
AAPL,2013-02-22,2012-08-23,2013-02-22,126,-0.6666292637034289,7.21663414561063e-06,5.1193402071485076e-09,0.9895094765726351,0.02530651638534011,2.0,-0.1318845610818582,0.0,-0.12355783522488362
AAPL,2013-02-25,2012-08-27,2013-02-25,125,-0.6666292637034289,7.2166341456106804e-06,3.043552951523862e-09,0.9895094786266483,0.0253254149097271,2.016,-0.1318845610818582,0.0,-0.12355783522488362
AAPL,2013-02-26,2012-08-27,2013-02-26,126,-0.6666292637034289,7.144827436090476e-06,3.043552951523862e-09,0.9895094786266483,0.025226259654856583,2.0,-0.1318845610818582,0.0,-0.12355783522488362
AAPL,2013-02-27,2012-08-28,2013-02-27,126,-0.7406672000844222,7.350571873788166e-06,2.952054105000209e-09,0.9894126271066851,0.02541109168568202,2.0,-0.1318845610818582,0.0,-0.12355783522488362
AAPL,2013-02-28,2012-08-29,2013-02-28,126,-0.7406672000844222,8.978008760699444e-06,3.043552951523862e-09,0.9858914010697228,0.0248007659188392,4.0,-0.03112884642153224,0.14249009815922664,-0.02075864277204853
AAPL,2013-03-01,2012-09-04,2013-03-01,124,-0.7406672000844222,1.1643849680099986e-05,3.043552951523862e-09,0.9812342788995152,0.024715505768288067,4.064516129032258,-0.03112884642153224,0.14249009815922664,-0.02075864277204853
AAPL,2013-03-04,2012-09-05,2013-03-04,124,-0.8147051364654154,1.2221144079925098e-05,2.952054105000209e-09,0.9808758074883835,0.02506375693425564,2.032258064516129,-0.1318845610818582,0.0,-0.12355783522488362
