date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0,eta_v,kappa_q,theta_q,v0_q,n_quotes,q_success,q_explosive
2019-09-03,2018-03-05,2019-09-03,378,0.2690464464352349,20.0,0.06573930371276784,3.0,0.035937125919109456,0.07888970259592315,2.8042486930753427,17.195751306924656,0.07645993773624174,0.03730747798683206,23,True,False
2019-09-30,2018-04-02,2019-09-30,378,0.2964166891122583,20.0,0.05955032368884038,3.0,-0.08479446934742328,0.027511512362099547,11.793069930069759,8.206930069930241,0.14512204486067115,0.013059612313818249,23,True,False
2019-10-31,2018-05-01,2019-10-31,380,0.299091316647575,20.0,0.05753205415736672,3.0,-0.08159099811630613,0.03731064702337011,-33.79682737186891,53.79682737186891,0.021388642032615854,0.03227452848646725,21,True,False
2019-11-30,2018-05-31,2019-11-29,379,0.29788408586683984,20.0,0.05700510476735533,3.0,-0.08246776407054258,0.008357939020322459,-35.02483891630064,55.02483891630064,0.020719771612259297,0.02378194802839317,22,True,False
2019-12-31,2018-07-02,2019-12-31,378,0.32823442135677594,20.0,0.05634035402798274,3.0,-0.07835619587744877,0.01101684131238431,-6.621767864840203,26.6217678648402,0.04232653091562139,0.017263719477209807,23,True,False
2020-01-31,2018-08-01,2020-01-31,378,0.33052412194825764,20.0,0.056261531902119244,3.0,-0.07942880226616851,0.04411848181678562,-27.903268317354712,47.903268317354716,0.02348964230556955,0.1614164391936269,23,True,False
2020-02-29,2018-08-30,2020-02-28,376,0.2618500925362815,20.0,0.06435391476735092,3.0,-0.17994411776261118,0.1681317897891086,0.9211371457133098,19.07886285428669,0.0674609543124754,0.1870454948286809,24,True,False
2020-03-31,2018-10-01,2020-03-31,377,0.22929672896057143,20.0,0.13068767648148782,3.0,-0.12776008103154127,1.170818036796561,0.4077563225442137,19.592243677455787,0.1334075653947345,0.6556982183915212,24,True,False
2020-04-30,2018-10-31,2020-04-30,376,0.38100449631577965,20.0,0.1327491374350935,3.0,-0.0769426629844001,0.20393702777273656,-8.930943624629652,28.930943624629652,0.09176965615603411,0.36311538888938666,24,True,False
2020-05-31,2018-12-03,2020-05-29,374,0.3520583751401189,20.0,0.12960820222735062,3.0,-0.08798206449856374,0.0414633129719229,-10.409776525092788,30.409776525092788,0.08524114086823606,0.06966888553773415,24,True,False
2020-06-30,2018-12-31,2020-06-30,378,0.48455935580961135,20.0,0.1250275377498793,3.0,-0.08685002108245617,0.10427687861949379,7.350906059648158,12.649093940351843,0.19768615576650791,0.12021451440810876,24,True,False
2020-07-31,2019-02-01,2020-07-31,378,0.46315217055392804,20.0,0.12454378328977955,3.0,-0.08853286343087403,0.08609469261461876,-7.398000220506189,27.39800022050619,0.09091450637814365,0.10826170652864125,24,True,False
2020-08-31,2019-03-01,2020-08-31,380,0.47616448865155775,20.0,0.1273469091664027,3.0,-0.07098963323924168,0.09374515388438609,-3.913131833353266,23.913131833353265,0.10650793049932786,0.09658824173070812,24,True,False
