date,window_start,window_end,n_days,lambda,omega,alpha,beta,sigma0,mu_p,rf_mean,persist_p,persist_q,uncond_var_p,uncond_var_q,q_stationary
2019-09-03,2018-03-05,2019-09-03,378,0.1191184044482883,2.0288865069505734e-05,0.1841959328771299,0.7450200892056962,0.014280348067776111,0.45461969105962335,0.0217478835978836,0.929216022082826,0.9318296139596934,0.00028663075552558275,0.0002976199233712671,True
2019-09-30,2018-04-02,2019-09-30,378,0.11414704410809556,1.511122575369505e-05,0.1355192019361374,0.7981235270233297,0.012641220865835304,0.4151434265247066,0.02184656084656085,0.9336427289594671,0.9354084828624619,0.00022772524422326958,0.0002339506242207925,True
2019-10-31,2018-05-01,2019-10-31,380,0.11789606944767263,1.4613885563108462e-05,0.13596959718122423,0.8008871715531108,0.013965665918596258,0.4244965696792045,0.021759473684210526,0.9368567687343351,0.9387466758648711,0.00023144025527649845,0.00023858110183325352,True
2019-11-30,2018-05-31,2019-11-29,379,0.12211655882567221,1.3799116680064746e-05,0.15001121278714663,0.7908420557609768,0.009151627070849691,0.43736718503379124,0.02159419525065963,0.9408532685481235,0.9430903038492089,0.00023330311483555263,0.0002424739124155897,True
2019-12-31,2018-07-02,2019-12-31,378,0.13684266392291486,1.0611080583634748e-05,0.1506177513541242,0.8048232243347582,0.00931480419808498,0.48531966666374093,0.021394708994708994,0.9554409756888824,0.9582614308484546,0.0002381353889067822,0.0002542272243475282,True
2020-01-31,2018-08-01,2020-01-31,378,0.14023876376833563,1.151745587091687e-05,0.16385441629651973,0.7930941630051977,0.016552052761548006,0.4985596701368862,0.021148941798941803,0.9569485793017175,0.9601710895015745,0.0002675278930197152,0.0002891732594938084,True
2020-02-29,2018-08-30,2020-02-28,376,0.13160907238251696,1.0685676341595912e-05,0.18794301311838088,0.7888137034918044,0.03904966608304596,0.4937393329557067,0.020886436170212772,0.9767567166101853,0.9800120677548525,0.00045973179272418974,0.0005346063920238718,True
2020-03-31,2018-10-01,2020-03-31,377,0.13352926666710582,7.420847008701534e-06,0.1883523284795147,0.8059943924401913,0.05967068663305837,0.5738226991299199,0.01980026525198939,0.994346720919706,0.9977050551900682,0.001312662421809115,0.003233562295958748,True
2020-04-30,2018-10-31,2020-04-30,376,0.156377006379046,9.932203492297236e-06,0.20670897366831995,0.7724757822018696,0.028025522629755082,0.6810523054991061,0.018591223404255317,0.9791847558701896,0.9842395691814396,0.0004771600770260919,0.000630198730392605,True
2020-05-31,2018-12-03,2020-05-29,374,0.15568788899600172,1.2075756414540128e-05,0.22297866314563822,0.7406486465742262,0.010465187003852076,0.6569552896729762,0.017363636363636362,0.9636273097198644,0.9690320268297989,0.00033200063898312004,0.0003899433891966824,True
2020-06-30,2018-12-31,2020-06-30,378,0.1685269360460559,1.4160794011914777e-05,0.23805552010444397,0.7226628843733041,0.016594034226561947,0.7010841383413108,0.016125132275132275,0.960718404477748,0.9674794974276456,0.00036049436952969666,0.0004354420409219886,True
2020-07-31,2019-02-01,2020-07-31,378,0.16183357597868797,1.3947788390083363e-05,0.23995234182463016,0.7253726735066687,0.01602467611116976,0.6746360966692082,0.014787566137566136,0.9653250153312989,0.971609392673991,0.00040224353444842594,0.0004912817901329514,True
2020-08-31,2019-03-01,2020-08-31,380,0.157499597676726,1.1075148548586875e-05,0.21148444363820795,0.7685465155552533,0.015686874612298528,0.6776488758066008,0.013548421052631581,0.9800309591934613,0.9852770683716849,0.0005546159505548407,0.000752237993640289,True
