date,window_start,window_end,n_days,mu,kappa,theta,xi,rho,v0,lam,mu_j,sigma_j,kappa_j,eta_v,kappa_q,theta_q,v0_q,mu_j_q,kappa_j_q,n_quotes,q_success,q_explosive,jump_premium_identified
2019-09-03,2018-03-05,2019-09-03,378,0.2690464464352349,20.0,0.06573930371276784,3.0,0.035937125919109456,0.07888970259592315,3.3333333333333335,0.017006641335002293,0.06635719917775044,0.01939394616077128,-40.0,60.0,0.02191310123758928,0.04823856402593912,-0.11581400269864107,-0.10739610555120804,23,True,False,True
2019-09-30,2018-04-02,2019-09-30,378,0.2964166891122583,20.0,0.05955032368884038,3.0,-0.08479446934742328,0.027511512362099547,2.6666666666666665,0.0030140859590859215,0.06757040627350816,0.0053110195878158795,-12.139167308016647,32.139167308016646,0.037057788783461366,0.009806450266121912,-0.12807934489864709,-0.11820569547345583,23,True,False,True
2019-10-31,2018-05-01,2019-10-31,380,0.299091316647575,20.0,0.05753205415736672,3.0,-0.08159099811630613,0.03731064702337011,3.3157894736842106,0.011503248926024412,0.061519503349518466,0.013485696233170641,-40.0,60.0,0.019177351385788906,0.009342347609706871,-0.04908885428522011,-0.04610009043740393,21,True,False,True
2019-11-30,2018-05-31,2019-11-29,379,0.29788408586683984,20.0,0.05700510476735533,3.0,-0.08246776407054258,0.008357939020322459,3.324538258575198,0.011503248926024412,0.061519503349518466,0.013485696233170641,-40.0,60.0,0.019001701589118444,0.0001,-0.048766073146404826,-0.04579213984063102,22,True,False,True
2019-12-31,2018-07-02,2019-12-31,378,0.32823442135677594,20.0,0.05634035402798274,3.0,-0.07835619587744877,0.01101684131238431,3.3333333333333335,0.011503248926024412,0.061519503349518466,0.013485696233170641,-40.0,60.0,0.018780118009327582,0.01752763274656578,-0.08034807400946396,-0.07545702935848853,23,True,False,True
2020-01-31,2018-08-01,2020-01-31,378,0.33052412194825764,20.0,0.056261531902119244,3.0,-0.07942880226616851,0.04411848181678562,3.3333333333333335,0.011503248926024412,0.061519503349518466,0.013485696233170641,-40.0,60.0,0.01875384396737308,0.16208100513123297,-0.034259121658928963,-0.03184859809843499,23,True,False,True
2020-02-29,2018-08-30,2020-02-28,376,0.2618500925362815,20.0,0.06435391476735092,3.0,-0.17994411776261118,0.1681317897891086,3.351063829787234,-0.012201578366638443,0.06768974853950056,-0.009861678907529647,-26.025081734922363,46.02508173492237,0.027964715038635648,0.2082735225798419,-0.1225719311504533,-0.11332873528733356,24,True,False,True
2020-03-31,2018-10-01,2020-03-31,377,0.22929672896057143,20.0,0.13068767648148782,3.0,-0.12776008103154127,1.170818036796561,4.679045092838196,-0.014755375673992559,0.11224408264607648,-0.008420357149006241,-40.0,60.0,0.04356255882716261,0.7787169563610977,-0.19835632910124756,-0.17474014134606908,24,True,False,True
2020-04-30,2018-10-31,2020-04-30,376,0.38100449631577965,20.0,0.1327491374350935,3.0,-0.0769426629844001,0.20393702777273656,5.361702127659575,-0.003944416929150152,0.10832326419260467,0.001924397133564737,-40.0,60.0,0.044249712478364504,0.40707698085212485,-0.06920466333174802,-0.061373552626921124,24,True,False,True
2020-05-31,2018-12-03,2020-05-29,374,0.3520583751401189,20.0,0.12960820222735062,3.0,-0.08798206449856374,0.0414633129719229,5.390374331550802,-0.003944416929150152,0.10832326419260467,0.001924397133564737,-40.0,60.0,0.04320273407578354,0.026751353714812742,-0.06532945904759253,-0.05772912650974582,24,True,False,True
2020-06-30,2018-12-31,2020-06-30,378,0.48455935580961135,20.0,0.1250275377498793,3.0,-0.08685002108245617,0.10427687861949379,6.0,0.00404684688922864,0.10412459385950851,0.00951277393209149,-23.399388852626373,43.39938885262637,0.057617188193337006,0.11181469184526542,-0.08116353460849417,-0.07294517158379188,24,True,False,True
2020-07-31,2019-02-01,2020-07-31,378,0.46315217055392804,20.0,0.12454378328977955,3.0,-0.08853286343087403,0.08609469261461876,6.0,0.00404684688922864,0.10412459385950851,0.00951277393209149,-40.0,60.0,0.04151459442992652,0.06910908856966322,-0.039461321850113945,-0.03346750185103198,24,True,False,True
2020-08-31,2019-03-01,2020-08-31,380,0.47616448865155775,20.0,0.1273469091664027,3.0,-0.07098963323924168,0.09374515388438609,5.968421052631579,0.00404684688922864,0.10412459385950851,0.00951277393209149,-40.0,60.0,0.04244896972213423,0.06021268281654947,-0.038859927269882695,-0.03288605962445035,24,True,False,True
