ticker,trading_date,S_t,K,dte,r,market,model_price,error,early_ex_frac,mean_ex_day
MSFT,2019-09-05,137.63,138.0,29,0.0197,3.525,4.571579247085683,1.0465792470856834,0.1973,26.6341
MSFT,2019-09-12,136.12,136.0,29,0.0195,3.6,4.81172658498184,1.21172658498184,0.2481,26.522
MSFT,2019-09-19,138.52,139.0,36,0.0192999999999999,4.275,5.344032766288109,1.0690327662881085,0.2371,33.2861
MSFT,2019-09-26,139.36,139.0,29,0.0183,4.625,5.11918040680439,0.49418040680439024,0.2763,26.4848
MSFT,2019-10-03,134.65,135.0,29,0.017,4.8,4.663089157143264,-0.13691084285673583,0.1914,26.8716
MSFT,2019-10-10,138.24,138.0,29,0.0168,4.45,4.723809727095587,0.27380972709558726,0.2396,26.4074
MSFT,2019-10-17,140.41,140.0,29,0.0166,4.125,5.017467101141019,0.892467101141019,0.2865,26.1249
MSFT,2019-10-24,137.24,137.0,29,0.0167,4.075,5.0232053427770476,0.9482053427770474,0.1687,27.2333
MSFT,2019-10-31,144.61,145.0,29,0.0154,2.39,4.937583866757063,2.5475838667570625,0.229,26.9764
MSFT,2019-11-07,144.06,144.0,29,0.0156,2.43,5.033791935650286,2.603791935650286,0.2159,26.9434
MSFT,2019-11-14,147.31,147.0,29,0.0157,2.55,5.2834908935808444,2.7334908935808446,0.1914,26.8794
MSFT,2019-11-21,149.62,150.0,29,0.0158,2.81,4.976893355809898,2.1668933558098975,0.2363,26.505
MSFT,2019-11-29,152.32,152.5,28,0.0159,2.615,5.170895972794427,2.555895972794427,0.1731,25.8483
MSFT,2019-12-06,149.93,150.0,28,0.0153,2.895,5.226278207652614,2.331278207652614,0.1854,26.5506
MSFT,2019-12-13,153.24,152.5,28,0.0157,3.3,5.559503517724793,2.2595035177247933,0.1932,26.0074
MSFT,2019-12-20,155.71,155.0,28,0.0158,3.07,5.819910399315846,2.7499103993158465,0.194,26.0988
MSFT,2019-12-30,158.96,160.0,32,0.0157,3.675,5.433136897475071,1.7581368974750715,0.2029,30.9639
MSFT,2020-01-07,159.03,160.0,31,0.0154,3.8,5.394653620364908,1.594653620364908,0.2122,29.0751
MSFT,2020-01-14,163.28,162.5,31,0.0157,4.65,6.320065581622908,1.6700655816229073,0.1885,28.5395
MSFT,2020-01-22,166.5,167.5,30,0.0155,3.975,5.539841971081699,1.5648419710816985,0.2113,27.8193
MSFT,2020-01-29,165.46,165.0,30,0.0156,4.775,6.07307202774587,1.29807202774587,0.1969,28.0203
MSFT,2020-02-05,180.12,180.0,30,0.0157,4.45,6.428009574877261,1.9780095748772606,0.2403,27.787
MSFT,2020-02-12,184.44,185.0,30,0.0158,5.875,6.452028800928838,0.5770288009288382,0.167,28.2593
MSFT,2020-02-20,187.28,187.5,36,0.0158,5.45,7.046188695976479,1.5961886959764788,0.1781,33.408
MSFT,2020-02-27,170.17,170.0,29,0.0144999999999999,7.0,6.084360624895692,-0.9156393751043082,0.2023,26.9417
MSFT,2020-03-05,170.55,170.0,29,0.0062,7.425,6.135547662413247,-1.289452337586753,0.2086,27.0883
MSFT,2020-03-12,153.63,152.5,28,0.0033,11.325,5.8410845463950345,-5.483915453604965,0.2364,25.5372
MSFT,2020-03-19,140.4,140.0,29,0.0004,14.05,5.013086547927997,-9.036913452072003,0.1886,27.6675
MSFT,2020-03-26,146.92,147.0,29,0.0,10.275,5.002744773837636,-5.272255226162365,0.1831,26.5664
MSFT,2020-04-02,152.11,152.5,29,0.0009,9.7,5.106915361691565,-4.593084638308435,0.2155,26.6712
MSFT,2020-04-09,165.13,165.0,29,0.0025,7.95,5.869141513677215,-2.080858486322785,0.2127,26.8564
MSFT,2020-04-17,177.04,177.5,35,0.0012,8.85,6.498994206169098,-2.3510057938309012,0.2512,32.3087
MSFT,2020-04-24,171.42,172.5,28,0.0012,7.775,5.256257270692056,-2.5187427293079443,0.2097,25.8884
MSFT,2020-05-01,179.21,180.0,28,0.0012,5.35,5.704451592656121,0.3544515926561216,0.1753,26.2921
MSFT,2020-05-08,183.6,182.5,28,0.0012,6.525,6.7754874204758,0.25048742047579964,0.2418,25.5078
MSFT,2020-05-15,180.53,180.0,28,0.0012,6.775,6.384147960401738,-0.3908520395982622,0.2671,25.1923
MSFT,2020-05-22,183.43,182.5,28,0.0012,6.4,6.581183018596626,0.18118301859662544,0.2479,25.4626
MSFT,2020-06-01,183.25,182.5,31,0.0014,6.475,7.092773115052426,0.6177731150524259,0.2089,28.7717
MSFT,2020-06-08,187.2,187.5,32,0.0017,4.75,6.447029323842512,1.6970293238425116,0.2479,28.8122
MSFT,2020-06-15,187.74,187.5,25,0.0018,7.35,6.097277110103109,-1.2527228898968907,0.2214,23.0044
MSFT,2020-06-22,195.15,195.0,32,0.0016,8.375,7.034919267169221,-1.3400807328307787,0.2353,28.8608
